 date ,Condition,region/,season,TEMPERATURE UNIT,forecast_provider,alertLevel/, time_of_day ,Cloud Cover, wind_direction /,uvIndexCategory,precip_type,humidity category, visibility band ,stormName/, day/Night , Temperature °C ?,temperature °f,humidity_%,wind speed kph,rainfallMm, Pressure Hpa ,visibility_km, DEWPOINT °C ,feelslike_°c,snowfall_cm
30/11/2021,rainy,MIDLANDS,autumn,KELVIN,Noaa,YELLOW,evening,partly_cloudy,se,high,none,HUMID,excellent,NA,day,NA," 5,599",12448,10393,£17667,901,£14006,3714,"15,139",NaN
2024-04-22,sunny,South,summer,fahrenheit,Accuweather,yellow,NA,mostly cloudy,missing,low,SNOW, comfortable ,EXCELLENT,franklin, day ,8134,5887,£19804,15639,£13986,NaN,13847,NaN,£19606,7994
2024-11-29,sleet,north,autumn,kelvin,ACCUWEATHER,amber,EVENING,missing,NE,extreme,RAIN, humid ,very_poor,ARWEN,NIGHT,679,11853,,12730,2936,NaN,6359,£18629,NA,"18,858"
2024-05-09,Windy,West,NaN,kelvin,met office,AMBER,night,CLEAR,se,Very High,rain,Dry,Very Poor,eunice,NaN,18888,-999,5669,6029,10791," 4,822",£8451,17679," 7,175",1752
22/10/2024,Snowy,INLAND,summer,fahrenheit,noaa,yellow,,NA,se,moderate,Rain,Humid,EXCELLENT,Dudley,day,7540,   275,784,3410,£9550,11594,£15397,"18,654",4976," 2,475"
03/05/2023,sleet,west,spring,kelvin,WEATHER.COM,Red,morning,OVERCAST,NE,extreme,,oppressive,Good,Dudley,night,"10,736","12,063",18492,-999,£3356,11824,17553,14849,NA,   450
"Apr 10, 2022",sleet,missing,spring,KELVIN,met_office,yellow,MORNING,clear,missing,EXTREME,Sleet,NaN,POOR,franklin,day,144,-999,7896,£14810,9731,2320,£6892,14095,4161,5467
2022-07-28,cloudy,north,SUMMER,celsius,ACCUWEATHER,Red,afternoon,overcast,N,High,NONE,humid,GOOD, franklin ,night,,2482,£7128,,£17213,£7196,£12785,"14,034",NaN,"18,997"
2023-04-28, cloudy ,north,winter,celsius,WEATHER.COM,none,NA,Clear,W,HIGH,Sleet,Dry,Very Poor,barra,NIGHT,19402,missing,18620,-999,,NA,,9140,5400,14165
2021-10-23,foggy, south ,NaN,fahrenheit,-999,red,afternoon,partlyCloudy,n, low ,rain,dry,moderate, arwen ,Day,51,£1595,8722,17685,£4588,10508,901,£3894,15545," 6,689"
"Oct 24, 2022",,Midlands,spring,kelvin,Met Office,none,afternoon,clear,NA,LOW,rain,Oppressive,NaN,franklin,-999,5218,2711,9545,"14,712",7216,19942,18524,NA,19853,4709
2021-05-11,stormy,west,,kelvin,metOffice, yellow ,NaN,clear,se,high,sleet,,MODERATE,arwen,day,285,7235,12241,7219,-999,8631,3823,2396,£1102,5053
2021-03-24, SUNNY ,East,autumn,KELVIN, noaa ,none,night,NA,e,moderate,sleet,OPPRESSIVE,Poor,barra,Day," 2,366",3873,4419,£7650,11703,4581,6257,"12,833",18893,   518
02/01/2024,FOGGY, south ,spring,Kelvin,noaa,Amber,afternoon,clear,se,high,snow,comfortable,GOOD,dudley,night,£8882,"10,556",7333,5568,7513,19569,12747," 7,843",7887,NA
2021-01-05, snowy ,midlands,-999,-999,accuweather,yellow,Evening,clear,SE,high,none,dry, very_poor ,eunice,night," 5,197",-999,6532,9018,15914,"18,818",16578,-999,£2620,£1112
2024-08-24,missing,east,autumn,Celsius,bbc,RED,morning,CLEAR,n,LOW, None ,Humid,good,dudley,NaN,3590,-999,"11,512",19540,NaN,162,19495,5984,9740,10608
04/12/2021,RAINY,south,,Celsius,bbc,NONE,night,Overcast,w, veryHigh ,Hail,,GOOD,barra,day,15451,missing,,-999,NaN,-999,18444,-999,813,16814
2024-02-17,foggy,South,Autumn,FAHRENHEIT,noaa, none ,evening,partlyCloudy,N,moderate,none,oppressive,good, dudley ,NA,11249," 3,405",7299,£8206," 6,499",-999,16829,18586," 4,784",10083
04/05/2021,windy,inland,-999,KELVIN, NOAA ,amber,evening,clear,S,Low,rain,humid,excellent,arwen, Day ,9566,"13,955",£7126,"10,127",missing,17841,"14,291",£6285,£17765,9981
NA,,South,SUMMER,CELSIUS,metOffice,Yellow,night,overcast,SW,HIGH,rain,dry,veryPoor,Franklin,night,14663,"15,005",,2171,5463,5562,19020,£13433,"19,085",564
13/07/2021,Sunny,east,Winter,fahrenheit,met_office,amber,morning,PARTLY CLOUDY,E,EXTREME,HAIL,,Good,corrie,DAY,£1402,-999,£5355,10317,NA,£19999,6780,590,11027," 3,077"
31/08/2023,-999, north ,summer,-999,met_office,none,, MOSTLY CLOUDY ,NA,HIGH,-999, humid ,very poor,eunice,day,12052,"10,653",2972,2601,£11723,£16836,1245,£16472,£6939,"11,753"
19/11/2022,sleet,South,NA,NaN,-999,None, afternoon ,clear,se,low,hail,comfortable,VERY POOR,barra,NaN,11240,9549,14547," 6,146",4412,4728,15818," 8,386",8326,NaN
2023-04-12,windy,South,Spring,celsius,Noaa,red,afternoon,mostlyCloudy,w,high,sleet,DRY,excellent,-999,NIGHT,-999,missing,£8219,-999," 6,772",1629,£11774,19483,18502,14116
03/05/2022,Foggy,SOUTH,SPRING,celsius,NOAA,yellow,afternoon,CLEAR,nw,moderate,NONE,Comfortable,very_poor,corrie,DAY,16188,,9065,6901,6147," 5,559",£8815,"16,608",13755,£1673
-999, cloudy ,missing,spring,KELVIN,noaa,amber,morning,clear,e,low,none,dry,moderate,dudley,Day,15889,15747,"14,009",13274,5026,8530,   753,220,£1006," 8,460"
06/05/2021,Snowy,north,spring,fahrenheit,weather.com,amber,Morning,Overcast,E,extreme,sleet,HUMID,moderate, Eunice , day ,£7211,"10,443"," 4,508",£18437,NA,"13,119",3330,5236,9322,19719
2023-02-25,rainy, midlands , summer ,celsius,noaa, RED , evening ,MOSTLY CLOUDY,s,low,sleet, oppressive ,very_poor,-999,Night,2276,8618,5524,3325,1522,NaN,NA,"10,988",18000,14131
"Sep 15, 2021",Windy,east,autumn,fahrenheit,Accuweather,NaN, evening ,clear,n,Extreme, snow ,dry,poor,franklin,Night,£9379,8585,4437,15848,4077,missing,18870,17214,9844,17508
03/12/2023,snowy,Coastal,spring,kelvin,noaa,yellow, AFTERNOON ,overcast,N,NA,hail,dry, Poor ,Barra,DAY,"14,962",18298,NaN,1385,17101,£8999,£16389,19247,missing,
,sunny,west,summer,Kelvin,Weather.com,yellow,EVENING,partly cloudy,E,moderate, Rain ,comfortable,good,Dudley,night,649,3606,NA,   907,"15,844",4981,14583,£15315,NA," 5,994"
18/02/2021,cloudy,MIDLANDS,autumn,Kelvin,MET OFFICE,amber,Afternoon,clear,sw,LOW,snow,oppressive,excellent,eunice,day,"14,447",,£13130,£839,£15664," 7,012",£9246,9495,,13320
01/03/2023,SLEET,Midlands,SUMMER,FAHRENHEIT,weather.com,red,afternoon,overcast,sw,extreme,Rain,dry,Very Poor,corrie,day,£750,"15,116",3503,£14847,9101,NA,NaN,£7287,,1388
"Feb 10, 2024",-999,SOUTH,summer,-999,ACCUWEATHER,red,MORNING,MOSTLY CLOUDY,Sw,extreme, snow ,dry,NA,barra,NIGHT,6076,17609,2665,3759,2337,11036,7785,,4948,7608
2021-01-29,Foggy,missing,summer,KELVIN,accuweather,,NaN,OVERCAST,ne,EXTREME, Snow ,oppressive,Excellent,dudley,night,1628,£9693,,,16121," 7,140",1062,8098,£165,1129
2021-08-04,stormy,east,winter,Fahrenheit,accuweather,yellow,night,NA,se,Low,hail,humid,good,barra,day,15105,19670,8884,"11,775",,"17,701",15894,,£16772,
12/09/2021,SNOWY,NaN,summer,fahrenheit,NOAA,Red,EVENING,NA,Ne,EXTREME,-999,comfortable,Excellent, Barra ,day,18598,NA,"19,344",11263,NaN,11049,19083,,NA,12137
25/12/2023, Rainy ,south,AUTUMN,CELSIUS,accuweather,yellow,afternoon,mostly_cloudy,w,very_high,rain,dry,excellent,arwen,NA,7713,8358,1405,NaN,9035,12482," 1,325",15688,£19168,2664
"Aug 14, 2021",-999, north ,winter,kelvin,Bbc,none,Morning, overcast ,NE,,none,-999,POOR,barra,day," 4,772",1724,£6017,12539,12875," 9,000",NaN,1397,,£19806
2024-02-05,windy,north,NaN,kelvin,Weather.com, amber ,evening,clear,ne,high,HAIL,OPPRESSIVE,poor,dudley,day,£16017,14062,12024,"18,096",9034,14932,4882,13091,,14338
missing,FOGGY,east,Spring,Kelvin, met_office ,red,Night,MOSTLY CLOUDY,E,MODERATE,RAIN,comfortable,Excellent,eunice,DAY,5273,4105," 1,909",19757,£7283,NaN,12494,NaN,,14613
2023-08-23,STORMY,EAST,autumn,fahrenheit,weather.com,yellow,EVENING,overcast,Nw,high,none,Comfortable,poor,ARWEN,,£13016,4150,18285,,14278,9324,NA,6607,"13,196",4306
"Mar 07, 2021",-999,south,spring,,Accuweather,yellow,evening,partlyCloudy,e, very high ,RAIN, comfortable ,,BARRA,day,8256,8456,16164,3163,£2569,583,11885,4439,"16,071",7932
16/06/2021,-999,east,winter,NaN,weather.com,missing,morning,CLEAR, w ,low, snow ,humid,very_poor,eunice,day,£11947,17317,3628,NaN,7682,7852,12489,NA,£7995,£2569
2023-09-24,snowy,coastal, SPRING ,Celsius,accuweather,amber,night,-999,nw,extreme,none,Dry,good,,Night,£11273,2352,16885,1317,£8011,7095,494,£7934,£13214,19128
20/03/2022,Stormy,EAST,autumn,kelvin,MET OFFICE,RED,NaN,partly_cloudy,ne,extreme,SLEET,DRY,Excellent,arwen,NIGHT," 3,089",NaN,156,NA,14535,£3422,5488,2499," 5,927"," 7,857"
"Feb 26, 2023",stormy, south ,winter,celsius,weather.com,yellow,-999,partly_cloudy,SE, Low , Hail ,dry,Excellent,corrie,day,18924,7295,"19,657",missing,6764,missing,10960,£5997,19776,£3584
2024-10-26,stormy,south, Summer ,KELVIN,met office,red,night,partly_cloudy,nw,missing,NONE,Dry,excellent,DUDLEY,Night,15415,8391,7249,NaN,10891,missing,12302,£5520,£19258,-999
30/12/2022,stormy, east ,winter,celsius,bbc,amber,AFTERNOON,clear,-999,EXTREME,hail, dry ,moderate,Barra, NIGHT ,NA,NA,775,9874,£12939,6807,5387," 4,344",17370,2664
NaN,Stormy,WEST,summer,-999, metOffice ,none,Morning,partly_cloudy,w,extreme,SLEET,Dry,excellent,franklin,day,"14,951",10197,,15965,NaN,2484,"18,471"," 5,546",18359,14778
20/10/2023,rainy,EAST,summer,FAHRENHEIT,met office,none,EVENING,mostly_cloudy,e,,SLEET,Dry,poor,eunice,day,NaN,£11442,7672,17408,17356,6222,19138,15843,"12,571"," 8,693"
NA,cloudy,North, autumn ,kelvin,Bbc,RED,NIGHT,overcast,S,MODERATE,Snow, humid ,Very Poor,franklin,Day,6309,16575,missing,5302," 4,849","10,589",missing,"12,968",£9321,8142
02/05/2024,Stormy,north,summer,KELVIN,Weather.com, None ,evening,NA, e ,missing,rain,humid,POOR, Franklin ,-999,173,270," 7,601",£9254,18088,NaN,12087,19026,15794,4319
17/01/2021,sleet,South,autumn,Kelvin,,RED,missing,overcast,SW,moderate,none,humid,Very Poor,FRANKLIN,NIGHT,£1705,£8513,,10494,"19,161","10,111",-999,8046,NA,6753
-999,cloudy,Coastal,winter,celsius,metOffice,None,NIGHT,clear,NaN,Extreme,snow,comfortable,,CORRIE,day,17952,missing,15044,11920,13540,17629,missing," 8,440",1411,NA
31/05/2022,windy,Midlands,winter,Fahrenheit,weather.com,yellow,evening,mostlyCloudy,w,veryHigh,missing,Oppressive,good,eunice,night,15473,2030,£19443,missing,12316,15123,7004,NaN," 2,076"," 8,704"
2022-05-04,stormy,coastal,autumn,kelvin,weather.com,Yellow,morning,mostly cloudy,Sw,-999, none ,comfortable,poor, ARWEN , day ,12307,19492,"14,304",£1478,597,£3186,273,12294,6044,18141
2024-12-05,windy,coastal,SUMMER,-999,-999,Amber,NA,CLEAR,E,EXTREME,SLEET,comfortable,EXCELLENT,CORRIE,NIGHT,8597," 9,778","12,271","16,562",9496,£11683,4895,11069,"15,396"," 1,530"
03/10/2024,-999,NORTH,summer,celsius,weather.com,Amber,morning,mostly cloudy,s,low,sleet,missing,good,arwen,DAY,NA,14160,NA," 4,621",1374,15087,19508,£17356,7662,5347
2024-02-02,SUNNY,coastal,SPRING,CELSIUS,accuweather,Red,Afternoon,-999,E,extreme,Snow,humid,Very Poor,missing,,5143,10043," 2,189"," 5,241",14816,17895,missing,6680,15231,10547
"Jul 22, 2021",NA,coastal,spring,missing,bbc,yellow,afternoon,mostly cloudy,S,low,Rain,oppressive,excellent,FRANKLIN,night," 3,076",3319,7920,8555,"11,072",5146,16265,5180,£13363,15962
2023-10-11,stormy,coastal,WINTER,FAHRENHEIT,missing,Red,MORNING,Mostly Cloudy,ne,Very High,rain, oppressive ,EXCELLENT,eunice,NaN,NaN,19986,£19939,771,missing,missing,2165,missing,3889,£15734
"Mar 16, 2022",foggy,East,summer, fahrenheit ,bbc,amber,night, partly_cloudy ,ne,High,NONE,dry,-999,NA,night,14726,13813," 7,077",17312,18674,"17,856",14826,9635,6684,"11,542"
"Mar 21, 2022",sleet,north,AUTUMN,kelvin,bbc,none,night,partly_cloudy,nw, LOW ,none,COMFORTABLE,moderate,arwen,DAY,1773,," 3,918",7166,missing,9161,£11137,13268,11031,missing
12/04/2024,rainy,north,Spring,KELVIN,Weather.com,,morning, partly cloudy ,NaN,moderate,none,humid,poor,franklin,night,£670,13857,£13082,missing,14595,131,14299,-999,£17741,8608
05/10/2022,foggy, south ,autumn,kelvin,Weather.com,Amber,night,overcast,s,NaN,snow,humid,veryPoor,CORRIE,night," 4,329","16,108",15423,19237,,£802,£14640,9040,6389,"13,222"
09/11/2022,snowy,East,summer,missing,missing,AMBER,NIGHT,Overcast,W,Low,snow,NA,good,Franklin,Night,£2545,6811,11915," 2,300",4840,8661,19708,£9636,missing,574
2021-08-17,stormy,inland, spring ,Celsius,met office,NaN,morning,partly_cloudy,E,Very High,snow,dry,MODERATE, barra ,night," 8,055",5976,13329,13947,"13,060",8789,10633,12630,"13,857",NaN
07/05/2021,cloudy,Coastal,Winter,KELVIN, noaa ,none,morning,clear,sw,low,SNOW,HUMID,NaN,arwen,DAY,8109,NA,4797,7349,15597,990,3948,2774,5659,13986
12/06/2023,sleet,missing,autumn,CELSIUS,weather.com,NONE,Night,OVERCAST,Nw,moderate,Hail,-999,MODERATE, dudley ,day,£14870,£2348," 6,665",NaN,16844,18275,17828,14023,£16660,2985
2023-10-21,Windy,midlands,Summer,FAHRENHEIT,noaa, yellow ,Afternoon,clear,N,very_high,snow,Humid,very poor,Dudley,day,£18883,3682,-999,429,£18702,£391,19085,8568,19440,9746
21/10/2021,rainy, east ,summer,celsius, accuweather ,Red,morning,OVERCAST,ne,-999,hail,-999,moderate,eunice,night,,£15878,"11,054",NA,5636,1541,missing,6619,2413,3312
13/03/2021,rainy,Midlands,autumn,celsius,noaa,none,night,mostly_cloudy,s,high,SLEET,comfortable,moderate,dudley,Day,£8704,"15,208",£18083," 9,736",17867,15663,"16,403","18,934",NaN,19268
"Jun 24, 2023",foggy,east,winter,Celsius,met_office,None, evening ,partlyCloudy,nw,moderate,hail,OPPRESSIVE,veryPoor,missing,night,12863,NaN,NA,£2569,£10882," 5,168"," 9,871",£3757,5473,19379
2022-07-06,stormy,coastal,Winter,fahrenheit,bbc,RED,NA,-999,sw,Moderate,none,,GOOD,,day,11283,NA,-999,6237,13712,6424,436,£14565," 4,840",10605
2024-05-08,Rainy,EAST,SPRING,celsius,accuweather,none,AFTERNOON,mostly_cloudy,E, veryHigh ,none,comfortable,poor, CORRIE ,day," 6,452",10412,17682,12508,NaN,,5610,10097,4852,NA
03/07/2021,Sleet,,spring,Celsius,accuweather,yellow,morning,partly_cloudy,S,extreme,NONE,dry,good,barra,night,£2597,£14147,2430,£337,,NaN,6592,£65,£5529,12947
2021-11-14,Foggy,NA,summer,celsius,metOffice,none, afternoon ,overcast,se, MODERATE ,HAIL,dry,good,Franklin,night,£16062,"13,747",3109,47,14256,5682,£7198,1338,15994,7781
26/12/2023,NaN,midlands,spring,-999,noaa,NA,Night,Partly Cloudy,sw,,snow,comfortable,Moderate, dudley ,Day,5986,-999,18464,4241,2913,,10524,£2819,9874,15846
2022-01-22,sleet,midlands,autumn,KELVIN,-999,red,Night, overcast ,s,very high,sleet,oppressive,very_poor,Barra,NIGHT,£8129,17556,7907,10880,16635,13989,12127," 5,673",12535,£5855
2021-09-03,,north,summer,fahrenheit,bbc,red,Evening,overcast,se,MODERATE,snow,oppressive,good,corrie,night,"14,792",19997,5295,,6489,14634,16656," 7,787",NA," 7,126"
"Sep 09, 2024",cloudy,coastal,-999,kelvin,noaa, amber ,AFTERNOON,overcast,SE,high,NaN,Dry,good,Eunice,night,3706,,NaN,missing,6537,2720,£5719,£6564,3270,6779
"Feb 04, 2022",rainy,SOUTH,spring,kelvin,Accuweather,Amber,NaN,overcast,n,VERY HIGH, hail ,humid,good,missing,NIGHT,£3689,17404,£15547,7546,£733,17001,6046,18808,9718,£11150
25/08/2024,rainy,midlands,,Kelvin,metOffice,amber,evening,overcast,W, EXTREME ,rain,DRY,poor,corrie,day,£5161,9724,17433,19873,£2943,£15575,"11,879",£3136,,10760
10/06/2021,rainy,north, winter ,celsius,Noaa,yellow,AFTERNOON,Overcast,w,moderate,none,OPPRESSIVE,veryPoor,ARWEN,day,18342,-999,NaN,5042,£17272,8674,14453,17725,£19140,5809
"Oct 28, 2023", Snowy ,west,SPRING,celsius,met_office,none,Afternoon,clear, nw ,VERY HIGH,Snow,HUMID,moderate,dudley,day,13126,11252,16685,6854,7482,£17556,£629,£14254,missing,£8327
17/03/2021, Rainy ,North,SPRING,KELVIN,Bbc,amber,night,MOSTLY CLOUDY,SE,EXTREME,sleet,dry, EXCELLENT ,corrie,night,3880,"13,510",,£7623," 7,340",14845,-999,"10,029",NA,6286
17/11/2021,Windy,coastal,AUTUMN,Kelvin, noaa , none ,morning,mostly cloudy,n,MODERATE,None,Humid,good,corrie,day,14222,7393," 2,863",1623,7541,19081,2366,10373,2658,11585
-999,SLEET,north, spring ,fahrenheit,metOffice,Red,Afternoon,overcast,nw,EXTREME,SLEET,Oppressive,good,missing,NIGHT,4762,"10,044"," 6,345",NA,13855,£17638,17395,674,£7705,9817
01/06/2023,NaN, South ,Autumn,Celsius,bbc,none,morning,overcast,ne, low ,rain,NaN,VERY POOR,ARWEN,NIGHT,-999,15006,missing," 2,213",   964,10674,3647,£19510,-999,19479
2022-11-10,missing,east,autumn, kelvin ,ACCUWEATHER,yellow,afternoon, mostlyCloudy , nw ,low, NONE ,oppressive,poor,barra, NIGHT ,9700,7741,missing,1020,£18416,1958,£3473,NA,12498,£1978
03/06/2024, foggy ,west,NaN,KELVIN,MET OFFICE, yellow ,NaN,partly_cloudy,ne,moderate,none,dry,very poor,eunice,night,"18,746"," 4,669",16628,9706,£8549,£19685,NaN,£11338,5952,£2638
01/04/2021,rainy,midlands,spring,celsius,weather.com,amber,Afternoon,clear,Ne,Extreme,,comfortable,EXCELLENT,barra,night,"17,293",NA,£1255,6605,,-999,missing,missing,12050,14472
2023-08-16,Sunny,south,NA,celsius,NOAA,YELLOW,afternoon,clear, w ,very high,none,oppressive,GOOD,franklin,night,13526,,299,10697,"13,918",178,£3135,18619," 3,156",9198
14/10/2024,CLOUDY,inland,winter,NA,noaa, yellow ,evening,overcast,nw,Moderate,SLEET,NA,Poor,corrie,night,£12099,11297,11976,-999,18317,£1389,16435,10656,13018,   423
2023-10-27,Rainy,INLAND,spring,fahrenheit,MET OFFICE,Red,afternoon,-999,SE,Low,Snow,oppressive,NaN, eunice ,day,6022,NA," 3,602",10318,3965,18808,11304,," 6,560",6347
2023-02-18,WINDY,east,winter,Kelvin,,amber,evening,clear,NW,low,NONE,dry, GOOD ,franklin,day,£14234,"14,502",NA,£2904,11118,13937,4976,1511,2137,19845
13/12/2021,sleet,north,spring,fahrenheit,ACCUWEATHER,RED,MORNING,,N,,none,humid, VERY POOR ,FRANKLIN,day,15077,"12,004",10990,13261,£1212,12606,£9859,16805,16734,NaN
2022-09-12,stormy,WEST,Summer, kelvin ,MET OFFICE,none,missing,mostly cloudy,NA,extreme,none,NaN,missing,,day,missing,7921,9727,NA,-999,£11086,9814,£18577," 8,188",£11007
11/11/2023,Windy,midlands,spring,Celsius,weather.com,amber,evening,mostly_cloudy,ne,Low,-999,humid,NA,corrie,day,11627,17223,NaN,-999,4411,"14,865",9764,12439,13378,13323
29/12/2023,Rainy,EAST, summer ,celsius,accuweather,AMBER,-999,mostlyCloudy,w,,none,NA,veryPoor,arwen,day,19366,10369,-999,12278,4125,15408,£14559,19559,2523,"11,351"
24/02/2023,foggy,,Autumn,Kelvin,Weather.com,none,night, Mostly Cloudy ,E,MODERATE,sleet,comfortable,NA,barra,Day,16267," 3,070",," 3,070",4792,-999,1120,-999,13097,12262
2024-03-03,windy,coastal,,NA,metOffice,red,night,CLEAR,E,extreme,hail,comfortable,excellent,eunice,night,12637,3119,12363,"19,357",1406,£9070,12666,10079,12035,2313
18/08/2023,,coastal,winter,-999,Accuweather,yellow,evening,CLEAR,w,Moderate,sleet,Oppressive,GOOD, arwen ,NIGHT," 5,561",£855,12416,2365,1387,15682,missing,3058,"15,307",£9269
2021-11-29,Cloudy,coastal,spring,NaN, weather.com ,amber,Afternoon,overcast,Ne,moderate, snow ,Oppressive,moderate,arwen,night,15997,8805,,-999," 2,928",6132,17503,8147,8332,"16,986"
16/09/2022,sleet,missing,winter,celsius,WEATHER.COM,red,Night,OVERCAST,nw,VERY HIGH,snow,-999,moderate,ARWEN,NIGHT,17507,," 4,696",3170,"11,133",5860,1162,£15831,4748,7945
22/04/2021,Sleet,West,-999,fahrenheit,Met Office,yellow,evening,OVERCAST,SE,veryHigh,SLEET,humid,poor,eunice,night,3887,£4250,1931,"19,422",6872,£18348,NA,6643,13183,missing
22/01/2021,sunny,coastal,-999,celsius,noaa,Red,Night,clear,W,extreme,none,OPPRESSIVE,VERY POOR,corrie,DAY,14800,£7731,3366,NA,62,3442,9901,6529," 5,307",£19656
2022-08-05,snowy,midlands,winter, FAHRENHEIT ,noaa, none ,evening,OVERCAST,se,high,sleet,HUMID,good,eunice,day," 5,054",11583,£10268,265,3072,-999,12521,6962,1261,NaN
2021-12-05,,NA,spring,Kelvin,, Yellow ,night,partlyCloudy,W,MODERATE,none,COMFORTABLE,moderate,eunice,night,,13766,13759,,1329,£13097,16082,NaN,-999,£19772
19/07/2023,cloudy,Inland,AUTUMN,fahrenheit,BBC, AMBER ,afternoon,MOSTLY CLOUDY,Se,VERY HIGH,None,oppressive, VERY POOR ,NA,night,NA,missing,£4620,5997,NA,4449,£15320,"14,041",762,3465
16/10/2023,foggy,south,Summer,celsius,missing, None ,missing,partlyCloudy,NE,very_high,None,humid,POOR,eunice,NIGHT,"13,125",16688,15364,NaN,-999," 4,445",5410," 4,511",14981,NaN
2021-02-02,cloudy,NA,WINTER, fahrenheit ,met office,red,night,CLEAR,SE,moderate,NONE,Humid,Moderate,corrie,DAY,NA,17267,368,11908,18474,   821," 5,199",12190,"19,072",7248
02/09/2022,sleet,midlands,AUTUMN,,weather.com,-999,NIGHT,mostly cloudy,se,veryHigh,hail,COMFORTABLE,NA,barra,night," 8,122",9466,14122,£3192,NA,,NaN,13791,15491,19226
12/08/2022,sunny,south,SUMMER,, BBC ,NaN,evening,PARTLY CLOUDY, NE ,High,none,NaN,EXCELLENT,EUNICE,night,£12333,19167,£17365,£12433,6382,-999,NA," 8,976"," 1,096",17182
2024-09-08,windy, Midlands ,spring,KELVIN,Bbc,none,EVENING,overcast,W,high,NaN, oppressive , Good ,Corrie,day,"10,176",£4081,15159,10595,-999,17435,NA,17532,18781,2423
23/03/2023,stormy,, summer ,kelvin,bbc,yellow,Evening,partlyCloudy,sw,missing,none,humid,EXCELLENT,Arwen,NIGHT,2361,missing,3137,NA,"19,708"," 9,019",19888,£18241,£15597,13746
01/05/2023, STORMY ,midlands,winter,Kelvin,Noaa,,NIGHT,Mostly Cloudy,ne,EXTREME,none,OPPRESSIVE,VERY POOR, DUDLEY ,night,£16701,18891,11612,8730,17664,8756,4536,719,£7218," 1,370"
2022-01-30,rainy,coastal,NaN, celsius ,Bbc,none,Afternoon,overcast,Nw,extreme, rain ,Oppressive,VERY POOR,-999,night,NaN,376,14348," 1,450",NA,NaN,19246,1729,-999,-999
2023-08-01,-999,NORTH,Summer,NaN,noaa,none,afternoon,clear,NW,low,sleet,comfortable,Moderate,DUDLEY,day,,2101,10467,2771,10406," 6,234",,11100,£9240,2357
07/04/2024,snowy,north,autumn,Fahrenheit,NOAA,yellow,morning,Clear,sw,veryHigh,sleet, comfortable ,very_poor,eunice,Day,941," 2,787",,NaN,£3208,15476,NA,8452,18467,11893
25/11/2022,cloudy, West ,SPRING,Fahrenheit,NOAA,red,afternoon,OVERCAST,NW,extreme,-999,missing,excellent,Franklin,NIGHT,1372,17727,-999,£2366,£5871,missing,"14,366",NaN,"10,134",15230
29/04/2023,FOGGY,coastal,autumn,KELVIN,met office,NONE,evening,overcast,e,low,hail,dry,excellent,NA,day,13463," 5,300",£18266,7320,£7720,7964,£3114,15931,,£3041
2021-07-19,foggy,coastal,winter,kelvin, noaa ,Red,morning,Mostly Cloudy,e,extreme, snow ,oppressive,good,dudley,night,6207,13942,12516,16599,18066,-999,£16257,5579,9075," 6,818"
28/05/2022,snowy,INLAND,winter,Kelvin,Noaa,YELLOW,,mostly cloudy,n,EXTREME,Snow,NaN,missing,franklin,-999,£6996,NA,£10015,13314,13964,8345,18725,£15824,17107,7610
30/09/2023,Stormy,EAST,missing,kelvin,accuweather,yellow,NIGHT,OVERCAST,NW,Very High,hail,dry, moderate ,Franklin,night,19759,17485,15349,11445,missing,8097,£10337,10639,982,
26/04/2023,sleet,missing,winter,kelvin,bbc,red,afternoon,missing,Nw,veryHigh,HAIL,NA,VERY POOR,barra,night," 9,234",4481,"11,216"," 5,121",17614,£14375,19578,"11,323",10931,18980
05/10/2021,windy,WEST,Autumn,KELVIN,Met Office,yellow,afternoon, mostly_cloudy ,W,MODERATE,rain,comfortable,poor,dudley,day,£19146,£11934,£6507,19275,£5371,9632,9548,£360,19279,13298
"Oct 06, 2022",snowy,coastal,spring,fahrenheit,Accuweather,None,evening,OVERCAST, S ,moderate,rain,Humid,Poor,corrie, night ,"14,725",5175,5473,3307,12320,15879,"18,685",NA,-999,494
2024-02-03,sleet,south,SPRING,celsius,Bbc,Red,afternoon,MOSTLY CLOUDY,N,NA,Snow,comfortable,Poor,ARWEN,night,10141,£3049,7777,14209,NaN," 9,402",12407,£17280,£15957,16543
07/11/2021,snowy,NORTH,AUTUMN,celsius,bbc,red,NA,partly cloudy,se,moderate,none,missing, poor ,EUNICE,day,missing,19067,9767,5325,NaN," 5,449",11604,17478,"18,879",£3908
25/03/2024, WINDY ,coastal,WINTER,celsius,-999,RED,Afternoon,NaN,Nw,moderate,hail,dry,-999,arwen,day,NA,NA,2377,£4916,17060,19323,£7762,11318,18011,NA
2021-03-04,stormy,south,-999,-999,ACCUWEATHER,Yellow,morning,CLEAR,nw,high,rain,,MODERATE,dudley,night,17746,-999,-999,£1058,16626,7366,6060,14712,"13,719",5172
04/10/2024,rainy,SOUTH,SUMMER,fahrenheit,Bbc,amber,NA,overcast,sw,extreme,Snow,humid,good,dudley,day,3056,17651,£4745,13107,15739,   724,£10517,7873,11986,£11509
2022-11-09, SUNNY ,west,spring,Fahrenheit,Bbc,amber,night, MOSTLY CLOUDY ,N,low,snow,DRY,excellent,Dudley,day,£1213,19988,£7165,"16,961",2373,12480,18659,,£7882,17639
