date,Genre,RATING,language,Format,franchise?, PRODUCTION STUDIO , release season , budget band ,distribution?,SEQUEL,Award Noms, filmingLocation , CINEMATOGRAPHY ,Lead Actor, soundMix , runtimeMin ,box office $m,metascore,userscore,screens, opening $m ,marketing_$m,CGI SHOTS,IMDB VOTES, oscarWins 
14/03/2024,ANIMATION,R,english,2d,standalone,NaN,missing,$10-50m,direct-to-dvd,no,4-7,uk,imax_70mm,a-list,dts,7192,-999,12982,£5800,£217,£5953," 5,247",£6799,   314,4555
08/03/2023,HORROR,NaN,hindi,3d,reboot, Universal ,autumn,<$10m,NA,YES,4-7,Uk,DIGITAL,B-LIST,,missing,£8171,5295,5249,8355,-999,£6599,9206,13602,10581
29/04/2021,documentary,18,english, 3d ,SPIN-OFF,UNIVERSAL,autumn,$50-150m,Streaming,yes,4-7,AUSTRALIA,FILM,A-List,DTS,1321,£13015,£15885,£11857," 1,542",7519,NA,missing,6710,£13860
15/06/2024,ANIMATION,15,MANDARIN,Imax,Spin-Off,-999,WINTER,$50-150m,direct-To-Dvd,yes,0,us,digital,newcomer,atmos,2789,NA,13456,19447,14608,NaN,£9839,£7452,"16,785","10,281"
"Dec 07, 2021",comedy,15,Hindi, 2d ,Spin-Off, UNIVERSAL ,AUTUMN,$50-150m,missing,YES,0,Us,Film,Newcomer,dolby,13152,9052,8933,16956," 9,805",5696,7823,10520,8581,4155
14/12/2024,NaN,15,spanish,3D,SPIN-OFF,Disney,Winter,<$10m,STREAMING,yes,missing,Canada,film,NEWCOMER,dts,388,£11187,,7688," 5,046",15012,9309,10179,7864,£7976
2021-08-25,DRAMA,,NaN,2d,reboot,NaN,SPRING,$10-50m,LIMITED,Yes,NA,NZ,Digital,missing,ATMOS,£11737,16113,9585,12784,19866,3523,missing,missing,12048,19330
missing,Action,R,hindi,3d,spin-off,DISNEY,spring,>$150m,streaming,NaN,1-3,-999,IMAX 70MM,-999,DOLBY,"18,623",11475,"12,329",16242," 2,841",6832,£1580,13577,19132,"15,262"
,-999,missing,english,2d,reboot,sony,winter,$50-150m,,Yes,1-3,us,DIGITAL,NaN, dts ,10227,444,18430,3059,7460,17421,10875,19849,8510,missing
2021-01-14,missing,15,spanish,2d,-999,universal, winter ,,Limited,yes,4-7,NZ,digital,newcomer,atmos,£8309,-999,£8918,16225,13800,16020,6684," 2,325",missing,£12424
missing,horror,12a,Mandarin,-999,missing,warner,winter,NA,limited,yes,8+,uk,FILM,B-LIST,DOLBY,£3877,5964,14628,£2551,18762,-999,1743,6016,-999,12504
12/12/2022,NA,g,english,STREAMING, standalone ,Warner,spring,$50-150m,cinema,no,NA,uk,digital,NaN,Dolby,19540,11323,"19,251","19,078",4640,£2358,£5376,£18326,15521,14757
2023-07-22,drama,r,english,3D,reboot,warner,autumn,>$150m,Direct-To-Dvd,NA,1-3,uk,,a-list,dolby,17083,94,11211,19925,£11735,£10763,NA,,1414,12860
2023-01-18,ACTION,g,Hindi,3d,franchise,WARNER,autumn,<$10m,direct-To-Dvd,NO,missing,canada, digital ,newcomer,dolby,16256,£14671,17869,5832,,10359,1684,,13385,9474
23/08/2024,comedy,NA,spanish,STREAMING,missing,universal,spring,<$10M,cinema,yes,8+,uk,,A-LIST,NA,3003,NA,12658,missing,NaN,£1163,16310,£626,14721,£6718
2024-10-30,horror,pg,hindi,3d,reboot,sony,spring,>$150m,limited,NA,4-7,uk,imax_70mm,B-LIST,atmos,18378,10227,£7667,,14766,£13441,18713,13591,8874,18231
2024-07-25,Documentary,pg,missing, 3d ,reboot,warner,SPRING,$50-150m,cinema,yes,4-7,US,film,a-List,dolby,NaN,17210,£17560,17214,19282,11863,NA," 6,815",19154,7018
2022-05-27,ANIMATION,15,french,streaming,standalone,WARNER,Spring,>$150m,limited,no, 8+ ,australia,digital,NEWCOMER, DOLBY ,15354,£2668,£5409,2461,£4695,-999,15887,"18,038",9633,18152
NA,action,pg,FRENCH,2D,reboot,sony,spring,$50-150m,limited,No,4-7,-999,Imax 70mm,a-list,Dts,4955,2245,17066,1856," 8,915",1762,1233,6032,13875,14085
01/10/2021,animation,r,spanish,NaN,standalone, sony ,autumn,$10-50m, streaming ,yes,1-3,CANADA,IMAX 70MM,NaN,missing,-999,266,NaN,9128," 5,135",,8695,11347,2793,4816
15/02/2022,DRAMA,12A,spanish,NA,Franchise,paramount,Autumn,$50-150m,cinema,NaN,1-3,us,imax 70mm,A-LIST, atmos ,17232,£2291,£8089,4257,7152,15167,18875,19417,15779," 9,260"
2024-10-08,Drama, 18 ,spanish,IMAX,reboot,warner,autumn, >$150m ,Cinema,no, 0 ,NA,digital,B-List,dolby,£17814,17920,"17,379",4916,£6493,£14043,12965,11587,,£7408
07/09/2022,animation,r,spanish,imax,franchise,Warner,winter,$10-50m,NA,no,4-7, uk ,film,b-List,dts,12263,missing,5981,8978," 8,896",13095,6106,£18238,£14446,-999
2023-05-19,-999,r,mandarin,2D,Standalone,sony,summer,,limited,yes,4-7,australia,imax_70mm,-999,dts,5882,11124,8786,£19612,11102,2101,13936,14011,"16,329",10384
-999,animation,15,hindi,NA,franchise,disney,,$50-150m,streaming,no, 0 ,NZ,digital, B-LIST ,dolby,13082,13974,4454,£13868," 7,909"," 4,705",6582,-999,18797,19361
NaN,action,15,MANDARIN, Streaming ,Spin-Off,missing,Spring,$10-50M,CINEMA,no,1-3,CANADA,digital,a-list,atmos,14424," 3,820",6587," 7,306",£18631,£14752,2891,"13,861",19153," 5,984"
2023-12-11,drama, 15 ,french, Streaming ,Standalone,paramount,Spring,>$150m,cinema,-999,0,NaN,film,Newcomer,dts,"10,778",3588,£7423,NA,19146,,806,12102,11333,10459
17/07/2022,Action,r,mandarin,missing, reboot ,SONY,summer,$50-150m,Direct-To-Dvd,YES,1-3, uk ,Film,,DOLBY,12602,£7472,£10843,missing,18363,13443,7706,10794,missing,"15,127"
05/01/2021,drama,-999,mandarin,streaming,Spin-Off,paramount,missing,$50-150m,Direct-To-Dvd,no,8+,nz,digital,b-list,dolby,"11,671",19879,£18484,2470,12158,19546," 2,654",,£19918,8352
13/11/2024,comedy,15,english,2d,franchise, paramount ,spring,-999,streaming,NO,8+,uk,digital,NEWCOMER,NaN,missing,4879,15101,10654,4745,1116,"19,721",£13101,8668," 7,617"
10/07/2023,Drama,18,english,IMAX,standalone,Disney,winter,$50-150m,cinema,yes,1-3,nz,film,Newcomer, dolby ,missing,17957,15733,"15,290",£9991,"10,926",19391,NaN,4219,12425
2021-11-03,Comedy,R,missing,STREAMING,franchise,UNIVERSAL,summer,-999,cinema,YES, 8+ ,US,film,A-List,DOLBY,3209," 9,574",,18924,£9421,£4597,£7088,14303,17876,
2022-05-27,DOCUMENTARY,15,HINDI,Streaming,franchise,Sony,spring,-999,STREAMING,no,4-7,nz,digital,b-list,NaN,-999,£14377,"14,392",14339,15350,NaN,9395,17021,1191,£8236
20/11/2021,documentary,g,hindi,streaming,franchise,Disney,Summer, $50-150m ,streaming,NO,0,canada,DIGITAL,,Dolby,NA,£3905,8316,549,£6724,10320,19122,16918," 7,867",10811
27/03/2023,animation,g,mandarin,3d,standalone, disney ,missing,<$10m,direct-to-dvd,Yes,4-7,-999,imax 70mm,b-List,dts,13833,6772,£8354,7091,19728,£18922,333,16437,6648," 6,885"
2024-03-04,drama,18,NA,3d,spin-off,paramount,autumn,$50-150m,limited,Yes,8+,Canada,imax_70mm,newcomer,ATMOS,£4646,£6692,15456,£969,11900,9451,£10496,18855,,£8603
2021-01-23,action,12a,hindi,streaming,Franchise,DISNEY,Spring,$50-150m,cinema,No,,missing,imax_70mm,A-LIST,dolby,17119,2076,NA,"16,024",4175,NaN," 3,299",£16348,10811,NA
,action,pg,english,NaN,standalone,paramount,winter,<$10m,direct-to-dvd,yes,0,uk,imax_70mm,B-List,-999,16093,11408," 8,320",17660,NA,395,£6393,missing,16444,-999
2024-08-22, Animation ,18,french,2d, Spin-Off ,paramount,NA,<$10m,limited,NaN,1-3, Uk ,digital,A-LIST,ATMOS,10893,2547,2230,missing,£1103,15348,£15626,NaN,9282," 4,812"
08/04/2023,NA,pg,English, 2d ,franchise,NA,spring,$50-150M,,missing,4-7,missing,Film,newcomer,Dts,£19462,14942,15562,2424,18047,£2607,NA,NaN,18758,"15,867"
-999, Horror ,pg,NaN,2d,standalone,disney,spring,$10-50m,streaming, Yes ,8+,australia,digital,A-LIST,ATMOS,£7728,£4598,"17,326",NA,NaN,5570,14650,£3964,-999,NaN
12/11/2023,horror,Pg,Hindi,3D,STANDALONE,WARNER,WINTER,>$150m,direct-to-dvd, yes ,0,australia, Imax 70mm ,a-list,ATMOS,£10218,15723,£13637," 3,073",£2586,7863,£14147,"16,267",8209,9566
2024-04-25,Drama,Pg,NA,IMAX,missing,paramount,AUTUMN, $50-150m ,limited,no,1-3,canada,IMAX 70MM,-999,dolby,£18497,NaN,2450,7919,NA,5425,"12,847","16,965",£3167,12644
2024-03-07,ANIMATION,12a,mandarin,streaming,Franchise,paramount,NaN,<$10m,NA,no,4-7,US,,b-list,dts,£12802,,"10,058",3987,£8289,£16329,3783,3673,,-999
2023-10-26,DOCUMENTARY,r,Hindi,2D,Franchise,Disney,summer,>$150m,streaming,NO,8+,Canada,Digital,a-list,ATMOS,"11,905",£10714,18778,,11091,NaN,7901,"13,239",16124,"17,264"
05/10/2024,NA,15,,streaming,STANDALONE, Disney ,summer,>$150M,cinema,no,1-3, Uk ,Digital,b-list,dts,17763,19995,14014,-999,10799,12861,£671,"18,436",8329,NaN
20/01/2022,NA,r,french,-999,reboot,universal,winter,>$150m,limited,No,,AUSTRALIA,digital,b-List,dts,11926,NA," 6,521",5644,9151,3959,13750,19005,£3951,8192
01/11/2023,comedy,NaN,mandarin,3d,STANDALONE, UNIVERSAL ,AUTUMN,$10-50m,NaN,No,0,Canada,imax 70mm,a-list,dts,5235," 1,986",17512,£9219,1560,5946,-999,11546,"10,308",
NA,comedy,15,Mandarin,IMAX,reboot,paramount,winter,,NaN,no, 8+ ,canada,digital, a-list ,,NA,1153,2805,NA,"18,897"," 1,384","19,109",15104,NaN,10034
25/09/2023,DOCUMENTARY,18,NaN,3d, standalone ,Disney,autumn,$50-150m,streaming,no,1-3,Uk,IMAX 70MM,newcomer,dolby,16742,"19,248",NA,"17,022",18235,10678,163,£3653,8255,9792
27/04/2023,action,g,mandarin,streaming,spin-off,warner,winter,$10-50M,LIMITED,no,4-7, canada ,NA,b-list, dolby ,7022,5382,19181,£2238,£11013,£18380,£360,4857,NaN,12020
26/07/2021,animation,18,english,streaming,,UNIVERSAL, summer ,$50-150m, cinema ,NO,4-7,Us,FILM,A-LIST,atmos,£7510,15572,10758,15811,17079,19288,£4475,-999,11204,1544
NaN,drama,NaN, FRENCH ,2d,franchise,sony,summer,$50-150M,DIRECT-TO-DVD,no,0,Us,film,a-List,NA," 4,874",16153,7097,NA,790," 7,951",£6300,£11551,7066,£3796
16/06/2023,,G,NaN,Imax,Franchise, warner ,AUTUMN,>$150m,streaming, no ,,australia,FILM,B-LIST,dts,£15117,£5342,"12,026",9626,NA,£2235,13056,£3224," 2,801",13399
17/01/2023,ACTION,pg,,NA,reboot, PARAMOUNT ,winter,>$150m,cinema,YES,4-7,canada,Imax 70mm,b-list,ATMOS,961,5890,18546,11981,£9482,7071,18864,9031,18325,11263
29/07/2022,,12a,spanish,2d,franchise,WARNER,summer,$50-150m,limited,no, 8+ ,australia,DIGITAL,,dolby,19225,16959,NaN,12217," 5,346",6115,14086,£7151,5180,15975
03/09/2023,ACTION,12a,spanish,Imax,spin-off,sony,-999,$50-150M,direct-to-dvd,NO,8+,us,Imax 70mm,NA,dts,9781,£15741,14770,15570,,£743,6600,3794,NaN,10026
18/09/2021,action,Pg,English,streaming,standalone,,autumn,$50-150m,streaming,no,1-3,uk,digital,b-list,Dolby,£3512,NaN,4356,734," 4,658",15639,NA,"18,845",6010,18223
11/11/2023,documentary,r,FRENCH,3d,Standalone,paramount,Winter,>$150m,Limited,no,1-3,Us,imax 70mm,A-List,-999,14882,9271,,£6808,   208,16876," 8,815",1054,£14103,£8889
"Oct 29, 2024",Animation,15,Mandarin,streaming,REBOOT,paramount,-999,<$10m,cinema,NO,1-3,AUSTRALIA,Film,newcomer,dolby,NaN,4228,£9468,missing,13248,4234,£5637,13297,19071,-999
30/03/2024,drama,pg,,streaming,STANDALONE,sony,winter, <$10M ,streaming,yes,1-3,US,film,a-list,dts,£6699,18833,-999,12083,7669,£7269,898,16016,9775,missing
2021-07-06,Animation,G,Spanish,streaming,NA,disney,Spring,missing,Streaming,no,4-7,nz,Digital,NA,ATMOS,13319," 1,393",NA,£11562,£2469,6511,5818," 3,774"," 9,587","14,977"
17/02/2024,NaN,R,spanish,imax, FRANCHISE ,disney,NA,>$150m,NA,YES,4-7,canada,Film,A-LIST,dts,-999,12935,NA,"18,523"," 8,588",£12864,14116,4848,16420,11907
"Oct 18, 2022",comedy,r,NaN,2d,Spin-Off,Warner,AUTUMN,$10-50m,STREAMING,NaN, 0 ,Us,FILM,Newcomer,dts,3219,missing,14670,£748,11811,NaN,missing,15296,12932,18482
2021-01-04,Action,g,french,2d,FRANCHISE,warner,Summer,>$150M, streaming , yes ,1-3,australia,film,NEWCOMER,dolby,4692,NaN,8070,236,17896,13985,17365,£7761,,£17135
10/08/2024,action,G,Spanish,NaN,standalone,Universal,SUMMER, $10-50m ,limited,no,1-3,US,film,a-list,atmos,£10821,8127,8718,£9509,13284,"18,059",,12414,290,1511
2023-11-16,Documentary,G,french,3d,reboot,Sony,-999, <$10m ,LIMITED,No,0,UK,FILM,newcomer,ATMOS,"19,911",17932,18325," 6,857","13,445",£12270,669,11467,15337,5607
18/04/2024,Drama,15,ENGLISH,IMAX,Spin-Off,warner,spring,NA, CINEMA ,YES,4-7,missing,Imax 70mm,B-List,ATMOS,3073,-999,11757,NA,NA,"10,613",19001," 5,721",10509,6135
-999,comedy,18,english,3d,missing,disney,WINTER,NaN,direct-to-dvd,yes,4-7,australia,-999,a-list,ATMOS," 1,330",missing,"17,742",18885,15744,£16728,15729,3545," 4,382",17849
22/05/2024,,g,spanish,,standalone,warner, winter ,missing,STREAMING,no,4-7,canada,Film,B-LIST,ATMOS,16100,4879,"10,853",£10411,4135,-999," 6,801",16255,3173,6871
2022-05-20,Documentary,r,HINDI, Streaming ,reboot,SONY,-999,$10-50m,direct-To-Dvd,yes,1-3,CANADA,film,newcomer,DOLBY,19890,16358,13098,4085," 2,796",£9981,4452,-999,NA,19764
2021-02-28,Documentary,18,french,streaming,franchise,universal,WINTER,$10-50m,missing,no,8+,-999,, a-List ,Dolby,10885,£1086,NA,£17819,12574,11717,£4294,"11,866",9026,7644
29/06/2022,Comedy,15,mandarin,imax,FRANCHISE,disney,SPRING,$50-150m,missing,no,0,uk,Digital,a-List,DTS,£15174,7434," 9,557",17573," 8,834"," 5,364",-999,£3551,£4557,880
23/04/2024, Drama ,pg,mandarin,2D,FRANCHISE,Disney,spring,$10-50m,direct-to-dvd,NaN,0,UK,DIGITAL,b-list,-999,2947,£8804,17703,    52,NaN,NA,19528,£19823,missing,18760
2023-06-30,Animation,15,English,imax,REBOOT,,SPRING,$50-150M,direct-to-dvd,no,8+,Us,imax_70mm,a-list,dts,11222,10518,"19,981",NA,NaN,6385,£10468,£3437,17469,8392
29/09/2023,horror,18,mandarin,2d,franchise,warner,Spring,$50-150m,streaming,yes,8+,nz,missing,b-List,dts,13259,£10089,16808,£498,,10309,£5228,£9806,13879,15428
,COMEDY,18,french,-999,standalone,-999,summer,-999,DIRECT-TO-DVD,no,0,Us,-999, a-list ,DTS,£9173,19934,7218,£8078,8611,"14,853",NaN,9232,£3927," 2,967"
missing,drama,g,English,3d,franchise,disney,winter,$10-50m,,no,4-7,nz,NaN,b-List,ATMOS,18732,11743,,11410,19749,8114,17359,1699,14743,11400
01/07/2022,drama,,SPANISH,STREAMING,franchise,Sony, winter , <$10m ,cinema,yes, 8+ ,canada,digital,a-List,dts,861,14523,-999,"18,955",18449,£14867,£10913,£13879,17030," 2,933"
05/06/2022,Drama,15,french,3d,STANDALONE,Warner,Spring,$50-150m,limited, yes ,1-3,nz,FILM,B-List,dts,missing,14620,8767,3868,7950,-999,missing,19181,-999,13139
2022-02-21,documentary,,french,imax,reboot,paramount,summer,$10-50M,direct-to-dvd,NaN,0,CANADA,FILM, B-LIST ,Atmos,12494,17323,NaN,3794,18283,3006,14235,£17604,6302,12537
20/06/2021, documentary ,18,english,streaming,STANDALONE, disney ,summer,-999,direct-to-dvd,NA,1-3,Uk,film,newcomer,atmos,5576,15475,19454,1307,10300,9583,13544,£14630," 9,908",14772
"Jan 03, 2021", Documentary ,r,mandarin,streaming,franchise, disney ,SUMMER,$50-150M,STREAMING,yes,8+,us,IMAX 70MM,B-List,Dolby,1985,4857,NaN,£5616,missing,"19,837","11,936",£19318,6838,12317
2024-07-05,horror,G,french,3d,Standalone,PARAMOUNT,missing,$10-50M,Limited,yes,0,NZ, DIGITAL , a-list ,dolby,NaN,3560,NA,,missing,missing,"15,252"," 1,810","14,408",£13878
09/08/2024,Horror,18,hindi,3D,spin-off,disney,SPRING,$50-150m, Direct-To-Dvd ,no,1-3,australia,film,newcomer, DTS ,11606,3505,11928,15001,NA,17257,5938,16346,"13,257"," 6,291"
2021-08-12,Horror,15,mandarin,STREAMING,FRANCHISE,universal,autumn,,streaming,No,0,UK,film,b-list,NA,missing,17356,19294,£9332,4657,11628,£7730,13182,18840,£1891
05/08/2021,,-999,MANDARIN,streaming,franchise,-999,,$50-150m,direct-To-Dvd,no,0,Us,Digital,newcomer,dts,£3197,3208,,3357,9168,7253,-999,£10501,7114,-999
2022-06-10,Horror,R,-999,imax,STANDALONE, PARAMOUNT ,SPRING,,NA,no,1-3, australia ,digital,newcomer,dts,-999,13832,£12296,"16,199",15768,£4650,10779,1524," 2,958",NaN
08/02/2021, Drama ,NaN,english,IMAX,spin-off,Paramount,Spring,NA,direct-to-dvd,NaN,8+,Australia,IMAX 70MM,A-List,atmos,£17308," 3,307",£6020,4344,5852,14370,15415,"12,774",£7434,17495
15/11/2024,drama,18,Hindi,streaming,franchise,warner,winter,$10-50m,direct-To-Dvd,No,4-7,us,digital, A-LIST ,dts,£6579,392,11261,12359,10892,-999,17898,14441,17500,9402
2024-07-08,ANIMATION, pg ,Spanish,2D,SPIN-OFF,UNIVERSAL,Winter,$50-150m, streaming ,no,4-7,canada,NA,NA,dts,11593,12886,16167,12685,£19769,£14189,9702,NA,17865,6625
NA,action,g,Mandarin,3D,FRANCHISE,universal, autumn , $50-150m ,limited,-999,0,uk, imax_70mm ,A-LIST,dolby,19839,6945,15296,3447,19336,18209,£17042,15343,10661,£17736
NA,Documentary,15,Mandarin,2d,reboot,PARAMOUNT,Summer,$10-50m,cinema,yes,0,us,FILM,a-List,Atmos,£17045,13512,£19999,£13256,18297,16511," 1,068",£12500,"17,870",5607
"Mar 01, 2022", ANIMATION ,18,english,3d, Reboot ,NA,winter,>$150m,NaN,yes,0,Uk, digital ,a-list,atmos,6090,missing,15880,3287,£7809,,£2611,19153,7855,6360
"Feb 20, 2023",Drama,18,Hindi,3D,standalone,warner,summer,<$10m,Cinema,yes,8+,us,imax_70mm,a-List,Dts,5045,517,10896,£12424,NaN,2125,missing,missing,£18281,7464
NA,HORROR,G,HINDI,streaming,franchise,PARAMOUNT,spring,$50-150m,missing,no, 4-7 ,uk,imax_70mm,newcomer,dts,£8555,9760,929,missing,19633,7891,NaN,missing,611,£3050
2024-01-24,action,15,MANDARIN,2D,STANDALONE,warner,spring,$50-150m,Limited, yes ,8+,Canada,imax 70mm,NEWCOMER,,£15533,"10,769",17291,£16191,£8177,5186,15198,16781,NA,8907
01/12/2021,NaN,r,SPANISH,streaming,,WARNER,Summer,$10-50m,Direct-To-Dvd,yes,4-7,UK,Film,b-list,atmos,3010,13391,13322,17855,£15477,13495,14079,11729,"10,163",1955
2024-10-02,missing, r ,NA,2d,spin-off,disney,,NA,Direct-To-Dvd,missing,4-7,US,film,newcomer, dolby ,9506,,£19357,£12320,7700,9404,12932,£10201,16572,19722
2022-10-30,NaN, 18 ,spanish,2d,standalone,disney,Spring,$10-50m,Cinema,NA,4-7,uk,DIGITAL,a-list,dolby,3221,16674,15485,15533,£1197,NaN,£19554,missing,NaN,12322
2023-03-03,drama,12a,spanish,2d,spin-off,universal,NaN,>$150m,limited,yes,4-7,Canada,Film,b-list,DOLBY,£6506,NA,£16764,19608,£8346,16782,£17170," 6,271",13524,12007
2023-08-08,Horror, 15 ,french,streaming, spin-Off ,UNIVERSAL,Summer,$10-50m,limited,NO,1-3,us, film ,NA,atmos,5631,4569,10281,10149,4366,15040,"16,309",17290,7535,7990
2021-08-12,Documentary,Pg,MANDARIN,2d,reboot,DISNEY,,<$10m,streaming,yes,4-7,nz,digital,b-list,Atmos,16904,£2873,£17566,11491,18001,19155,2140,16428,£1830,
20/06/2022,Action,R,ENGLISH,3D,STANDALONE, DISNEY ,SPRING,$10-50m,limited,Yes,1-3,NaN,Imax 70mm,B-List,atmos,7598,15705,8229,£11361,10509,NA," 5,138",13343,£9563,NaN
2023-02-12,Horror,r,mandarin,3D,reboot,universal,spring,$50-150m,Streaming,no,1-3,Us,Digital,B-List,NA,£7853,£12749,1354,9851,19309,"13,625",9354,14415," 4,999",16780
2023-02-28,action,12a,English,2d,spin-off,NA,WINTER,>$150M,-999,NA,4-7,uk,Film,a-list,dolby,£13152,NA,16092,17154,11331,14445,16314,12679,missing,8021
13/12/2021,comedy,18,mandarin,streaming,spin-Off,paramount,winter,missing,Direct-To-Dvd,YES,1-3,Us,digital,newcomer,atmos,£4738,14417,10882,12115,15088,"19,338",10624,18685,£13450,
2021-05-07,drama, 18 , mandarin ,streaming,Reboot,DISNEY,summer,>$150M,limited,Yes,1-3,CANADA,imax 70mm,b-list,Atmos,10244,14710,14086,657,16867,NaN,£1683,7127," 2,062",13912
2022-01-31,NaN,G,mandarin,imax,standalone,disney,summer,NA,limited,yes,4-7,australia,film,Newcomer,," 7,914",8571,£19517,5649,£11289,6266,"15,661",6550,18024,19505
2022-11-03,horror,12a,-999,3d, standalone ,SONY,SPRING,>$150M,streaming,yes,0,UK,DIGITAL,Newcomer,Atmos," 5,019",£17608,missing,14839,13532,19928,16510,4633,"10,350"," 4,307"
2023-08-08,animation,g,NaN,,REBOOT,warner, autumn ,-999,cinema,no, 8+ ,Australia, film ,a-List,DOLBY,15234,4963,£1610," 7,244",£9325,11198,14081,2003,£16076,"10,854"
"Jun 02, 2024", Horror ,18,spanish,2D,NA,universal,missing,$10-50m,cinema,no,8+,canada,film,newcomer,dts,12954,9689,15127,NaN," 4,677",£11589,£15409,18607,£18746,3293
19/04/2022,ANIMATION,r,mandarin,3D,spin-Off,sony,autumn,NA,limited,yes,1-3,NA,DIGITAL,b-list,atmos,12268,6196,17474,4866,4343,9039,4128,missing,14417,12940
2024-04-14,horror, 18 ,English,imax,franchise,warner,Spring,$50-150m,CINEMA,no,0,Us,IMAX 70MM,newcomer,DOLBY," 2,501",£4350," 2,567",13723,2740,7373,17437," 9,638",£5031,£4766
"May 11, 2022",animation,r,Hindi,streaming,spin-Off,warner,spring, >$150m ,limited,no,0,Canada,imax_70mm,a-List,ATMOS,£10461,15787,£14891,19030,   790,7999,NA,17548,£18235,£14840
"Jul 15, 2021", HORROR ,NA,french,imax,franchise,warner,Winter,>$150M,limited,Yes,4-7,UK,-999,B-List,DOLBY,4062,£17022,-999,14617,12591,3164,5738,16022,"10,628",19460
20/07/2022, drama ,15,NaN,imax,standalone,WARNER,NaN,>$150m,cinema,No,4-7,Australia,Imax 70mm,newcomer,ATMOS,3930,NA,£15982,16061,9155,-999,10371,10003,NaN,8182
2024-02-02, Documentary ,15,spanish,2d,Standalone,UNIVERSAL,autumn,>$150m,streaming,Yes, 4-7 , CANADA ,IMAX 70MM, NEWCOMER ,dolby,"12,720",7711,NA,NaN,14055,1912,10586,"19,718",13881," 3,085"
,Drama,15,hindi, 2D ,reboot,warner,winter,$50-150m,cinema,Yes, 4-7 ,UK,Film,b-List,atmos,£16603,9431,9679,16212,17817,15003,," 5,150",,NA
"Jan 29, 2022",Comedy,15,MANDARIN,2d,standalone,PARAMOUNT,NA,>$150m,CINEMA,No,missing,Canada,Imax 70mm,newcomer,atmos,,"18,604","17,969","15,138",7449,19833,16329,11193,12352,"16,614"
2022-10-20,DOCUMENTARY,15,NaN,imax,missing,WARNER,spring,$50-150M,direct-to-dvd,yes, 0 ,Nz,NA,NEWCOMER,Atmos,876,12420,5242,13801,£15670,8961,15317,£4834,4994,7552
13/03/2024,action,G, FRENCH ,2d,reboot,warner,autumn,<$10m,streaming,yes,4-7,Canada,film,A-List, atmos ,£12275," 4,010",14216,£18243,14513,12246,10508,£3646,missing,5577
2024-11-25,horror,pg, MANDARIN ,STREAMING, standalone ,paramount, WINTER ,<$10m,direct-to-dvd,NO,-999,uk,FILM,missing,dts,14022,NA," 1,921",£2007,7349,£9663,£3629,2876,10081,4030
2024-02-18,horror,g,mandarin,streaming,franchise,warner,winter,>$150M,Cinema,missing,0,Uk,imax70mm,A-LIST,dolby,6796,6483,2591,11201,2176,14849,6140,"19,592",12348,780
02/01/2023,Drama,15,NA,3d,NaN,SONY,Summer,>$150m,streaming,Yes,1-3,canada,Film,newcomer, atmos ,10077,£7206,NaN,,2610,11597,£3998," 9,203",-999,13203
2023-09-09,HORROR,12a,mandarin,2d,NaN,SONY,-999,<$10M, direct-to-dvd ,YES,0,us,Digital,NEWCOMER,-999,£10649,16446,-999,NaN,11410,16729," 5,241",£12286,-999,
06/03/2023,animation,18,hindi,imax,Reboot,paramount,winter,<$10m,cinema,NA,1-3,US,-999,A-LIST,dts,2054,-999,£5391,9093,11283,"11,846",,£4750,4023,"14,206"
2021-09-25,comedy,missing,mandarin,imax,STANDALONE,universal,Autumn,$10-50m,LIMITED,NA,1-3,Uk,DIGITAL,newcomer,dts,NA,17117,9238,"13,399",2436,7097,3991,4544,,2127
NA,NaN,12a,spanish,imax,franchise,DISNEY,autumn,$50-150m,cinema,NaN,4-7,NaN,imax_70mm,B-List,dolby,£19107,£13708,"17,278",15094,16101,7559,17315,£18448,5513,14607
01/08/2021, ACTION ,R,HINDI,NA,standalone,Sony,WINTER,<$10m,CINEMA,yes,8+,NZ,missing,a-list,dolby,15528,"18,091",3305,£19264,18870,1095,£1693,18161,13787,15212
2021-06-17,ACTION,R,hindi,Imax,STANDALONE,Paramount,spring,$50-150M,direct-To-Dvd,no,1-3,NZ,imax_70mm,a-list,Dolby," 6,753",,17529,18700,18312,15843,1410,£19281," 7,868",19400
"Mar 20, 2024", Documentary ,12a,english,NaN,franchise,NaN,autumn,>$150m,streaming, yes ,1-3,Nz,imax 70mm,NA,Dts,8837,983,10808,3268,16324,3768,£2372,£794,12880,£1320
-999,comedy,Pg, french ,2d,reboot,universal,-999,>$150M,DIRECT-TO-DVD,yes,8+,nz,,b-List,dts,£9267,14869,,£9078,"11,216",£17610,4109,13936,12377,4427
missing,action, g ,english,streaming,Reboot,SONY,spring,NaN,Limited, no ,0,Uk,imax_70mm,newcomer,NaN,6091,17222,£4919,8440,15855,£16061,2631,4604,£12282,15823
31/05/2022,Horror,PG,english,,NaN,WARNER,Winter,, Cinema ,,8+,nz,film,missing,dts,4105,NaN,305,"10,656","13,126",15681,£5676,4341," 4,436",10572
05/03/2024,animation,15,french,streaming,SPIN-OFF,sony,SPRING,$10-50m,Cinema,no,4-7,australia,FILM,newcomer,atmos,1366,£7736,15365,10825,10789,-999,NaN,19168,2366,12545
