DATE,genre,format,language, mood ,decade, Label ,EXPLICIT, chartPosBand ,Instrument Focus,Live/Studio, GRAMMY WON ,remastered,PLAYLIST TYPE?,audienceAge,REGION POPULARITY,Streams M,salesK,LISTENERS K, peakPos , weeks charted ,Tour Gross £M,track_length_s,bpm,Key,energy%
"Oct 26, 2023",Pop,live,,chill,70s,indie,yes,UNCHARTED,drums,Live,4-7, yes ,sleep, adults ,LATAM,3960,18714,"10,937",8702,14130,1794,13649,17455," 7,607","17,374"
2024-07-05,classical,live,french,happy, 70s ,universal,-999,Top-100,guitar,studio,4-7,no,focus,Teens,us,£17876," 2,270","13,168",,£4880,£7048,13556,,," 4,918"
missing,pop,vinyl, german ,chill, 90s ,warner,no,top-40,synth,,0,yes,NA,adults,US,1304,5753,£5271,8064,2389,£17287,-999,7446,missing,7101
06/10/2023,-999, STREAMING ,korean,Angry, 2010S ,INDIE,yes,Top-40,drums,NA,1-3,NA,party,kids,NA,missing,£8859,3926,2850,£14689,13012,"10,125"," 4,731",635,424
2023-04-18,ROCK,CASSETTE,ENGLISH,Energetic,NA,sony,yes,top-10,STRINGS,live,4-7,NO,party,TEENS,US,19320,12236,1059,6756," 9,155",NA,£9581,1540,6669,£7175
NA,rock,NA,Spanish,ENERGETIC,2010s,Warner,yes,top-100,PIANO,live,1-3,NO,party,KIDS,eu,17525,17982,18632,13720,"13,830",16454,£2830,3048,£990,"10,047"
2023-09-18,jazz,live,Spanish,,90s,sony,No,top-100,Drums, studio ,1-3,no,workout,-999,missing,NA,3696,15657,"14,567",5485,13551,-999,"10,885",17033,15530
11/05/2023,jazz, Live ,spanish,chill,2020s, sony ,no,,guitar,studio, 0 ,YES,mood,adults,-999,£19735,£19893,18255,3542,344,£7918,12451,12898,£18038,17955
16/10/2023,Rock,Live,missing,chill, 2010s , warner ,yes,TOP-10,PIANO,STUDIO,4-7,no, MOOD ,ADULTS,NaN,NA,"16,198",£7044,-999,"16,425",11110,6340,"13,545",358,18781
,HIP-HOP,CD,english,-999,2020S, indie ,no,top-10,-999,Live,1-3,No,focus, Seniors ,Eu,"12,555","16,433",11883,£2495," 8,701",18324," 9,253",£17405,16892,-999
30/12/2022,Hip-Hop,live,,ANGRY,2020s,Indie,yes,uncharted,-999,Studio,4-7,yes,focus,Seniors,eu,17584,£2059,4469,"17,104",14671,4205,2247,14831,19636,£2012
"Jul 29, 2023",edm, LIVE ,Korean,Angry,2000s,NA,yes,UNCHARTED, DRUMS ,NaN,8+,NA,Mood,-999,latam,7259,-999,18869,missing,5832,NA,6000,8139,13208,4177
2023-10-30,Jazz,live,german, Angry , 80s , universal ,NO,top-40,piano,studio,missing,no,workout,ADULTS,Asia,-999,10940,£17794,11157,"19,364",19027,18732,"16,609",NA," 6,203"
,-999,vinyl,NaN,,2000s,indie,yes,TOP-10,piano, studio ,-999,no,focus, adults ,LATAM,£5051,15346,-999,16504,16915,14845,4724,NaN," 1,089",3218
"Sep 10, 2021",Edm,Cassette,english,sad,2020S,universal,Yes,uncharted,piano,missing,8+,yes,PARTY,,uk,£8437,17698,15316,   316," 2,541","12,522",£7270,£2351,10019,NA
NaN,classical,live,spanish,happy,2010s,universal,yes,UNCHARTED,Piano,studio,4-7,-999,party,seniors,latam,,missing,17761,2113,16998,£19403," 3,065",5405,19517,17428
2024-04-09,rock,streaming, korean ,happy,2000s,indie,YES,TOP-10,-999,Live,1-3,NA,workout, adults ,EU,£15473,7559,"13,771",£8249," 2,217"," 8,606",8051,2574,"15,086"," 1,174"
2024-04-27,-999,Live,french,missing,2010s,indie, no ,TOP-10,Synth,LIVE,8+,no,focus,ADULTS,US,missing,missing,1664,18668,1601,£2754,"11,230",missing,5004,14525
12/01/2023,rock,streaming,korean,Chill,80s,Sony,-999,Top-10,synth,studio, 1-3 ,No,party,seniors, UK ,"16,559",6102,10746,476,£8826,16138,9797,NaN,£12155,1185
2021-08-18,ROCK,Vinyl,ENGLISH,energetic,90s,NaN,missing,uncharted, drums , studio ,0,no,party,seniors,EU,19318,357,13108,13987," 8,123",3859,NaN,7320,   600,13813
"Mar 31, 2021", pop ,,German,Sad,2010S,indie,no,TOP-40, guitar ,Studio,8+,YES,focus,Adults,eu,2296,1088,£3267,missing," 7,713",£6395,"19,815",£6663," 2,191",4045
missing,rock,live,KOREAN,angry,2000s,sony,YES,uncharted,drums,Live,1-3,yes, MOOD ,teens,Uk,3111,17857,16448,"17,788",missing,NA,1687,5452,18304,£2139
17/12/2023,hip-Hop,,-999,SAD,2020s,Universal,yes,uncharted,piano,live,-999,no,WORKOUT,TEENS,uk,3592,11259,£5181,117,-999,£11001," 6,272",19864,£12001,7560
2021-12-11,POP,live,french,energetic,2020s,universal,no,top-100,missing,Live,0,no,mood,seniors,eu,"11,684"," 2,478",£5831,16508,-999,7150,missing,NA,5447,3401
"Oct 12, 2022",rock,CD,NaN,chill,90s,universal,no,top-40,piano,LIVE,1-3,NA,party,TEENS,ASIA,"13,958",7951,-999,3051,59,5237,12961," 2,974","12,775",4500
24/04/2024,edm,,english,ANGRY,80s,sony,NO,NaN, DRUMS ,live,NA,no,sleep,seniors,us,missing,13196,7531,13686,12796,8565,15047,"15,540",3976,NaN
15/07/2024,edm,Vinyl,spanish,happy,90s,universal,-999, TOP-40 , Synth ,LIVE,NA,NA,,teens,uk,,13063,"11,229",10736,7184,"13,253",8724,6396,5416,£4372
21/09/2021,edm,live,spanish,happy,NaN,sony,yes,TOP-10,piano,STUDIO,8+,yes,sleep,SENIORS,NaN,£2009,7439,18326,11378,£10580,£19683,7457,14235,19629,£896
2021-09-25,ROCK,vinyl,french,angry,80s,NA, no ,top-10,guitar,Studio, 4-7 ,no,sleep,SENIORS,,15241,19393," 2,936",NA,6541,,NaN,-999," 2,033",NaN
15/04/2022,NA,streaming,spanish,energetic,80s, Indie ,YES,TOP-10,synth,live, 8+ ,no,PARTY, Kids ,Eu,12678,£15592,£746,"10,010",18815,10304,12252,19453,19792,-999
13/01/2021,pop,Cd,French,energetic,2010s,sony,No,top-40,synth,STUDIO,4-7,no,sleep,adults,us,9597,£17699,NA,17021,NA,19262,"12,884",17444," 2,170",-999
2023-01-29,pop,Cd,spanish,happy,90s,sony,yes,top-100, drums ,live,4-7,no,,SENIORS,UK,£2752,"17,702",16955,,10797,16626,15085,3363,3683,1357
06/12/2022, HIP-HOP ,streaming,GERMAN,angry,2020s,universal,no,top-10,NA,,1-3,NaN,mood,Teens,ASIA,£11061,"10,204",1467,£8144,13639,8255,2247,13684,   956,£8827
NA,jazz,streaming,Korean,Chill,70s,indie,NO,Top-100,Drums,Studio,0,-999,focus,seniors,eu,7045,"18,963",13992,11279,"13,943"," 8,665",15331,£14854,2398,£15767
-999,Rock,cassette,english,chill,-999,UNIVERSAL,Yes,Uncharted,NaN,studio,1-3,yes,Mood,kids,Us,1046,12632,11830,16640,17,"16,647",7442,4871," 4,939"," 6,610"
2021-11-17,Jazz,vinyl,SPANISH, Chill ,80S,WARNER,Yes,UNCHARTED,synth,Live,4-7,no,Mood,seniors,NA,3431,9879,18792,£5862,13972,£3036,£19310,7724,"10,361",19845
"Mar 02, 2021",rock,Vinyl,spanish,CHILL,90s,indie,yes,TOP-40,SYNTH,studio,4-7,yes,sleep,Teens,asia,missing,14767,9966,6383,8374,£7250,12628,19240,18201,"14,238"
27/09/2024,NA,cassette,NA,sad,80S,universal,no,top-10,PIANO,, 0 ,Yes,focus,TEENS,eu," 6,350",,£12951," 9,515",1709,1890,19888,£10623,16184," 6,621"
2021-02-06,edm,live,KOREAN,missing,-999,sony,yes, TOP-100 ,missing,STUDIO,1-3,yes,mood,adults,eu,108,"16,286",NaN,8931,15690,13290,"15,223","16,273",NaN,£6779
"Jun 26, 2024",rock,live,spanish,Chill,2010s,sony,yes,top-10,PIANO,live,4-7,yes,FOCUS,teens,eu,£10522,£2945,£5760,"13,308",NaN,"17,604",£6754,£6861,13786,18759
13/12/2024,hip-Hop,NA,French,sad,2020s,missing,No,-999,strings,studio,8+,yes, FOCUS ,adults,eu,7981,2175,£13767,13876,10008,3651,1299,744,£8588,£19383
2021-10-10,jazz,cd,NA,Angry,70s,Indie,yes,top-100,NA,,1-3,no,,adults,Us,,7745,10194,12349,12853,423,16147,-999,5003,£6047
2023-06-16,edm,NA,Spanish,sad, 70s ,sony,yes,TOP-40,synth,missing,0,No,mood,Teens,ASIA,"17,075",9573,3039,2349,14585,594,14318,15137," 6,038",17757
"Apr 28, 2023",jazz,-999,Spanish,HAPPY,80s,sony, no ,uncharted,GUITAR,Studio,1-3,yes,workout,seniors,NaN," 6,829",10046,13834,12458,5233,-999,£13604,16669,2923,£18252
2024-12-01,hip-hop,streaming, english ,happy,2010s,indie,no,top-100,synth,,4-7,missing,MOOD,kids,Us,£3215,"10,380",£16216,£11982,"14,535",,3763,14983,14019,NaN
missing,edm,cassette,german, Energetic ,2020s,SONY,YES,TOP-100,drums,live,8+,yes,focus,adults,NA,£7852,9454,NA,19449,8459,"13,047",-999,12536,14301,NA
15/09/2024,pop,streaming,french,Happy,2020s,INDIE,NO,NA,Guitar,Live,4-7,No,sleep, kids ,UK,£1985,13362,3850,£7175,£13744,£17199,"17,400",£11900,5152,NaN
08/03/2024,CLASSICAL,-999,-999, happy , 70s ,Warner,yes,top-100,NaN,Studio,0,yes,Workout,Kids,uk,4632,7087,19194,9016,£6485,£10262," 5,351",1837,£19175,511
2021-05-30,POP,Cassette, german ,chill, 90s ,Indie,yes,top-10,piano,Live,0,yes,mood,NaN,us,£5202,NA,14559,14340,12343,4055,£11725,7704,-999,9904
10/08/2023,JAZZ,-999,English,chill,-999,indie,NO,Top-10,missing,NaN,1-3,NA,sleep,KIDS,Us,NA,10969," 2,409",10148,missing,-999,£10146,£9114,19674,£19819
25/11/2023,hip-Hop,cd,KOREAN,HAPPY,NA,Sony,NaN,top-10,SYNTH,live,,No,sleep, adults ,Uk,£9361,£13958,missing,14818,£14491,10490,13958,9001,15489,£9507
29/09/2021, pop , vinyl ,german,happy,80s,Warner,no, top-100 ,synth,studio,0,yes,PARTY,ADULTS,latam,£10667,12908,-999,9980,NA,15055,3392,missing,8881,5668
2023-07-30,classical,live,SPANISH,chill,80s,universal,yes,uncharted, Synth ,live,4-7, no ,-999,kids,Latam," 6,964",6664,£10064,16471,19830,missing," 3,959",934,," 2,693"
missing,jazz,CD,French,missing,2020s,Indie,no,Top-40,strings,Studio,,yes,NaN,adults,-999,1924,8199,£8138,6912,"18,400",15988,6832,11748,14242," 4,550"
2024-03-18,NA, cd ,spanish,happy,,indie,-999,Uncharted,strings,Studio,4-7,NO,WORKOUT,KIDS,US,3449,1627,11647,,13865,£17940,8069,14348,£7321,12120
2023-06-05,Classical,vinyl,French,Angry,90s,warner,yes,top-10,piano,live,1-3,yes, MOOD ,teens,uk,NA,18543,£10209,£139,£18156,1529,£5960,£18895,4821," 7,555"
2023-06-09,edm,Cd,spanish,Energetic,80S,universal,no,Top-100,SYNTH,Studio,4-7,yes,focus,kids,asia,NaN,"16,294",3853,15042,9563,£6056,16238,"10,583",£10175,£7888
2023-09-23,Jazz,,spanish,Happy,2000s,indie,yes,top-40,Drums, Live ,0,yes,focus,teens,asia,£10609,6263,11540,£11638,6196,£5198,"12,903",NA,4220,18421
2023-10-02,NaN,Live,missing,angry,NA,WARNER,,NA,DRUMS,Studio, 0 ,yes,Workout,TEENS,latam," 1,961",1333,1347,,14617,1168,19366,7315,missing,5384
26/05/2022,classical,cd,korean,angry,80s, Sony ,no,Top-10,,Live,1-3,yes,NaN,adults,us,"18,726",16831," 7,285",13853,"11,588",missing,12167,10880,   717,"16,017"
19/09/2021,,CASSETTE,korean,energetic,2000S,-999,Yes,uncharted,piano,Studio,4-7,yes,SLEEP,teens,eu," 8,304",£19065,"17,948",£5698,"17,785"," 2,620","14,079",NaN,11632,14168
2021-03-28,pop,Live,German,energetic,-999,sony,yes,uncharted,Drums,missing, 4-7 ,NO,focus, Kids ,uk,17610,14643,-999,NaN,5707,3062,2848," 1,637","11,956","13,348"
"Mar 21, 2024",ROCK,cd,German,NaN,80s,WARNER,missing,UNCHARTED,strings,live,4-7, no ,Sleep,adults, us ,17843,-999,11437,12797,5803,5446,   229,-999,10890,15260
NaN,Rock,NA,english, angry ,80s,INDIE,no,top-10,piano, Studio ,0,Yes,WORKOUT,NA,eu,9805,10424,16494,missing,11840,-999,5654,15203,16216,1190
15/11/2024,classical,cd,spanish,-999,2000s,UNIVERSAL,no,uncharted,synth,studio,0,no,,kids,Us,missing,£13795,5441,NA,£8521,6554,15836,19411,6271," 9,473"
02/05/2024,Jazz,Live,SPANISH, happy ,missing,sony,NO,Top-10,guitar,studio,1-3,NA,party,seniors,NaN,15636,NaN,£7860,NaN,13316,£13403,14103,-999,NaN,2730
2023-03-23,hip-Hop,Live,english,missing,2010s,UNIVERSAL,yes,top-100,synth,STUDIO,1-3,no,sleep,adults,NaN,11930,14428,"17,948","13,702",£2113,6023,3170,5277,2860,£5713
2024-04-10,,streaming,german,sad,90s,warner,No,,piano,studio,0,yes,mood,Seniors,EU,18811,9905,£9639,9014,1284,£14680,"11,770"," 3,653",£18570,17192
2021-03-09,NA,Live,korean, sad ,NA,universal,yes,top-40,missing,live,NaN,no,party,adults,uk,14643,"12,731",6567,13667,£2004,414,19135,   208,£8087,17552
24/07/2023,pop,VINYL,-999,energetic,70s,universal,no, top-40 ,strings,studio,1-3,-999,mood,teens,eu,10006,47,£17764,missing,13116,11757,-999,£7573,£15875,£8667
NaN,jazz,cd,spanish,CHILL,NaN, warner ,Yes,top-10,,Studio,0,no,PARTY,adults, us ,10283,15087,5892,9336,7078,1094,missing,"10,449",18391,19458
23/08/2024,Pop,cd,german,chill,90s,WARNER,NA,UNCHARTED,guitar,STUDIO, 4-7 ,NO,mood,NA,asia,1622,5573,10559,16570,16067,9219,17114,£9912,13254,-999
20/07/2023,pop,-999,spanish,Energetic,2020S,sony,yes,top-100,drums,Live,0, yes ,workout,SENIORS,asia,NaN,8818,£4627,18753,1409,,3592,-999,-999,NaN
"Jan 20, 2021",hip-Hop,Vinyl,korean,,80s,universal,no,top-40,Drums,live,8+,No,Mood,,Us,NaN,"12,789",9619,2764,2510,£18202,13090,3258,169,-999
2023-02-23,,NA,FRENCH,sad,2000s,Sony,-999,Top-40,strings,LIVE,1-3,,Workout,adults,,1150,,1253,£13021,16980,£15756,missing,NaN,17506,5328
"Mar 11, 2023",jazz,vinyl,korean,angry,,universal,yes,top-40,missing,LIVE, 1-3 ,Yes,FOCUS, kids ,LATAM,13316,7754,,£6558," 1,216",5253,,12590,18537,19534
29/03/2023,,live,english,Angry,70s,sony,No, UNCHARTED ,synth,STUDIO,0,no,focus,Teens,Uk,10164,£9508,17754,7833,£16480,   763,2093,15969,£10920,15585
2023-09-22, jazz ,Streaming,FRENCH,CHILL,70s, sony ,Yes,Top-100,guitar,studio,4-7,yes,,adults,us," 5,068"," 4,124",17627,5297,£8319,17576,19909,,10191,14123
29/11/2021,Edm,Cd, SPANISH ,angry,80s,Sony,,top-10,drums, live ,8+,no,Sleep,Kids,latam,870,£4954,2094," 1,533",£7380,1865,8571,£9500,-999,11191
29/02/2024,Rock,Live,French,,2020s,INDIE,no,top-40, Guitar ,studio,8+,No,Workout,KIDS,Us,missing,13217,NA,£11847,1786,£2211,15829,19166,"15,077",16311
29/01/2021, pop ,missing, spanish ,chill,80s,universal, yes ,top-40,strings,Live, 1-3 ,yes,workout,adults,uk,£1191,19872,8332,," 6,805",16644,14408,14817,17441,5570
2024-01-20,Hip-Hop,cassette,french,happy,2000s,Sony,yes,UNCHARTED,strings,live,-999,YES,workout,kids,Asia,8382,19056,216,£12307,8668,"11,225",9111,18667,£10696,686
07/10/2024,edm,LIVE,korean,happy, 80s ,universal,Yes,top-100,synth,studio,1-3,NO,mood,seniors,Us,£11369,9558,9287,£10323,4883,3787,4371,£18549,12090,13072
06/07/2021,classical,CD,,CHILL,90s, indie ,yes,TOP-40,Drums,live, 4-7 , No ,workout,SENIORS,latam,£16011,2850,8520,1494,£15431,13548,NA,15955,12061,8354
2023-10-16,pop,streaming,English,HAPPY,2020s,Warner,yes,uncharted,Piano,NA,0,yes,workout,kids,eu,1258,3347,6349,£4800,19625,18603,£11382,£17222,8203,NA
NA,hip-Hop,cassette,Korean,CHILL,90s,universal,NO,top-100,piano,live,1-3,yes,Workout,Kids,uk,2182,£2608,1242,6293,4798,4181,NA,missing," 3,438",13609
2021-11-17,Hip-Hop,streaming,NaN,angry,90S,,missing,top-10,piano,live,0,YES,mood,seniors,uk,£3791,5385,£11226,16492,12647,9573,£8258,NA,13597,"10,727"
14/06/2024,JAZZ,live,english,,70s,universal,NA,top-100,,studio,8+,yes,missing,NaN, latam ,-999,12553,£13839,11928,10446,NaN,17520,15159,missing,NA
22/01/2021,JAZZ,cassette,korean,SAD,70s,universal,YES,Uncharted,piano,NA,4-7, Yes ,missing,adults,us,£8602,11675,7707,£563,6348,"18,252",11325,12552,£19727,
NaN,Edm,vinyl,english,Chill,80s,-999,Yes,top-100,Strings,,4-7,no,sleep,teens, Eu ,10904,1585,"10,034",15786,9571,19864,4708,15307,10674,-999
05/02/2021,edm,Cassette, FRENCH ,HAPPY,2020S,indie,YES, top-100 ,Strings,live,0,Yes,sleep,teens,eu,£18051,£8624,9890,15703,1405," 1,729",13081,120," 1,316","12,032"
missing,rock,streaming,Spanish,happy,90s,universal,no,top-10,guitar,studio,0,missing,mood,adults,us,NaN,19232,13134," 7,066",59," 8,040",,,£1014," 4,647"
2022-04-13,jazz,cd,French,happy,80S,Universal,no,missing,synth,studio,4-7,no,workout,kids,eu,,11309,-999,"12,128",19063,£17434,19724,19712,£810,6493
2021-04-13,rock,cd,spanish,angry,90s,universal, no , TOP-40 ,Piano,live,4-7,NO,FOCUS,adults,us,"10,140",8847,   447,missing,£10644,3352,£18316,14323,12093,
"Nov 14, 2022",classical,cassette, korean ,energetic,2000s,universal,no,top-40,Synth,,4-7,missing,sleep,SENIORS,us,£16660,19804,15809,17918,£2058,"13,374",NA,930,"10,400",14775
20/05/2021,hip-Hop,vinyl,french,angry,2010s,NaN,yes,TOP-10,piano,Live,0,no,focus,Seniors,us,-999,6448,3570,12405,1643,"15,475",91,£7801,"14,178",2541
2023-01-15,EDM,Vinyl,ENGLISH,missing,-999,indie,no,uncharted,STRINGS,-999,8+, no ,mood,Adults,Uk,121,15192,14364,14406,3415,NA,7990,£14653,7035,£4497
"Jul 22, 2023",Jazz,Cassette,Korean,SAD,70s,UNIVERSAL,No,top-40,DRUMS,studio,4-7,NO,Mood,teens,latam,NA,£13107,"17,876",14754,17675,9850,16211,£1673,14211,4042
2022-10-08, Jazz ,live,english,angry,90s,, Yes ,top-40,guitar,Live,4-7,NO,SLEEP,KIDS,eu,994,3313,15093,   177,1989,6751,12792,missing,3188,5364
21/03/2024,hip-hop,cassette,french,angry,2010s,indie,no,TOP-40, strings ,live,8+,no,focus, Kids ,EU,11931,"16,005",4976,-999,£3103,16383,12761,£9330,18096,477
missing,rock,CASSETTE,FRENCH,Sad,2000s,SONY,no,uncharted,synth,studio,1-3,no,MOOD,Kids,Eu,,£1341,14038,8263,£6355,£14433,9832,"14,944",11949,9997
07/04/2023,classical,LIVE,English,energetic,2020s,sony,-999,top-40,synth,Live,1-3,yes,FOCUS,adults,asia,2222,£17655,-999,"11,641",997,957,8353,-999,5233,9656
06/04/2021,edm,streaming, german ,CHILL,NA, warner ,no,Top-40,DRUMS,live,0,NO,focus,Teens,us,£14007,16256,12192,£17916,13097,£364,6296,8192,13055,19212
2022-11-05,Pop,cassette,german,chill,2020s,Universal,missing,TOP-10,synth,live,0,yes,focus, seniors ,Asia,"10,164",12964,3465,    60," 9,841",10180,5453,-999,10857,NaN
"Aug 15, 2023",Classical,cd,English,angry,70s, indie ,NO,Uncharted, drums ,studio,1-3,Yes,PARTY,seniors,eu,7182,£19673,1709,£6271,1087,11371,11781,-999,1114,"12,329"
2023-11-07,jazz,STREAMING,English,angry,-999,SONY,yes,top-10,piano,live,8+,NO,PARTY, seniors ,asia,14863,14557,15500,16002,£2970," 6,980",5345,4440,NaN,
03/09/2021,classical,Cassette,French,NaN,90S,universal,yes,Top-40,Guitar,Live,NaN,NO,Sleep,adults,eu,11005,5796,11541," 8,760",,16199,18289,£1583,£17599,£10472
09/06/2024,edm,Cassette,,angry, 2000S ,UNIVERSAL,missing,UNCHARTED,STRINGS,studio,1-3,No,party,adults,LATAM,14958," 7,493","13,346",18239,11850," 8,892",£11593,missing,16330,18842
2023-04-23,rock,Live,English,happy,90s,warner,No,NaN,Strings,NaN,4-7,No,PARTY,TEENS,ASIA,18671,8247,16760,3391,8313,£13702,-999," 4,753",8962,2757
"Feb 12, 2024",hip-hop,vinyl,spanish,SAD, 2020s ,universal,Yes,Top-40,synth,live,8+,YES,mood,Kids,uk,1080,-999,£8895,8794,9056,missing,missing," 6,365",2829,2829
11/09/2022,Rock,cd,french,chill,90S, Sony ,yes,TOP-40,guitar,studio,0,no,sleep,Teens,us,2826,"16,344",8746,-999,£8024,19100,5964,£17554,480,£202
16/07/2023, POP ,LIVE,spanish,energetic,NaN,universal,NO,top-100,Guitar,STUDIO,missing,No,focus,teens,Asia,9369,"18,845",4828,2138,£11608,13563,NaN,19064,16687,missing
-999,jazz,vinyl,German,missing,2000s,Universal,yes,top-100,-999,LIVE,1-3,yes,SLEEP,Seniors,US,£8196," 9,324",19701,£1608,17181,5497,8089,14332,£18736,£17383
11/06/2021,CLASSICAL,cassette,missing,Happy,-999,Warner,NO,,PIANO,Live,1-3,no,workout,,latam,12441,£13350,399,19855,251,7816,2083,missing,7331,£16013
"Mar 13, 2022",CLASSICAL,streaming,SPANISH,energetic,2000S,SONY, No ,top-10,synth,-999,4-7,no,Focus, kids ,Eu,16133,11155,NA," 5,039",1956,£11192,£7400," 1,111",12192,11015
"Oct 15, 2021",edm,cassette,english,CHILL,70s,indie,Yes,top-40,strings,Studio,4-7,no,SLEEP,-999,Asia,"12,122",£502,NaN,16455,"12,922",10311," 4,115",£9594,6205,7080
"Apr 23, 2021",Edm,CASSETTE,korean,SAD,NA,Universal,no,top-100,guitar,Live,1-3,NO,mood,seniors,uk," 5,718","17,994",-999,NaN,8018,£19162,£12255,10347,£2326,5300
2024-02-02,jazz,Streaming,KOREAN,SAD,2000S,universal,YES,Top-40,guitar,live, 4-7 ,yes,mood, adults ,uk,18629,14277,13968,-999,"10,061",£2185,14804,12299,7096,£3649
NA,pop,vinyl,KOREAN,Chill, 90s , universal ,Yes,top-100,-999,STUDIO,4-7,yes,mood,seniors,EU,£3399,missing,1213,2945," 3,162","19,281",14833,£1636,£2915,£520
19/11/2023,jazz, vinyl ,spanish,HAPPY,90s,universal,yes, top-100 ,PIANO,STUDIO,0,yes,Focus,ADULTS,Eu,369,16551,"18,666",£2214,16547,2158,6199,6447,£949,£7866
2021-09-30,jazz,LIVE,SPANISH,missing,70S,INDIE,Yes,uncharted,strings,Studio, 1-3 , NO ,Sleep,Seniors,us,10677,4064,17360,11397,£2353,1988,2065," 2,689",£18094,£15492
16/03/2021,Pop,streaming,spanish, SAD ,2020s,universal,YES,top-100,drums,NaN,0,yes,Workout, kids ,-999,3643," 3,905",missing,NaN,18115,£11816,1981,"19,793",£7449,18801
2022-12-12,jazz,missing,-999,happy,90s,SONY,yes,top-40,synth, Studio , 4-7 ,-999,mood,adults,asia,4519,14021,2259,119,£10196,17655,£2307,8861,18464," 9,562"
"May 18, 2023",hip-hop,cassette,english,HAPPY,90s,sony,YES,Top-10,strings,live,8+,no,focus,missing,uk,1983,£942,14349,19623,13016,£9098,14999," 2,338",£19951,-999
27/10/2023,pop,CD,french,chill,2010s,-999,yes,,GUITAR,live,1-3,,MOOD, adults ,asia,£5875,-999,"14,956",NaN,3338,£17959,17952,,9101,-999
2022-02-21,POP,cd,german,angry,2000s,warner,no,TOP-10,Synth, live ,8+,Yes,PARTY,NA,eu," 3,856","14,625",14966,"10,874",NaN,£18368,19488," 7,194",405,-999
2023-09-02, jazz ,CASSETTE,french,chill,2020s,SONY,missing,top-10,synth,Studio,8+,yes,Sleep,seniors,asia,8771,2687," 4,692",missing," 4,556",NaN,£10219,441,18585,8834
2021-09-25,Rock,cd,KOREAN,NaN,70s,indie,no,UNCHARTED,guitar,live,NaN,no,WORKOUT,seniors, UK ,"10,130",6210,13037,"16,151","14,535",£10209,7383,NaN,4008,8339
05/04/2023,Hip-Hop,streaming, Spanish ,HAPPY,70S,INDIE,missing,top-40,drums,,,NO,focus,teens,us,16385,15152," 9,322",£19965,-999,9706,£5232,15135,2938,"13,290"
2024-11-29,ROCK, cassette ,german,sad,90s,universal, Yes , top-100 ,SYNTH, studio ,8+,no,workout,seniors,UK,£4715,-999,19022,8065,7477,"14,273",£19805,NA,,9284
2023-02-09,missing,cassette,KOREAN, SAD ,-999,sony,No,uncharted,Guitar,studio,1-3, YES ,SLEEP,kids,missing,£9348,NaN,9078,13999,12052,-999," 8,246",£16135,10623,8129
01/05/2022,NaN,cd,spanish,sad,2010s,sony,yes,top-10,synth,Live,4-7,no,mood,Kids,-999,17438,£13626,16514,9737,2206,14628,1923,£5069,4789,10272
-999,edm,cassette,SPANISH,happy,70s, sony ,Yes,NA,Synth,live,1-3,no,mood,adults,UK,9534,11995,2711,9518,15375,6599,£3886,16438,,£13195
23/09/2021,POP,Cassette,french,happy,2010s,UNIVERSAL,yes,top-40,DRUMS,LIVE,8+,missing,SLEEP,,LATAM,NaN,11948,6701,NA,12103,6513,NaN,17953,9121,5041
09/12/2024,, vinyl ,german,chill,2020s,universal,no,UNCHARTED,Piano,live,8+,yes,party,teens,us,1189,12075,10450,1370,9086,13632," 9,488",3333,"19,034",NaN
2021-08-11,Pop, Live ,korean,Chill,90s,WARNER,no,NaN,Synth,Studio,0,yes,NA,SENIORS,us,3227,9609,3930,£17325,   159,3364,11259,4096,-999,"16,467"
26/09/2023,classical,missing,korean,SAD,2010s,indie,no,uncharted,Piano,LIVE,0,YES,mood,teens,uk,"11,565",11831,"12,193",5408,18423,,NaN,3923,NaN,£14689
2024-07-13,rock, streaming ,spanish,Angry,90S, sony ,yes,top-40,piano,NA,0,yes,workout,teens,uk,£17709,2386,£13923,2508,£19738,£16512,12233,15445,8975,8262
11/04/2023,Hip-Hop,streaming,Korean,Angry,2010s,Warner,No, top-10 ,Drums,Live,-999,yes,workout,SENIORS,asia,16392,10246,9332,£6505,£2584,NA,2638,1466," 2,038",9553
2022-08-12, Edm ,Cassette,NaN,angry,80s,universal,NA,Top-10,synth,live,1-3,,mood,,eu,missing,3261,£5689,9873,£11961,"19,482",£3188," 3,234",£12047,£14523
2024-05-03,NaN,cassette, english ,ANGRY,70s,Universal,yes,top-100,strings, studio ,1-3,Yes,WORKOUT,kids,latam,12292,3251,126,4517,13635,"15,614"," 6,206",17057,14447,NaN
2022-10-17,rock,cd,french,energetic,2020s,sony,no, UNCHARTED , GUITAR , studio , 0 ,yes, Sleep ,kids,latam,NA,4889,6353,£15363,19063,827,£11500,18726," 5,250",£13546
2021-09-11,pop,streaming,german,CHILL,80s,warner,yes,TOP-40,Guitar,LIVE,missing,yes,party,Kids,US,missing," 1,284",missing,-999,"11,704",935,10388,12815,"13,136",NA
2023-12-25,Rock,Live,-999,sad,2010s,universal,No,Top-10,synth,Live,4-7,NO,party,KIDS,us,£2204,6452,£4121,£14202,7762,£4319,£10849,£16631,17777,5717
2024-08-27,classical,NaN,french,energetic,80s,SONY,no,uncharted,drums,live,4-7,NO,focus,Kids, us ,8871,£5760,9746,"14,461",10656,£12688,1456,,5129,£10619
