DATE,make,model/,fuel_type?,transmission,Body Style, colour ,Drive Train,Trim Level,reg state, Emission Std ,Segment?,ownership type,insuranceGroup,warranty_status,MARKET REGION, ENGINE CC , horsepowerBhp ,TORQUE NM,co₂G/Km,Range Km,0-60 MPH S,fuelTankL,Boot L?,KERB WEIGHT KG,list_price_£?
2023-10-20,ford,320i,ELECTRIC,NaN,coupe,white,AWD,NA,used,euro4,b-supermini,NaN,24,NA,mea,,£4110," 8,405",£11799,2635,£4404,2963,£15707,14409,17296
2023-09-01,Bmw,a4,diesel,automatic,suv,red,fwd,performance,,NA,,NaN,38,Extended,us,NaN,£5422,16840,-999,NaN,£13826,18763,18113,18712,NaN
NaN,honda,missing,diesel,dual-clutch,-999,GREY, 4WD ,missing,New,EURO 4,b-Supermini,-999,-999,in-warranty,uk,10992,18215,7295,-999,12248,,missing,5172,8454,11955
2022-04-27,ford,civic,Diesel,automatic,SALOON,Black,fwd,luxury,Used,euro4,b-supermini,hire,missing,extended,MEA,NaN,,"17,403",NA,17114,"17,299",15601,5395,2719," 5,429"
11/09/2021,bmw,focus,petrol,cvt,Saloon,Red,RWD,Premium,new,NA,E-EXEC,Private,46,extended,NaN,8504,   627,NA,3882,8190,19668," 1,338"," 5,046",£3684,3820
"Nov 08, 2024",FORD,Corolla,petrol,NaN,coupe,white,AWD,Sport,ex-lease,ULEZ,c-compact,Hire,33,In-Warranty,uk,"19,804",£2188,12797,9105,-999,10934,,NaN,£16660,6715
2022-03-07,bmw, CIVIC ,petrol,Manual,NaN,BLACK,Rwd,luxury,ex-lease,ULEZ,D-Mid-Size,DEMO,36,in-warranty, UK ,918,3381,19212,£12042,15386,NA,"19,941",7644,10760,3395
18/05/2024,Toyota,320i,diesel,Dual-Clutch,coupe,white,FWD,SPORT,new, euro4 ,D-MID-SIZE,private,46,in-Warranty,eu,6715,14951,6790,"19,732",18268,15828,"15,644",-999,15166,NaN
2023-06-25,Tesla,corolla,hydrogen,automatic,missing,GREY,Fwd,sport, used ,-999,b-supermini,demo,35,extended,US,missing,16470,9446,18437,£9818,£10432,6401,8268,£15908,missing
2023-10-11,Vw,corolla,,CVT,missing,grey,4wd,SPORT,New,euro_6, a-city ,demo,50,EXTENDED,eu,1265,15398,£16170," 8,583",8841,11749,13674,£5528," 1,344",£19261
24/11/2021,Bmw,COROLLA, petrol ,Manual,NA,GREY,fwd,performance,Ex-Lease,euro 6,NA,PRIVATE,49,OUT-OF-WARRANTY,US,13251,"13,467","16,851",£4634,missing,5299,1597,NaN,£11595,7371
2023-07-10,honda,CIVIC, ELECTRIC ,manual,SUV,silver,4wd,SPORT,ex-lease,Euro 6,C-COMPACT,Hire,5,out-of-warranty,-999,7143,NaN,932,270,£18578,2051,5740,NA,11713,231
2024-07-28,bmw,-999,Hybrid,automatic,coupe,RED,-999,premium,new,euro6,D-Mid-Size,demo,24,Extended,eu,"17,364",£11646,13240,£14974,"14,413",10278,£10618," 7,828",NA,missing
09/09/2021,AUDI,s60,Petrol,Cvt,suv,SILVER,NA,performance,used,Euro 5,E-EXEC,hire,6,extended,,10276,18648,6196,9566," 4,056",missing,15313,365,7824,8074
2024-12-19,bmw,civic,hydrogen,automatic,Saloon,red,4wd, performance ,new,euro 6,b-supermini,demo,43, in-warranty ,uk,10710,1002,1778,12808,£6093,£14630,11397," 3,138",,19144
22/11/2023,NaN, focus ,hybrid,AUTOMATIC,saloon, black , Fwd ,luxury,,Euro 6,a-city,-999,31,-999,apac,3282,,17629,8731,£12710,2926,NA,9493,11132,15372
23/03/2023,Audi,corolla,missing, Cvt ,missing,grey,FWD, PREMIUM ,ex-Lease,EURO 6,b-supermini,HIRE,16,Extended,US,6985,NA,NA,9783,17502,NA,18699,10152,8081,18466
03/02/2021,tesla,320I,hydrogen,dual-clutch,saloon,BLUE,AWD,luxury,-999,,C-Compact,fleet,23,,Eu,6720,4143,,£11673,13796," 9,212",£12315,1051,£11708,14640
28/03/2021, volvo ,Focus,Petrol,cvt,estate,silver,4wd, Base ,imported,NA,d-mid-size, demo ,42,in-Warranty,MEA,4063,6721,1761,£12343,14039,7512,"14,671","12,789",£2992,-999
2021-10-13,audi,golf,NaN,dual-clutch,Estate,BLUE,awd,PERFORMANCE,Used,EURO 5, d-mid-size ,HIRE,8,extended, uk ,2653,17361,"11,790",7336,11840,905,£17796,17820,,19645
2023-04-05,ford,Golf,,cvt,suv,red,FWD,SPORT,-999,euro 5,NA,Hire,32,extended,Uk,18471,£9157,1737,missing,"10,004",missing,10796,13469,625,£2391
12/03/2021,-999,s60, DIESEL ,automatic,suv,RED,Awd,missing,Used,euro6,b-Supermini,fleet,39,NA,Apac,"14,870",£8862,3402,13596,3638,"15,148",13577,NaN,8374,18076
17/06/2024, tesla ,civic,petrol, automatic ,coupe,BLACK,AWD,base,imported,NaN,a-city,hire, 2 ,OUT-OF-WARRANTY,eu,148,£3370,£14793,5505,,4194,,NaN,missing,£16285
2021-08-18,volvo,320I,petrol, cvt ,SALOON,BLACK,Rwd, Base ,new,euro6,E-EXEC,demo,16,out-Of-Warranty,Eu,£12892,"10,865",12280,NA,missing,19658,4355,£5941,11881,4330
16/02/2023,audi,golf,Hybrid,NaN,HATCHBACK,grey,Rwd,base,-999,EURO 6,-999,Demo, 43 ,in-warranty,NaN," 6,382","13,112",17235,15681,NA,6906,9608,2619,"14,568",NA
12/04/2021,Volvo,model 3,hybrid,DUAL-CLUTCH,saloon,black,4wd,premium,used,ULEZ,,FLEET,18,extended,uk," 3,474",14806,5831,"13,582"," 2,593",,14131,17689,13207,9938
08/08/2021,vw,Golf,Hybrid,NA,hatchback,black,awd,Performance, imported ,ulez,A-City,Private,37,IN-WARRANTY,mea,9851,"10,271",7130,14418,16856,£12977,15197,11615,6484," 8,994"
2021-07-08,VOLVO,focus,missing,cvt,Coupe,blue,missing,Luxury,EX-LEASE,Euro 6,E-Exec,hire,NaN,IN-WARRANTY,Eu,,NaN,11697,1758,£3515,5774,,£1424,£16160," 4,402"
23/09/2023,vw,Golf,Diesel,DUAL-CLUTCH,coupe,black,Awd,sport,USED,euro6,e-exec,Private,2,IN-WARRANTY,apac,18873,£3935,"10,645","19,497","11,105",18280,9127,£17925,-999,£8110
27/08/2023,Honda,Civic,electric,cvt,hatchback,white,fwd,LUXURY,Used,missing, A-City ,fleet,9,Out-Of-Warranty,uk,3424,11420,7616,18048,15168,"15,769",£5265,1267,£19848,£16987
29/12/2024,ford,civic,hybrid,Cvt,Coupe,BLUE,Awd,performance,imported,NA,d-mid-size,FLEET,47,-999,us,£15083,-999,£5034,7796,"12,116",9698,11063,4928,NaN,7701
-999,Vw,S60,PETROL,automatic, coupe ,white,4wd,-999,missing,EURO 6,a-city,DEMO,-999,EXTENDED,APAC,"15,618",1068,£1130,8519,12220,4075,9859,8489,7755,missing
2023-01-18,Volvo,golf,hydrogen,dual-Clutch,Hatchback,black,Rwd,Luxury,New,EURO 4,a-City,Demo,14, extended ,us,1217,"14,024",1099,14091,,12337,£16639,-999,NaN,£9395
2023-10-25,Bmw,S60,diesel,,coupe,blue,rwd, LUXURY ,Imported,Euro 5,-999,NA, 5 ,OUT-OF-WARRANTY,us,NaN,16009,9520,15595,£16601,12154,£18794,1478,6663,9972
30/12/2021,tesla,-999,HYBRID,manual,NA,blue,awd,performance,used, ulez ,b-supermini,DEMO,11,NA,NaN,NA,18442,2301,"12,307",15227," 3,220"," 1,469",14064,£7152,7029
"Aug 06, 2023",ford,golf,NaN,cvt,saloon,GREY,Rwd,base,Used,euro_5, d-Mid-Size ,Fleet,20,extended,NA,847,£17663,missing,891,7801,7262,1516,£8779,2525,10088
15/05/2023,ford,Golf,Petrol,MANUAL,-999,BLUE,awd,Performance,ex-Lease,euro_6,E-Exec,Private,29,extended,eu,"17,950",12962,£8943,1754,NA,8381,10082,,18662,2617
NA, vw ,missing,Hybrid,Cvt,coupe,blue,awd,Base,new,Euro 5,E-Exec,HIRE,30,OUT-OF-WARRANTY,mea,£627,"15,861",9394,£2409,£3520,13197,4784,£5964,10036,£18507
26/06/2022,tesla,corolla,hybrid,NaN,COUPE,black,AWD,PREMIUM,ex-Lease,euro 4,a-city,NA,45,EXTENDED,uk,,"18,069",£9908,19128,£19778,2472,2758," 3,305",£5514,17773
2024-06-12,tesla,Corolla,PETROL,cvt,suv,red,4wd,PREMIUM,Used,euro 4,b-Supermini,hire,29,in-Warranty,uk,13484,£18902,"17,154",16230,,NA,£17855,13555,9306,8830
2024-11-15,vw,S60,diesel,NaN,Suv,Red,Fwd, Sport , used ,euro_4,E-EXEC,FLEET,-999,in-warranty, uk ,,8614," 1,333",472,NaN,8689," 2,927",missing,12462,-999
11/02/2023,bmw,NaN,DIESEL,manual,Hatchback,blue,rwd,premium,ex-Lease,EURO 5,e-exec,Private,44,EXTENDED,eu," 4,489",missing,18181,missing,17453,10563,missing,NaN,£12283," 4,549"
07/02/2022,toyota,s60,petrol,cvt,Saloon,RED,awd,Luxury,-999,Euro 5,b-supermini,Fleet, 43 ,in-Warranty, eu ,4652," 1,502",7890,£16202,"19,517",19228," 8,348",£17967,9151,"13,117"
2024-09-29,honda,COROLLA,NA,automatic,NA, Blue ,fwd,SPORT,IMPORTED,euro_4,a-city,hire,8, IN-WARRANTY ,us,14354,"18,332",   325,NaN,16306,19770,17247,£17925," 5,043",missing
15/11/2021,bmw,,hybrid,NaN,-999,red,awd,, new ,euro 5,E-EXEC,missing,35,NaN,Us,NA,,13464,10944,"16,313",19168,£14717,"11,526",17882,missing
NaN,ford,320i,missing,-999,missing,Silver,rwd,Base,new, ulez ,d-Mid-Size,fleet,19,Extended,Uk,missing,£547,2136,894,10728,£6947,"13,769","14,164",1619,18611
"Jul 05, 2024",tesla,corolla,Petrol,dual-Clutch,Coupe,BLACK,4WD,PREMIUM,new,euro 5, D-MID-SIZE ,private,17,extended,us," 6,338",,£204,16270,1536,852,NaN,18604,-999,14096
2024-09-06,volvo,Focus,missing,,ESTATE,blue,4wd,LUXURY,Imported,Euro 4,e-exec,DEMO,42,Extended,EU,16973," 9,067",11519,4085,NaN,NA,"16,605",10197,NA," 1,857"
2021-12-14, bmw ,s60,PETROL,automatic,suv,grey,awd,PREMIUM,used,EURO 4,e-exec,fleet, 11 ,In-Warranty,Eu,5226,1471,15781,17686,13717,   443,5076,13965,,5295
"Dec 27, 2021",honda,s60,diesel,Automatic,coupe,black,awd,sport, Imported ,euro 5,NA,hire,13,out-of-warranty,missing,14936,1684,£15477,13081,£6804,£18232,7695,£7369,817,10747
30/03/2023,honda,golf,hybrid,Dual-Clutch,coupe,blue,missing,premium,IMPORTED,Euro 4,d-Mid-Size,private,2,in-warranty,UK,6010,13420,17099,£19165,£14354,£14854,NA,16915,14729,"10,159"
"Mar 17, 2021",audi,model3,diesel, automatic ,suv,red,awd,sport,ex-lease, ulez ,a-city,Demo,4,EXTENDED,Uk," 9,173",4501,12950,3317,£10777,£1610,11652,11774,17900,"12,932"
06/06/2021,tesla,Golf,-999,Dual-Clutch,SALOON,Silver,4wd,performance,NEW,euro6,E-EXEC,Hire,22,In-Warranty,us,16865,£2450,14558,2022," 8,628",8895,£9663,,12618,NaN
2021-04-23, honda ,,HYBRID,Manual,COUPE,RED,rwd, base ,New,Euro 4,B-SUPERMINI,DEMO, 27 ,Out-Of-Warranty,apac,7072,£9788,"16,353",8897,£1748,8825,3514,£14037,19706,£8364
31/08/2022,volvo,-999,hybrid,CVT,Suv,BLUE,4WD,Luxury, imported , euro 5 ,c-Compact,-999,49,OUT-OF-WARRANTY,mea,17146,10205,7335,£17579,,missing,13494,£1185,15915,£12432
"Jun 25, 2021",volvo,a4,electric,automatic, HATCHBACK ,red,rwd,-999,used,EURO 4,e-exec,fleet,28,OUT-OF-WARRANTY,EU,18223,1605,15512,19091,-999," 9,151",17160,19936,10862,19865
30/10/2021,volvo,focus,DIESEL,NA,COUPE,RED,4wd,sport,Imported,EURO 6,C-COMPACT,-999,NaN,Out-Of-Warranty,MEA,1317,14312,15157,,2970,,NA,3319,12668," 8,398"
2021-11-01,Bmw,a4,HYBRID, cvt ,hatchback,white,4wd,Premium,-999,EURO 6,a-city,DEMO,10,out-of-warranty,Us,NaN,£3357,"12,798",8056,7046,£2707,11944," 8,710","17,699",missing
-999,,320i,HYBRID,Manual,saloon,grey,RWD,luxury,New,euro4,e-exec,hire,34,in-warranty,APAC,6865,4542,16069,4516," 9,534",£15320,11766,6224,11450,missing
, tesla ,missing,hybrid,automatic,coupe,blue, Rwd ,-999, new ,Ulez,a-City,Demo,2,in-warranty,mea,7609,16273,£10540,8635,,£16261,"11,491",£14991,missing,17444
01/12/2024,audi,focus,hybrid,NaN,saloon,black,rwd,performance,new,euro6,C-Compact,missing,16,extended,us,7911,8154,19593," 2,679",,NaN,15770,15167,£6106,£11014
2021-08-17,,GOLF,hybrid,manual, hatchback ,Grey,FWD,,New,,e-exec,demo,37,extended,mea,13992,,£9323,8012,14111,10773,8251,6740,14618,£14121
NaN,bmw,model 3,electric,AUTOMATIC,NaN,red,fwd,luxury,USED,euro 5,D-MID-SIZE,hire,13,IN-WARRANTY,APAC,NaN,£3942,£18722,£9214,17142,£3689,16140,1405,8679,16540
2021-11-19,-999, corolla ,NaN,dual-Clutch, SUV ,red,4wd,luxury, NEW ,ULEZ,D-Mid-Size, private ,47,In-Warranty,Apac,£10842," 5,899",-999,"16,305",£5843,2780,NaN,£3247,14821,14464
"Apr 06, 2021",-999,a4,NaN,dual-Clutch,coupe,,4wd,base,new,Ulez, b-supermini ,fleet,47,extended,,5617,19197,-999,13747,-999,15721,3717,4912," 1,308",4750
2023-12-17,bmw,Civic,hydrogen,cvt,Saloon,blue,Awd,NA,-999,euro_5,A-City,hire, 37 ,missing,eu,8610," 9,461",NaN,3470,£9762,NaN,3569,16121,13324,
06/08/2024,ford,corolla,hybrid,dual-clutch, suv ,grey,FWD,Base,new,NaN,A-CITY,Fleet, 47 ,NaN,us,9181,17694,"10,191",8054,10744,459," 1,635",13674,19807,£5384
2023-02-22,Ford,civic,hydrogen, cvt ,saloon,red,awd,performance,used,EURO 6,D-Mid-Size,hire,9,in-Warranty,uk,13861,6037,822,£11757,£16062,10744,2375,3874,6170,NA
15/04/2021,VOLVO,FOCUS,Hydrogen, manual ,SALOON,white,missing,luxury,NEW, euro_5 ,d-mid-size,hire,1,,mea,12549,NaN,8873," 9,796",,11188,£15983,£4174,9973,8755
26/10/2024,toyota,320I,HYBRID,cvt,hatchback,blue,FWD,missing,missing,euro4,c-Compact,HIRE,46,in-warranty,MEA,18635,"11,969",9894,12628,   276,"16,876",9357," 3,663",18051," 8,463"
01/01/2021,Toyota,GOLF,diesel,Dual-Clutch,ESTATE,missing,4wd,performance,new,euro5,D-MID-SIZE,private,50,extended,apac," 6,187","15,615"," 7,978",£6509,19276,missing," 8,433",£9894,19558,6783
-999,vw,Model 3, Hybrid ,Automatic,Suv,NA,fwd, sport ,used,euro 6,A-CITY,fleet,35,In-Warranty,missing," 1,326",2732,NaN,18723,5197,6413,£15150,£12374,14201,6565
06/03/2022, vw , 320i ,Electric,DUAL-CLUTCH,hatchback,Red,4wd,sport,new,Euro 5,c-Compact,hire,11,Out-Of-Warranty,EU,£15573,"15,771",3971,£12834,13713,18120,£12748,£18755,19182,5572
22/08/2024,audi,a4,Hydrogen,automatic,-999,Blue,-999, performance ,ex-lease,euro 5,c-compact,private,3,in-Warranty,Apac,80,£19683,,10719,16950,6415,-999,"11,024",3569,320
2023-07-30,toyota,golf,petrol,automatic,coupe,grey,4wd,Performance,IMPORTED,euro 5,A-City,demo,12,in-Warranty, Uk ,18899,11082,12663,14975,£2300,11553,-999,,-999,13530
24/03/2023,Bmw,golf,hybrid,missing,Suv,BLACK,NA,sport,Imported,euro 4,c-compact,private,42, IN-WARRANTY ,MEA,5336,£5839,16572,11670,"11,107",3609,£5179,11806,11086,11611
2022-09-28,toyota, GOLF ,hybrid,,Suv,BLUE,missing,luxury,new,missing,d-Mid-Size,demo,37,Extended,UK,8262,7128,5967,"13,597",15188,,-999,NaN,620,NA
29/08/2024,AUDI,corolla,diesel,Cvt,,black,-999,luxury,imported,euro4,a-city,hire,28,Extended,eu,3010,£18750,11798,7686,12499,"12,814"," 6,917",10531,"19,416",2459
01/01/2024,honda,S60,diesel,Cvt,saloon,RED,RWD,base,Imported,NaN,B-Supermini,FLEET,25,out-of-warranty,,650,£16656,NaN,10199,-999,"14,004"," 3,905",£5321,£13511,missing
07/05/2022,HONDA,s60,hydrogen,manual,SALOON,black,rwd,LUXURY,USED,euro6,C-Compact,HIRE,28,OUT-OF-WARRANTY,NaN,11183,"18,486",3345,10366,6531,"10,527",-999,"15,274",£11896,19149
31/12/2021,ford,COROLLA,electric,CVT,-999,grey,4WD,Premium,imported,ulez,A-City,demo,8,, APAC ,2042,"16,117"," 5,122",11495,£2114," 4,451",NaN,512,11970,7470
2021-11-18, tesla ,Golf,diesel,automatic,NA,blue,AWD,missing,ex-Lease, Ulez ,b-Supermini,private,20,In-Warranty,US,-999,8191,19893,missing,12097,17985,19857,5623,18999,£8376
11/10/2024,missing,A4,Petrol,automatic,hatchback,blue,awd,LUXURY,used,Ulez,d-mid-size,private,48,missing, Uk ,£8209,12417,10055,£17808,15832,£11063,6366,17163,15662,missing
NA,honda,a4,hybrid,automatic,saloon,red,4wd,PREMIUM,NA,EURO 6,e-exec,demo, 48 , out-of-warranty ,MEA,17167,16325,14530,,£11489,13719,5034,5097,"11,897",17288
2022-08-25,volvo,a4,hydrogen,dual-clutch,hatchback,NA, rwd ,Luxury,new,ULEZ,c-Compact,fleet,7,extended,UK,£19893,3288,19005," 9,931",6426," 7,955",£2092," 3,253",£17954,NaN
2024-01-03,vw,COROLLA,HYBRID,automatic,estate,,rwd,sport,used,-999,NaN, private ,42,in-warranty,uk,8507,4532," 7,339"," 6,835",£15608,,£17703,£19079,8266,£931
2022-02-14,Toyota, corolla ,electric,cvt,estate,silver,Awd, Luxury , New ,Euro 4,b-supermini,demo,14,out-Of-Warranty,us,18979,£4797,13315,11342,12349,19163," 6,654",10959,16421,19146
05/09/2021,Audi,civic,Hybrid,cvt,SUV,Silver,fwd,-999,IMPORTED,EURO 5,C-COMPACT,Demo,35,out-of-warranty,apac,13051,254,   596,14997,"19,387"," 9,508",16124,£18025,"11,364",1429
24/06/2022,Tesla,corolla,DIESEL,NaN,hatchback,Silver,fwd,sport,used,Ulez,E-EXEC,demo,15,In-Warranty,mea,12818,18173,NA,19,8017,£1984,13998,NA,2664,16725
02/08/2023,honda,golf,diesel,MANUAL,hatchback,BLUE,Awd,LUXURY,Ex-Lease,EURO 5,D-Mid-Size,fleet,,out-of-warranty,uk,9009,NaN,8816,14813,£18155," 1,044",2363,£13364,1986,"18,053"
2023-01-28,ford,320i,diesel,manual,Estate,blue,fwd,performance,imported,missing,,fleet,44, extended ,EU,9070,8658,NA,12408,3887,missing,6249,7617,9701,3336
02/09/2021,bmw,S60,electric,manual,Hatchback,BLUE,fwd,performance,imported,ulez,D-Mid-Size,Fleet,4, in-warranty ,MEA,8386,9045,NA,12255,2003,£15805,608,   870,13633,10603
"Mar 20, 2024",VW,civic,Petrol,cvt,Estate,BLUE,Awd,premium,ex-lease,Euro 5,d-Mid-Size,hire,41,out-Of-Warranty,missing,6715,£3935,11311,666," 6,212",£16383,19742,NA,£9149,NaN
2022-11-13,TOYOTA,corolla, HYDROGEN , Manual ,saloon,Black,RWD,BASE,New,ULEZ,D-Mid-Size,private,NaN,in-warranty,eu," 4,241"," 2,070",8908,16219,6329,5913,15811,16625,12789,14592
2023-10-11,Tesla,model3,hybrid,dual-Clutch,missing,blue,awd,Performance,IMPORTED,ulez,d-mid-size,private,8,in-Warranty,us,14094,4424,18973,"14,168"," 5,794",8104,14225,16320,£18148,9450
2021-11-29, volvo ,s60,hybrid,manual,saloon,Grey,,,NEW,EURO 6, E-EXEC ,fleet,44, Extended ,Us,14280,15310,3128,16787,9010,"15,830",NA,"14,691","15,977"," 7,804"
2023-09-18,audi,model 3,petrol,automatic,COUPE,grey,4wd,luxury,, Euro 4 ,d-mid-size,private,6,EXTENDED,EU,3480,£7774,missing," 9,236",18125,7819,-999,NaN,19274,£7303
2024-12-17,bmw,Corolla,electric, manual ,estate,silver,rwd,Sport,EX-LEASE,euro 4,e-Exec,-999,-999,in-warranty,uk,16106,3512,12366,   513,£12443,2414,9317,4735,£9034," 1,887"
2023-07-03,-999,model 3,HYDROGEN,manual,estate,GREY,rwd,PERFORMANCE,new, EURO 6 ,C-COMPACT,hire,-999,In-Warranty,uk,12782,18123,9752,£4914,2272,£2711," 4,647",12446,17912,778
2024-10-30,honda,s60,Hybrid,missing,missing,grey,Rwd, base ,Ex-Lease,euro4,E-Exec,DEMO,40,out-of-warranty,EU,-999,14182,"10,511",9893," 5,639",£2701,6662,12159,6169,6742
08/03/2024, TESLA ,,Diesel,AUTOMATIC,estate,NA,Fwd,Performance,new,euro_4,B-Supermini,Fleet,40,missing,mea,13653,134,15216,16525," 5,032",4592,£10935,"13,091",£15962,16299
21/04/2022,audi,s60,NaN,cvt,coupe,-999,rwd,base,new,EURO 4,A-City,fleet, 35 ,OUT-OF-WARRANTY,mea,NA,£18155,17874,£4396,11318,15073,NA,7691,11322,£3064
missing,volvo,golf,petrol,NaN,COUPE, grey ,4wd,PERFORMANCE,new,EURO 5,c-compact,Hire,34,Extended,APAC,10494," 1,992",12555,18735,"18,009",9901,19097,,NaN,"16,377"
missing,Bmw,Corolla,hydrogen,AUTOMATIC,Estate,black,awd,premium,used,Euro 6,A-CITY,Fleet,-999,-999, mea ,10793,12924,19674,£15563,9297,"13,194",6937,"17,039","16,920",15854
26/05/2023,tesla,corolla,Diesel,cvt,Suv,grey,4wd,,imported,ulez,c-Compact,Private,31,extended,mea,1675,"18,270",16856,£7587,NA,6636,"13,662",7150,6085," 2,190"
27/01/2021,tesla,GOLF,Diesel,dual-clutch,missing,silver,awd,LUXURY,USED,euro_6,missing,fleet,28,Out-Of-Warranty,Mea,6287,17167,2632,-999,16562,2470,10161,534,18859,"12,460"
2021-11-06,audi,320i,electric,CVT,Suv,Red,rwd,Luxury,Ex-Lease,Euro 5,C-COMPACT,HIRE,40,out-of-warranty,Mea,17768,£14161,471,8500,12285,£12806,4301,867,6685,"11,095"
2021-07-07,toyota,model_3,electric,dual-clutch,estate,,fwd,luxury,New,EURO 6,-999,demo,12,Out-Of-Warranty,UK,7770,18723,5847,12919,11647,8597,16835," 2,128",19388,missing
2023-03-23,BMW, A4 ,petrol,automatic,suv,grey,4wd,sport,Used,EURO 5,c-compact,fleet,42,NaN,uk,£11962,3911,£5061,NaN,13407,£949,2185,£15178,1743,10722
16/03/2023,vw, 320I ,DIESEL,DUAL-CLUTCH,coupe,red,4wd, premium ,imported,ulez,a-City,hire,19,In-Warranty, eu ,13724,,13380,£2064,9760," 6,882",£11710,14212,4707,   773
04/11/2023,HONDA,320I, Electric ,cvt,saloon,White,AWD,luxury,Used,euro 6,c-compact,Fleet,39,in-warranty,Apac,£12716,"16,245",-999,2256,12873,6917,16546,£11470,£14805,£3316
2024-02-04,bmw,FOCUS,NaN,MANUAL,coupe,silver,Rwd,Base,Used,euro 5,b-Supermini,HIRE,24,out-of-warranty,APAC,7078,£5096,-999,-999,3263,4827,,"15,967",£1611,£9657
2024-04-01,AUDI,S60,diesel,Manual,suv,black,fwd, Performance ,-999,Ulez,b-supermini,,45,EXTENDED, us ,missing,10575,NaN,-999,7630,"17,448",£8071,1280,15782,6963
"Feb 09, 2022",audi,Model 3,Petrol,Manual,COUPE,BLACK, 4wd ,performance,ex-Lease,EURO 5,a-city,Hire,20,OUT-OF-WARRANTY,mea,-999,12960,19809,£4208,5488,8,4535,13510,"16,616",£13038
"Mar 09, 2024",Bmw,NaN,hydrogen,Dual-Clutch,-999,grey,rwd,Base,ex-lease,Euro 4,a-city,private,7,out-Of-Warranty,eu,£4565,£3939,7442,£540,18906,5825,7823,£12106," 8,167",NA
02/08/2021,tesla,focus, Petrol ,dual-Clutch,coupe,grey,fwd,Performance,Used,ulez,NaN,hire,41,NA,NaN,"10,044",-999,5090,£272,16697,£16092,14121,-999,£15786,£867
2022-06-09, VW , corolla ,Hybrid,Cvt,Coupe,Grey,Rwd,NaN,IMPORTED,ulez,E-EXEC, private ,25,extended,apac,14262,"14,808",missing,£15233,17838,£7838,"11,718",17021,NA,7374
04/09/2024,,FOCUS,hydrogen,Dual-Clutch,saloon,NA,rwd,,imported,EURO 6,D-MID-SIZE,fleet,25,missing,Uk,14358,£5362,missing,12159,13442,NaN,18230,10201,4285,17159
10/08/2022,honda,MODEL 3,PETROL,Cvt,saloon,grey,fwd, Performance ,NEW,euro_4,d-mid-size,HIRE,37,extended,Us,15680,6357,"10,833",NA,missing,1147,£12732,11217,£9813,16753
27/04/2023,Bmw,Focus,missing,cvt, ESTATE ,red,awd,PREMIUM,IMPORTED,Ulez,a-city,fleet,40,In-Warranty, mea ,15256,16857,6898,   409," 8,384",18535," 7,976",£13232,"18,760",19525
25/01/2024,TOYOTA,civic,Hydrogen,CVT,hatchback,silver,4wd, premium ,new,EURO 4,e-Exec,,42,Out-Of-Warranty, MEA ,8298,4763,13349,18454,1341,12683,4454,,10946,£15839
28/09/2022, vw ,a4,electric,Manual, estate ,Red,fwd,luxury,Ex-Lease,euro_4,c-compact,HIRE,26,in-warranty,Eu,19344,8601,15184," 3,644",13468,17342,12661,4987,"19,299",£10232
"Dec 17, 2021",vw,s60,petrol, Automatic ,suv,White,4wd,premium,ex-Lease,ulez, c-Compact ,hire,16,in-Warranty,MEA,NaN,348,8144,18204,9884,"14,552",£18103," 1,524",£8827,18495
"May 25, 2021",Audi,civic,petrol,cvt,ESTATE,SILVER,4wd, LUXURY ,used,missing, E-Exec ,private, 10 ,extended,mea,NA,"17,913",£4116,3045,missing,1946,7675,£18521," 4,698",18042
"May 07, 2024",Toyota,Corolla,petrol, Manual ,saloon,red,4wd,Performance,Used,Euro 4,D-Mid-Size,Private,32,extended,Apac,£8211,14950,£557,1744,-999,12216,4642," 8,953",missing,1912
2023-10-26,Audi,golf,diesel,Automatic, coupe ,red,4wd,-999,imported,Euro 4,E-Exec,demo,47,Extended, us ,"13,866",£9906,-999," 1,248",missing,16744,3421,£12993,NA,8703
"Jun 10, 2023",,model3,,automatic,hatchback,NA, fwd ,sport,NEW,Euro 4,-999,hire,50,Out-Of-Warranty, Us ,NaN,£11591,"12,757",£4487,13112,£18209,16875,,£15403,£6153
"Dec 25, 2024",vw,a4,Petrol,dual-clutch,COUPE,RED,rwd,,-999,euro5,b-Supermini,demo,9,OUT-OF-WARRANTY,apac,5341,£284,16983,18070,17941,16243," 2,836",,£1918," 3,176"
14/12/2023,Volvo,model_3,hybrid,dual-Clutch,hatchback,silver,NaN,base, USED ,euro_4,d-Mid-Size, PRIVATE ,40,IN-WARRANTY,us,9264,," 4,529",£6718,9974,NA,missing,2708," 1,731",£11384
2021-01-28,Honda,a4,Hybrid,CVT,estate,silver,Fwd,performance,Ex-Lease,euro 4,a-city,DEMO,2,EXTENDED, MEA ,8266,2492,,11011,1485,16686,-999,15631,"15,539",£12303
2022-06-16,ford,320I,hydrogen,manual,NaN,missing,Fwd,sport,,euro6,B-Supermini,Private,4,OUT-OF-WARRANTY,uk,£3898,£8470,3416,2144,5338,£1477,£9875,1277,13715,
29/06/2022,volvo,CIVIC,PETROL,cvt,SUV,White,4wd, SPORT ,imported,euro 6,E-EXEC,fleet,37,extended,uk,£11750,16087," 6,301",£9615," 3,246",2365,£12288,15768,"11,762"," 6,615"
