DATE, transport mode , purpose , Class ,TICKET TYPE,bookingChannel,airline/Carrier,loyaltyTier, seat_preference ,accom_type,continent,Visa Required,Season,travel insurance,currency,Duration Band,distance_km,co₂_kg, trip cost £ ,DAYS AWAY, stops ,Layover H,bags,Delay Min,travel_speed_km/h,LOYALTY POINTS
17/04/2021,Train,-999,business,one-way,online,lufthansa,Gold,window, hostel ,asia,NaN,SHOULDER, basic ,AUD,1-2W,£13331," 8,553",,£17793,367,18108,17635,10910,6759,£15722
2021-04-30,car, relocation ,business,OPEN,agent,BA, BRONZE ,MIDDLE,airbnb,Europe,Yes,LOW,Comprehensive, Eur ,1-2w,245,12569,£16949,16983,NaN,7232,,NaN,14591,8567
-999,,event,Business,ONE-WAY,ONLINE, Easyjet ,platinum, window ,hostel,africa,no,LOW,BASIC,AUD,3-7d,8308,12665,9263,6304,NA,18464,19917,-999,NA,4379
24/05/2024,NaN,Holiday,premium,one-Way,online,easyjet,Silver,bulkhead,Hostel,africa,YES,low,comprehensive,usd,<3D,19590,NaN,missing,,4125,"19,991",missing,£3360,£18075,9570
29/11/2024,BIKE,holiday,first,return, online , Lufthansa ,Bronze,aisle,resort,Asia,no,high,basic,JPY,missing,"11,743",10281,7105,missing,6915,6649,12916,17747,11462,8635
"Sep 03, 2022",train,EVENT,Economy,NaN,online,BA,gold,middle,resort,n.America,no,,basic,GBP, 3-7d ,2669,£16727,£19593,8484,1076,8148,2336,5237,14751,7759
"Jan 06, 2024",car,holiday,NA,NaN,app,lufthansa,platinum,Middle,hostel,africa,Yes,low,none,AUD,3-7d,missing,NaN,£18268,NaN,£1152,"18,292",£708,"11,347",15564," 8,976"
13/07/2021,BIKE,event,first,one-Way,agent,lufthansa,, window ,COUCHSURF,oceania,yes,Shoulder,basic, Eur ,3-7d,NA,,"16,375",£13302,24,missing,5997,2432,"10,054",3051
"Aug 17, 2021",train,study,premium,one-way, agent ,qatar,silver,missing,missing,S. AMERICA,yes,High,comprehensive, Aud ,-999,16396,-999,£14536,£12372,£16714,-999," 3,058",,964,NaN
"Sep 08, 2021",car,NA,first,RETURN,online,qatar,Platinum,aisle,COUCHSURF,s.America,no,shoulder,None,gbp,1-2w,12409,10875,£10837,£1120,£5058,"16,981",5336,9131,£2927,6338
2023-09-20,NaN, backpacking ,premium,One-Way,online,qatar,NA,Bulkhead,hostel,S. AMERICA,no,Shoulder,none,Usd,<3d,£13643,5765,NaN,2036,2572,3896,15823,missing,£1131,"13,158"
29/11/2022,train,RELOCATION,economy, Open ,agent,missing,platinum,Middle,resort,-999,NA,high,none,GBP,2-4w,10121,£11872,NaN,10620,19254,   257,4413,2477,14588,13406
03/09/2023, boat ,BUSINESS,NA,Open,Walk-In,EMIRATES,bronze,window,Hotel,asia,YES,-999,comprehensive,missing,>1M,4755,5567,2005,16040,8709,10624,missing,5464,16307,2253
2021-04-14,car,study, economy ,,, Lufthansa , Gold ,BULKHEAD,NA,europe,yes,low,basic,Jpy,1-2w,,missing,13206," 5,925",£14066,,11858,14433,-999,"12,811"
2024-05-31,train,event,economy,open,walk-In,BA,Platinum,Window,couchsurf,oceania,yes,low,None,eur,NA,19116,£8094,7214,£7734,18990,"16,360",13202,14565,NaN,NaN
10/12/2024,Bike,NaN,Business,return, Agent ,emirates,silver,,hotel,n. america,yes,NA,NONE,Jpy,1-2w,17422,13328,17576,"16,027",18496," 3,754",11007,£7847,10072,
"Aug 07, 2023",bike,backpacking,premium,open,walk-in,emirates,platinum,window,COUCHSURF, S. America ,yes,LOW,none,EUR,>1m,£10284,£428,NaN,£13286,,£4062,14582,9026,16578,9599
2024-06-24,BUS,Study,premium,One-Way,app,EASYJET,gold,bulkhead,resort,asia,YES,Low, none ,Aud,1-2w,£8236,NaN,1971,"15,843",16135,16657,£107,"16,202"," 4,668",
24/10/2022,bus,BACKPACKING,first,one-way,APP,lufthansa,gold,Window,hostel,oceania,YES,LOW, none ,jpy,>1m,14269,267,4147,18513,4639,"12,403",NA,16815,11562,1933
"Dec 17, 2024",Bus,business, BUSINESS ,Open,App,emirates,bronze,Bulkhead,hostel,africa,yes,high,basic,usd,3-7d," 3,776","11,191",6955,16991,8018," 8,835",2327,1410,    94,missing
25/12/2023,boat,RELOCATION,BUSINESS,one-Way,AGENT,BA, silver ,WINDOW, Couchsurf ,S. America,YES,low,none,Usd,3-7d,NA,16410,10482,£13152,£1299,9637,5742,9304,18742,180
2023-12-19,Boat,holiday,ECONOMY,one-Way, agent ,QATAR,missing,WINDOW,Airbnb,n._america,yes,High,basic,Usd,3-7d,18737,4085,"13,112",£17226," 3,115",16897," 6,285",5257,"16,671",£2332
16/09/2021,train,missing,BUSINESS,Open,NaN,ba,Platinum,window,NaN,Oceania,No,high,NA,Aud,<3d," 6,309",NaN,"18,288",7347,16111,"12,094",11364,17845,NaN,18475
"May 04, 2021",car,BUSINESS,First,open,agent,qatar,missing,middle,hotel,europe,Yes,low,basic,gbp,2-4w,6940,"19,008",18565,16264,6822,"10,119",£12349,11422,8271,680
"Sep 07, 2024",CAR,event,Economy,open,AGENT,LUFTHANSA,platinum,window,hotel,oceania,YES,Shoulder,comprehensive,jpy,1-2w,12830,NA,10795,15688,£13987,10769," 6,814",13428,4860,£12354
NA,BIKE,Relocation,economy,return,app,Easyjet,bronze,aisle,Resort, Asia ,yes,SHOULDER,NONE,NaN,3-7d,213,£12394,4699,13623,,3077,,3336,19990,£7748
05/09/2024,boat,-999,first,RETURN,ONLINE,emirates,Platinum,NA,RESORT,Asia,no,NA,none,Jpy,3-7d,   563,NaN,£14710,14319,13487,missing,6324,2344,£4408,2689
2022-07-19,Bike,Business, first ,,walk-in,qatar,Gold, bulkhead ,couchsurf,europe,NaN,low,Basic,Jpy,3-7d,NA,NaN,15273,£5085,NA,6486,11126,18118,missing,2630
2021-05-28,bike,holiday,premium,NA,agent,easyjet,bronze,middle,hotel,AFRICA,missing,shoulder,-999,usd,>1m,1374,15162,£6264,missing,"19,475",NA,17009,£7963,9598,NaN
12/09/2021,bus,-999,first,open,NaN,BA,Bronze,BULKHEAD,couchsurf,africa,no,HIGH,NONE,Jpy,3-7d,3330,£4857,£6051," 5,216",13596,£6735,14411,£7905,7652,14292
NA,plane,BUSINESS, BUSINESS ,one-Way,Walk-In,Qatar,silver,Aisle,airbnb,ASIA,yes,NA,Comprehensive,jpy,<3d,£16848," 5,851","15,422",8884,£12176,£19698,£6858,£10713,£17477,£1220
2023-04-04, bus ,relocation,First,return,Agent,lufthansa,Silver,NA,hostel,asia,yes,shoulder,basic,Jpy,>1m,6211,13908,5971,2828,15313,£2197,NaN,10941,16768,£19742
30/01/2024,-999,STUDY,first,one-Way,app,emirates,Gold,NA,hostel,Oceania,YES,high,COMPREHENSIVE,aud,1-2w,"10,693",5479,£5146," 5,056",NA,,-999,£421,5176,£225
2022-06-23,train,relocation,NaN,return,app,lufthansa, gold ,bulkhead,Resort,s.America,No,shoulder,none,aud,>1m,"14,421","10,105",NA,NA,-999," 2,632",£14045,12461,6062,£16189
2023-07-04,car,study,business,one-Way,walk-In,lufthansa,gold,,hotel,ASIA,No,low,none,jpy,<3d,1992,950,18101,10324,NA,3403,5396,2816,2166,19711
20/05/2021,-999,holiday,first,return,agent,ba,bronze,bulkhead,COUCHSURF,s. america,yes,Low,Basic,missing,3-7d,£2976,6388,6147,8279,,8048,£11231,£16608,-999,6577
2022-11-07, bike ,business,Economy,open,app,lufthansa,Platinum,BULKHEAD,Airbnb,asia,yes,high,none, EUR ,3-7D,1441,"12,036",14866,-999,£10702,£1299,19229,3396,-999,£18262
2022-04-22,train,NaN,PREMIUM,OPEN,online,-999,gold,aisle,hostel,Asia,No,high,comprehensive,jpy,2-4w,NA,18813,5799,8049,£12040,£10351,11083,6520," 4,211",8994
2022-10-31,TRAIN,business,business,one-way,ONLINE,easyjet,silver,NaN,Hostel,asia,no,shoulder,basic,-999,3-7d,18408,5894,12742,missing,16375,£3285,-999,1493,£2900,"15,869"
2021-01-29,bike,missing,ECONOMY,open,Online,easyjet,Platinum,AISLE,hostel,Oceania,no,high,None,jpy,1-2w,3888,"16,563",18214,"11,005"," 5,465",8966,"18,801",£18189,1586,£17826
13/06/2021,car,business, ECONOMY ,one-way,NA,easyjet, bronze ,window,AIRBNB,europe, yes ,Shoulder,BASIC,USD,>1M,14444,NaN,£16228,12494,4208,7885,£14027,£12686,3282,£1717
02/09/2024,bike,Holiday,BUSINESS,one-Way,app, ba ,platinum,aisle,airbnb,S. America,-999,HIGH, comprehensive ,aud,2-4w,14395,"11,785"," 4,000",NaN,-999," 2,368",18058," 6,019"," 1,928",2125
2022-11-04,plane,event,business,return,Agent,EASYJET,Bronze,middle, couchsurf ,asia,yes,NA,NA, jpy ,>1m,1005,1610,12211,NA,16606,365,9298,13407,NA,£14476
29/12/2023,Bike,Business,first,One-Way,agent,LUFTHANSA,silver,middle,couchsurf,africa,no,Low,basic,eur,>1M,missing,£5716,"19,889",£210,£16216,NA,£10024,,2496,9501
2021-04-24,,holiday,economy,One-Way,app, Easyjet ,bronze,WINDOW,Airbnb,OCEANIA,,,none, eur ,3-7d,6852,missing,missing,-999,-999,19492,£4679,10317,£17403,NA
27/12/2022,car,,business,One-Way,NaN,LUFTHANSA,platinum,middle,hostel,,no,high, comprehensive ,Usd,2-4w,"10,643",3561,13384,£10637,"10,374",10659,£17673,1140,£14050,£8932
19/11/2022,car,backpacking,ECONOMY,return,WALK-IN,Lufthansa,platinum,NaN,couchsurf,S. AMERICA,yes,high,Basic,Eur, >1m ,15185,15591,"10,476",19743,"18,462",,NA,£1923,17158,-999
06/11/2024,plane,study,business,RETURN,WALK-IN,easyjet,,window,resort,S. America,yes,-999,none,aud,1-2w,11372,10923,7564,178,12443,NaN,3345,6788,£1715,missing
2021-08-13,car,holiday,economy,Return,walk-in,qatar,-999,aisle,NA,oceania,NA,missing,Comprehensive,usd,>1M,13530,11333,£2591,17943,18804,"17,348",18952,£1885,12966,9447
2023-02-12,bus,relocation,first,one-way,online,lufthansa,SILVER,middle,couchsurf,Africa,no, high ,none,eur,>1M,7560,"14,168",3487,4926,£6082,11290,7863,"17,204",4467,£9690
"Jan 29, 2023",NaN,EVENT,economy,open,agent,ba,gold,aisle,hotel,EUROPE,Yes, high ,basic,GBP,1-2w," 3,959",£9903,"18,883",11020,£8363,£10595,10129,£10392,14863,472
"Jul 18, 2021",missing,HOLIDAY,FIRST,RETURN,NA,LUFTHANSA,-999,BULKHEAD,hostel,oceania,,missing,basic,gbp,2-4w,,3193,16801,NaN,14465," 5,666",19450,2016,£7075,"15,118"
missing,bus,Backpacking,First,OPEN,walk-In,,Gold,missing,resort, africa ,YES,LOW, Basic ,aud,>1m,14188,18155,£5237,missing,11878,16611,"17,765",14600,5392,14681
2022-04-24,car,backpacking,missing,OPEN,WALK-IN,Emirates,SILVER, bulkhead ,-999,,yes,low,NONE,Eur,1-2W,14709,-999,3669,   113,15741,,£14198,8694,6344,£15723
07/10/2022,boat, business ,First,Return,AGENT,-999,gold,missing,hotel,S. AMERICA,no,missing,Comprehensive,usd,2-4w,NA," 4,588",NA,14929,9989,6695,£7569,4484,"15,746",-999
2024-03-17,CAR,Relocation,premium,one-Way,Walk-In,Ba,gold,window,Airbnb,S. America,Yes,high,NONE,GBP,>1m,9901,4580,16436,9911,missing,17066,"18,526",,"11,344",13508
05/11/2021,car, backpacking ,business,one-way,app,Lufthansa, gold ,aisle,-999,AFRICA,no,high,comprehensive,EUR,2-4w,-999,5935,£3034,16386,"14,352",10538," 1,505",3245,12631,£7624
2024-02-08,boat,holiday,business,Open,Agent,ba,platinum,aisle,missing,NA,yes,high,Basic,EUR,>1M,"17,346",£8298,3898,9237,6275,£6200,6465,,17458,7189
30/09/2023,bike,NA,business, return ,app,ba,bronze,window,couchsurf, europe ,NO, high ,none,aud,1-2w,NA,2432,-999,15559,NA," 3,053",NA,,missing,15116
2024-09-30, bus ,relocation,premium,one-Way,Online,NaN,BRONZE,aisle,hostel,n._america,NO,low,NaN,gbp, 1-2w ,£906,NaN,163,,NA,NaN,"13,055",1374,-999,£12188
"May 09, 2023",NA,missing,premium,return,WALK-IN,Qatar,SILVER,NaN,resort,Asia, yes ,shoulder,comprehensive,NA,2-4w,3120,"14,616",16690,-999,"15,170",£9208,NA,"19,825",9988,9674
12/05/2024,BOAT,Business,economy,return,app,Emirates,bronze,bulkhead,hotel,N. AMERICA,NA,low,none,eur,2-4w,NaN,missing,£18404,"19,213",10215,"17,203",£7777,8183,4692," 7,056"
04/01/2024,CAR,Holiday,Economy,Return,online,Qatar, GOLD ,Aisle,RESORT,Europe,no,shoulder,NONE,Usd,1-2w,14181,3167,1235,£5694,18190,NaN,£18330,14968,12738,11846
15/11/2022,Plane,business,economy,open,Walk-In,qatar,GOLD, bulkhead ,missing,ASIA,NO,High,None,Jpy,-999,1352,-999,"12,508",3561,6074,"10,191",-999,10276," 9,451",
2023-09-29, car ,backpacking,Economy, return ,online,easyjet,NA,middle,hotel,s. america,yes,High,NaN,NA,2-4w,NA,15525,7449,£14681,6338,17551,£16710,"14,176",17528,119
2024-11-21,bike,RELOCATION,FIRST, one-Way ,missing,emirates,platinum,aisle,hostel,AFRICA,-999,LOW,missing,jpy,1-2w,6337,18904,"11,782",6861,17673,£19443,£1911,19597,NA,12592
"Jun 15, 2023",NaN,event, premium ,return,agent,qatar,silver,window,HOTEL,s.America,NO,NA, comprehensive , aud ,<3d,19342,,NaN,17201,£14829,12701,5676,11465,£16713,£7335
28/05/2022,TRAIN,NaN,economy,one-way,online, ba , Gold ,MIDDLE,hostel,n. america,,High,NA,aud,2-4w,13999,1546,NA,17529,15272,"16,161",-999,11799,-999,£6916
01/12/2022,Bus,-999,economy,open,online,ba,-999,bulkhead,Couchsurf,Oceania,NA,shoulder,comprehensive,Usd,2-4W,13641,£16800,17779," 7,239","14,461",£3914,9333,17984,2638,
"Aug 16, 2024",boat,,economy,Open,app,BA,bronze,bulkhead,NaN,Asia,-999, shoulder ,COMPREHENSIVE,gbp,<3d,17948,7205,16820,missing," 5,333",-999,£11320,6206," 2,817"," 7,078"
18/04/2023,bus,Relocation,Economy,one-way,walk-In,QATAR,silver,middle,couchsurf,asia,yes,HIGH, none ,usd,>1M,14662,,7347,4310,missing,809,"11,361",14402,NA,19720
12/04/2024,Bike,event,PREMIUM,Open,Agent,BA,platinum, Bulkhead ,hotel,s._america,NO, low ,-999,EUR,1-2W,10795,7865," 7,122",19875,"15,152",2953,10292,£9308,11022,£17647
2024-03-27,bus,relocation,economy,return,app,lufthansa,Platinum,MIDDLE,hostel,AFRICA,YES,shoulder,Basic,eur,>1m,19161,8716,3746,£7082,2762," 2,652",9854,9084,10942,4687
13/03/2021,bus,backpacking,business,ONE-WAY,walk-in,EASYJET,GOLD,-999,missing,S. AMERICA, yes ,low,none,usd, >1m ,11471,11666,8379," 7,398",5719,£15699,11106,,8870,12334
23/05/2021,bike,backpacking,Premium,-999,APP,ba,SILVER,bulkhead,Couchsurf, s.America ,yes, high ,basic,aud, 1-2w ,4390,£4749,17304,NA,"19,298",-999," 2,572",NA,"14,178",19730
2021-08-07, boat ,holiday,ECONOMY,NaN,agent,easyjet,silver,BULKHEAD,resort,Asia,No,HIGH,COMPREHENSIVE,USD,>1m,1899,12450,1849,£8336,"10,784",6938,13041," 3,629",£17819,16777
2023-08-26,Plane,event,-999,one-Way, walk-in ,Lufthansa,,middle,hotel,asia,NO,low,comprehensive,USD,>1m,"14,381","14,418",454,missing,£2049,2834,£8584,1767,£18588,£19653
27/06/2022,CAR,missing,first,open,AGENT, QATAR ,Silver,middle,couchsurf,oceania,no,low,basic,usd, <3D ,£8188," 3,056","10,798",5907,19708,missing,NA,10353," 1,724",14540
2023-03-02,boat,Business,-999,one-way,WALK-IN,EASYJET,NA,NaN,resort,africa,No,SHOULDER,-999,Eur,2-4w,   837,-999,10786,1355,,NA,£18810,£5153,missing,"17,521"
14/01/2024,bike,,first,Open,online,emirates,platinum,Aisle,Airbnb,europe,yes, SHOULDER ,basic,jpy,2-4w,16058,7986," 9,273",12031,6481," 8,365",17363,£19716,NA,11442
2021-10-18,car, study ,missing,ONE-WAY,ONLINE,ba,Bronze,aisle,HOSTEL,N. America,No,high,basic,aud,3-7d,12477,12483,5342,-999,11634,-999,1270,£12536,3890,8081
12/08/2023,Bus,event,economy, Return ,walk-in, lufthansa ,Silver,Aisle,HOSTEL,S. America, yes ,low,none,GBP,3-7d," 8,023",1667,14879,7356,-999,9161,3697,,missing,521
20/09/2023,plane,relocation,premium,return,app,easyjet,gold,aisle,hostel,NA,yes, shoulder ,none,NA,3-7d,11901,£9819,£10353,18381,13475,NA,£8058,15302,962,4431
2023-12-08,bus,backpacking,premium,One-Way,APP,ba,GOLD,Aisle,hostel,NaN,no,Shoulder,none,AUD,1-2w,9139,£7320,,19788,£10991,11619,,£16358,£14595,1813
2022-09-20,train,missing,premium,open,Agent,Lufthansa,NA,window,missing,n.America,yes,low,none,usd, <3d ,£18177,£3775,missing,NA," 3,030",1446,£2118,16225,,3464
21/11/2022, plane ,EVENT,business,open,ONLINE, Ba ,silver,bulkhead,NA,europe,Yes,shoulder,,JPY,missing,"15,739",17914,15108,10671,"10,512",5652,8881,"13,940",£5136,£3080
2023-06-28,,RELOCATION,FIRST,Open,walk-in, Qatar ,bronze,BULKHEAD,-999,n.America,YES,high, comprehensive ,eur,>1M,£11032,18696,2105,12007,£8083,£11184,£14999,,10615,5007
2023-07-28,Boat,study,premium,one-Way,Agent,lufthansa,gold,aisle, AIRBNB ,,Yes,Low,NONE,jpy,1-2W,15481," 7,461",7441,"15,465",8863,18531,19539,£5422,missing,"15,285"
2021-10-10,TRAIN,study,economy,open,app,easyjet,SILVER,MIDDLE,Hotel,S. America,yes,low,NaN,usd,>1m,18498,£14038,"15,570",£12581,5910," 8,266",18976,-999,£9061,19714
21/11/2024,BIKE,event,First,Open,Online,EASYJET, bronze ,AISLE,airbnb,africa,NO,high,comprehensive,Gbp,1-2W,16796,missing,5023,"12,724",£5644,£11123," 9,220",7139,1105,13269
2023-11-17,plane,RELOCATION,economy,open,NA,lufthansa,bronze,bulkhead,hostel,missing,no,,comprehensive,aud,2-4w,14820,16100," 8,660",1098,1931," 5,383"," 8,488","16,980",£1478,-999
2024-09-24,car,-999, Premium ,open, WALK-IN ,EMIRATES, GOLD ,bulkhead,hotel,Africa,No,low,COMPREHENSIVE,USD,>1m,,16928,£10512,11459,NA,1147,7468,3526,15231,"13,001"
2022-04-04,-999,HOLIDAY,Economy,return,online,BA,SILVER,middle, hostel ,europe,yes,shoulder,-999,missing,3-7d,608,15091," 1,305",-999,   851,,16465,£4884,6998,
2024-03-21,PLANE,holiday,First,Return,online,Emirates,bronze,BULKHEAD,resort,S. AMERICA,NO,high,,eur,3-7d,,NaN,-999,338,5459,"15,027",14027,NA,12858," 6,565"
04/03/2023,boat,Business,FIRST,Return,walk-in, QATAR ,SILVER,middle,Couchsurf,asia,yes,NaN,comprehensive,GBP,2-4w,£11821,16621,2200,4534,£16205,7537,£16363,341," 4,040",19402
2024-06-02,plane,BUSINESS,ECONOMY,return,,Emirates,silver,MIDDLE,,oceania,No, shoulder ,comprehensive,Aud,2-4w,£19249,£10841,9135,9308,   932,,14745,16156,16559,13722
08/07/2024,Boat,STUDY,first,ONE-WAY,online, ba ,platinum,AISLE,-999,s. america,NA,low,comprehensive,gbp,,-999,-999,,£19467," 9,246",,12881,8602,9380,7482
03/04/2023,bike,event,-999, one-Way ,agent, ba , bronze ,aisle,HOTEL,OCEANIA,YES,low,none,AUD,<3D," 4,664","12,857",£292,16340,16736,7116,15916," 6,815",913,"10,160"
24/02/2022,train,event,Economy,return,walk-In,easyjet,platinum, aisle ,couchsurf,s.America,no,high,none,Jpy,2-4w,£14560,15855,," 2,813",18808,4339," 6,942",2021,£14920,£7011
11/01/2023,train,Business,Business,One-Way,app,Lufthansa,Gold, Bulkhead ,hotel, africa ,YES,shoulder,BASIC,eur,2-4w,£13644,11919,674,14302,11431,£10599,-999,,14306,17515
07/11/2021,plane,Relocation, economy , Return , agent , lufthansa ,silver,middle,hotel,europe,yes,High,COMPREHENSIVE,eur,<3d,,£14900,9559,"14,604",688,missing,missing," 1,021",£19645,"14,526"
07/06/2021,-999,-999,-999,RETURN,agent,ba,bronze,-999,hostel,AFRICA,yes,high,basic,jpy,>1m,£19600,8002,"13,158",14320,15789,19822," 7,277",2946,1522,7857
10/01/2022,Bus,STUDY,first,open,NA,EASYJET,BRONZE,BULKHEAD,hotel,Asia,yes,High,Comprehensive,aud,3-7D,8885,-999,missing,4498,£13712,7545,"13,538",18948,£16262,£4062
06/04/2022,Boat,NaN,business,one-Way, app ,EMIRATES,gold,MIDDLE,-999,africa,yes,shoulder,none,usd,1-2w," 7,518",15307,3640,£2217,-999,2333,"15,447",£4787,2826,5859
2023-06-18,Bike,BUSINESS,PREMIUM,open,,ba,platinum, bulkhead ,hotel,s._america,NO,LOW,none,usd,2-4w,13975,18625,151,3759,14105,NaN,2030,15431,£1723,7168
18/12/2023,Train,study,BUSINESS,one-way,App,Ba,platinum,WINDOW,COUCHSURF,europe,YES,low,Comprehensive,aud,<3D,"17,085",1212,17829,7966,£16018,954,14194,"12,228",,£9673
13/10/2024,car,RELOCATION,,,NaN,QATAR,gold,middle,HOSTEL, n.America ,-999,low,comprehensive,Gbp, >1m ,807,-999,8220,£7368,£13307,"14,699",15426,8963,,
2024-07-06,boat,,NA,one-Way,agent,Lufthansa,silver,window,HOSTEL,asia,yes,missing,basic,USD,2-4w,"15,013",6489,13747,4481,£13101,   105,9037,    42,"18,324",19541
2022-10-14,plane,study,first,RETURN,Walk-In,easyjet,silver,bulkhead,hotel, asia ,No,shoulder,None,, <3d ,£362,7653,14982,,14261,4536,missing,13984,9532,NaN
06/01/2024,boat,Backpacking,business,one-way,AGENT,qatar,GOLD,Middle,hotel,Asia,No,High,BASIC,jpy,>1m,10564,14568,13064,£6490,64,NaN,16093,£7532,"13,235",10100
28/08/2022,Plane,event,NaN,OPEN,app,easyjet,silver,aisle,resort,EUROPE,missing,Shoulder,basic,Gbp,>1m,-999,8479,4731,18173,5726,"12,232",£4915,12537,£1929,18158
07/08/2021,bike, HOLIDAY ,ECONOMY,one-Way,ONLINE,lufthansa,platinum,AISLE,airbnb,s. america,-999,low,none,Gbp,2-4w,11991,19767,630,10655," 7,430",4584,18393,11768,£17725,
missing,BUS, business ,Premium,open,NaN,qatar,NA,AISLE,couchsurf,europe,Yes,Shoulder,none,usd,<3D,"19,358",1996,13835,5449," 1,401",3065,17719,8707,1068,NA
2021-01-30,TRAIN,Relocation,NaN, ONE-WAY ,online,ba,Platinum,AISLE,NA,n.America,yes,Shoulder,none,GBP,1-2w,16239,"16,050",6114,8395,17598,NA,1154,462,19626,4175
2022-12-24,plane,holiday,business,open,WALK-IN,qatar,GOLD,middle,Resort,S. America,NA,low,Basic, JPY ,3-7D,"15,360",371,5214,9017,2393,11230,£3401,12046,17223,missing
2022-04-02,car,business, FIRST ,one-way,app,lufthansa,bronze,middle,couchsurf,n.America,No,NA,Basic,usd,2-4w,missing,19854,4144,7151,10467,13986,12493,16969,1553,6710
2024-11-04,CAR,relocation,PREMIUM,NaN,App,emirates,gold,MIDDLE,Resort, n.America ,yes,high,missing,jpy,2-4w,£6774,-999,16698,NA,£2852,missing,748,NA,19493,"11,956"
2021-02-16,missing,holiday, premium ,return,ONLINE,ba,Silver,,couchsurf,-999,yes, low ,BASIC, usd ,2-4w,971,6823,1253,9220," 4,147",558,£7052,3078," 4,297",£14556
"Mar 22, 2023",Car,business,Business,,agent,emirates,NaN,BULKHEAD,resort,asia,yes,low,comprehensive,aud,2-4w,633,missing,£12755,,3888,,4912,£16399,74,19919
12/01/2024,NA,Holiday, business ,ONE-WAY,WALK-IN,emirates,BRONZE,Middle,HOTEL,n. america,YES,high,BASIC,gbp,NA,19563," 6,251",£18601,10297,2895,£13191,9325,16351,11149,"15,292"
-999,boat,missing,PREMIUM,Return,online,QATAR,missing,aisle,AIRBNB,AFRICA,no,,NONE,eur,<3d,7072,18399,16048,11687,14587,16948,15047,£5972,2747,£13506
missing,BIKE,study, first ,open,Agent,BA,silver,Bulkhead,airbnb,asia,no,LOW, none ,USD,>1m,15849,18120,,8,2803,14997,£8479,-999,,18448
16/01/2023,Train,Relocation,economy,OPEN,online,Ba,platinum,Bulkhead,resort,AFRICA, No ,high, none , aud ,<3D,4646,-999,£6265,£3416,66,"18,782"," 8,274",,NA,"15,396"
15/08/2023,bus,event,first,open,online,qatar,NaN,window,Hotel,oceania,NO,SHOULDER,NONE,GBP,<3d,6333,11095," 3,327",19045,"19,919",12032,19053,1534,3386,6875
31/10/2024,Boat,HOLIDAY,premium,One-Way,agent,easyjet,Gold,window,resort,AFRICA,no,low,None,usd,2-4w,15013,missing,missing,17967,13238,13962,15869,"19,367",7963,12492
31/07/2023,Boat,Business,business, return ,Agent,Qatar,bronze,middle,NA,europe, yes , low ,none,Eur,-999," 1,178"," 1,386",8346,11366,11118,8376,12941,"17,165",£790,4411
04/09/2021,bus,event,first,one-way, AGENT ,qatar,gold,aisle,missing,oceania,NO,low,NaN,usd,>1m,£1367,2514,-999," 9,691",16324,10389,1881,,£11117,8246
14/10/2021,BIKE,event,NA, return ,Agent,easyjet,,aisle,HOSTEL,AFRICA,Yes,high,comprehensive,EUR,1-2w,17502,10671,    59,11638,1051,£18222,11384,6548,14605,2822
19/06/2022,CAR,BUSINESS,business,One-Way,Walk-In,ba,platinum,window,Couchsurf,OCEANIA,No,low,Basic,jpy, 1-2w ,18887,11692,-999,15696,5721,missing,7384,14791,,10594
27/10/2021,Bike,Study,Economy, open ,Agent,lufthansa,gold,bulkhead,hotel,,NaN, SHOULDER , basic ,aud,<3d,£2076,   845,6597,11386,,£12185,19670,£6934,£2916,1458
22/07/2024,NaN,BUSINESS, business ,return,App,ba,Platinum,bulkhead,hostel,asia,NO,missing,basic,aud,3-7D,19403,,5269,   768," 7,996",3763,NaN,£11108,15934,14893
2024-02-25,-999,study, premium ,open,ONLINE,BA,bronze,Window,airbnb,Africa,Yes,Shoulder,comprehensive,aud,<3d,6748,£15172,18913,11676,19593,2972,NA,,£7335,£8898
2021-07-23,plane,Business,business, RETURN ,-999,emirates,bronze, bulkhead ,Hotel,europe,missing,low,Basic,aud,3-7D,5444,6319,5032,"16,817",5832,"15,086",16727,"19,270","20,000",6098
2023-11-14,Bike,NaN,business,RETURN,-999,EMIRATES,Silver,Window,airbnb,s._america,yes,high,BASIC,eur,1-2w,16128," 8,873",4369,14746,-999,£13834,6068," 4,443",£14052,"19,601"
06/06/2024,plane,event,premium,RETURN,Agent,emirates,GOLD,bulkhead,resort,S. AMERICA,YES,high,NONE,gbp,1-2w,12696,-999," 7,692",2104,13173,6405,879,9444,8381,
2021-03-10,Train,relocation,first,NA,agent,ba,Gold,bulkhead,hostel,europe,no,High,none,JPY,<3d,8169,1748,13687," 2,466",,10312,12882,12601,10557,3656
22/09/2023,bus,missing,NA,One-Way,WALK-IN, LUFTHANSA ,gold,middle,couchsurf,n. america,yes,LOW,BASIC,usd,>1M," 2,355",-999,"15,938"," 5,746",14412,"10,344",15811,NaN,18777," 6,608"
06/10/2023,TRAIN,business,premium, return ,APP,qatar,silver,bulkhead,hostel,europe,NA,shoulder,COMPREHENSIVE,EUR,2-4w,,£4006,11276,7711,5179,£9748,   130,NaN,17875,7432
2024-09-11,car,holiday,ECONOMY,open,App,EASYJET,Bronze, Window ,Hostel,africa,NO,low,comprehensive,Jpy,>1m,-999,9614,14465,17841,"13,013",-999,£10943,12981,£8427,10368
