Date,Genre,format?, language ,binding,audience,Publisher?,series,EDITION, illustrated ,AWARD WINNING,BESTSELLER TIER,age_group,Region Setting,authorNationality,Signed?,pages,Chapters,WORD COUNT,rating ⭐?,PRINT RUN, rrp£ ,discount %,stock_units,reprints/,FILM RIGHTS £
2024-03-17,history,NA,French,glue,NA,penguin, no ,NA,-999,yes,-999,13-17,africa,, no ,6579,16116,2793,£721,NA,,,missing,15893,18757
2021-01-16,romance,audiobook,English,NaN,adult,penguin,no,2ND,Yes,NA,,6-12,africa,Us,,missing,6735,missing,18708,9726,£12487,£1620,15369,9046,7159
2021-11-07,-999, hardback ,spanish, Spiral , ya ,MACMILLAN,yes,-999,yes,yes,Top-100,6-12,,CANADA,yes,NA,£18276,12458,NaN,8199,10694,9181,2627,17020,8680
2024-10-01,Biography,hardback,JAPANESE,sewn,children,NA,no,REVISED,no,No,NA,6-12,Asia,India,no,6860,8420,5274,4654,5197,11618,missing,18040,19213,17509
2024-09-30,Thriller,Audiobook,FRENCH,GLUE,Children, penguin , Yes ,NA,Yes, no ,top-10,0-5,europe,JAPAN, no ,15256,10631,£11259,18736,8627,174,£4670,£5551,NaN,9326
2022-04-01,Romance,hardback,GERMAN,glue,ya,Harpercollins,no,3rd,NaN, YES ,Top-10,13-17,asia,india,yes," 4,018",£192,11340,17230,£18282,3373,missing,£7401,£4763,-999
11/10/2024,biography,ebook,japanese,glue, adult ,Macmillan,yes,1st,no,Yes,LONG-TAIL,13-17,oceania,NA, No ,£10923,19117,17677,17202,16471," 2,281",6880,£11760,11023,"11,131"
20/12/2021,biography,paperback,french,spiral, Adult ,NA,Yes,REVISED,yes,no,Top-100,0-5,africa,canada, no ,NaN,19794,18997,2648,NaN,£2657,"10,572",2859,16277,£17880
21/04/2023,Thriller,Audiobook,german,sewn,adult,HARPERCOLLINS,yes, 1st ,yes,No,top-100,0-5,asia,india,-999,2076,10500,£18164,£7171,£12898,"19,468",257,missing,797," 6,396"
missing,biography,audiobook,french,spiral,NA,,NA,1st,Yes,yes,LONG-TAIL,6-12,AFRICA, us ,YES,14991,16720,"14,296",£2701,£6862,17055,18206,17846,5159,£13333
2021-11-09,thriller,paperback,japanese,Sewn,Ya,NA,YES,2nd, yes ,YES,long-tail,0-5,oceania,us,missing,10918,12458,missing,14893,10668,3168,15398,10020,14647,8660
2021-02-07,History,HARDBACK,GERMAN,glue,YA,PENGUIN,missing,2nd,no,no,Long-Tail,18+,-999,India,No,missing,,18837,19587,,3184,3054,19245,,"14,931"
25/05/2022,romance,EBOOK,japanese,GLUE,adult,harpercollins, no ,1st,no,Yes,long-Tail,6-12,europe,India,no,15202,7141,£15366,missing,NA,£4272,458,17398,15279,-999
17/12/2021,biography,ebook,japanese,-999,adult,Macmillan,YES,1st,NaN,Yes,TOP-10,13-17,europe, Japan ,yes,9630,9788,8374," 9,926","16,060",14825,£19316,15041,-999,   332
24/02/2021,thriller,audiobook,german,sewn,ADULT,macmillan,no,2ND,NA,YES,TOP-100,6-12,,JAPAN,YES,3683,£16360,483,,-999,5014," 6,575",5194,8064,3543
08/02/2023,biography,hardback,german,stapled,Ya,PENGUIN,-999,2nd,no,-999,long-Tail,18+,asia,canada,YES,£14368,missing," 9,465",7297,,£7826,18456,16603,£19535," 5,243"
13/08/2021,HISTORY,paperback,English,stapled,Children,simon_&_schuster,no,2nd,YES,no,Long-Tail,6-12,europe,india,yes,"16,831",NaN,£9849,,13303,19339,NaN,9950,10386,
2021-04-15, history ,ebook,spanish,glue,-999,simon_&_schuster,No,2nd,-999,yes,top-100,missing,NA,UK,no,2427,647,missing,12414,2958,missing,£571,£19332," 5,526","17,345"
"Jan 04, 2021",BIOGRAPHY, hardback ,NaN,stapled,ya,simon & schuster,yes,1st,yes,no,long-tail,13-17,africa,japan,NO,-999,7828,£3751,£2923,3479,15073,252,£1270,9338,17746
2022-03-04,biography,audiobook,english,stapled, adult ,harpercollins,no,3rd,yes,Yes,long-tail,6-12,AMERICAS,-999,yes,missing,717,-999,"12,241",-999,"17,798",12585,15084,£15114,12094
2024-04-18,thriller,hardback,french,Stapled,CHILDREN,Simon & Schuster,no,Revised,No,Yes,top-10,,oceania,uk,No,8111,6523,8415,16436,"17,997",missing,14507,12719,11697,3879
2022-12-18,BIOGRAPHY,paperback,japanese,spiral,adult,HARPERCOLLINS,,revised,no,Yes,top-100,6-12,africa, uk , No ,"11,301",£3609,"16,665",6460,"18,523",2828,10200,11385,16125,"17,623"
25/05/2023,missing,paperback,french,missing, adult ,penguin,no,2nd,NO,NA,Top-100,18+,asia,Japan,NO,17991,£265,7678,£3367,£4309,12592," 2,155","14,196",4066,7191
2022-07-04,NaN,Audiobook,japanese,Sewn,children,macmillan,yes,3rd,yes,-999,top-100,18+,africa,canada,Yes,£4499,17998,1092,16417,NA,missing,16490,£16757,missing," 5,319"
08/07/2024, thriller ,HARDBACK,japanese,SPIRAL,ya,simon_&_schuster,yes,1st,NO,no,TOP-100, 0-5 ,Africa,us,yes,£9949,13665,NaN,NaN,NA,16315,9097,£15438," 8,789",7734
25/07/2022,NaN,Ebook,Japanese,Stapled,ADULT,harpercollins,NaN,2nd,NO,Yes,Long-Tail,18+, asia ,us,yes,4285,NaN,18081,3740,   208,8768,"15,404",16704,2418,6497
"Oct 14, 2021",fantasy,paperback,japanese,Sewn,Children,MACMILLAN,Yes,1st,no,No,long-Tail, 18+ ,americas,NA,-999,£19534,18167,missing,£11172,"13,314",£13321,5440,12937,16007,4175
10/06/2021,romance,paperback,spanish,sewn,adult,Macmillan,NA,NaN,yes, Yes ,top-100,13-17,oceania,japan,yes," 5,350",15056," 4,774",7100,961,1110,"17,662","14,750",£6845,12966
2024-07-18,-999,NaN, spanish , Stapled ,missing,SIMON & SCHUSTER,yes,2ND,no,No,top-100,0-5,asia,Us, no ,NA,3338,£9497,17261,2849,"14,734","10,666",12008,19645," 4,862"
"Jun 09, 2021",missing,audiobook,-999,STAPLED,,macmillan,yes,NaN,YES, yes ,NA,18+,africa,us,no,£11813,"18,767",12988,missing,,17888,-999,NaN,14380,18694
2024-01-23,Fantasy,PAPERBACK,NA,SEWN,Children,penguin,YES,revised,yes,No,Top-100,0-5,missing,us,yes,19273,£14986,18374,£9217,-999,10979,7137,£17582,8000,9356
04/09/2022,ROMANCE,paperback,english,Stapled,children,-999,yes,,missing,yes,long-Tail,6-12,oceania,india,No,257,NaN,1120,4858,£19436," 4,680",8931,18967,£17245,£14176
2023-04-09,Biography,audiobook,english,GLUE,Ya,missing,no,1st,NO,no,long-Tail, 13-17 ,africa,uk,yes,missing,"15,417",£2263,5725,8976,4840,6946,16109,missing,
2024-12-15,fantasy,hardback,french,GLUE,ya,Penguin,No,2nd,YES,yes, Top-10 ,18+,americas,japan, YES ,15779,-999,£9978,4970,16601," 2,263",NA,NA,8194,"14,276"
2023-05-10,romance,ebook,SPANISH,SPIRAL, Ya ,penguin,YES,Revised, NO ,yes,-999,18+,asia,uk,yes,8146,"16,126",,"16,261",10455,£12304," 3,882",NA,,17464
21/01/2021,thriller,ebook,japanese,Sewn,Adult,PENGUIN,no,revised,yes,no,top-100,18+,africa,India,NaN,6011,19363," 1,791",12253,-999,missing,11242,2602,14459,5006
2022-04-07,history,-999,french,SPIRAL,NaN,macmillan,NA, revised ,yes,no,top-100,13-17,NA,india, no ,17150,"16,403",13444,711,11111,17057,4909,17405,10947,NA
NA,fantasy, paperback ,french,Glue,NA,macmillan,NO,REVISED,No,NaN,long-Tail,missing,NA,Canada,no,"10,703",,16393,1585," 9,743",19654,"11,153",£6487,NaN,"17,596"
2021-04-03,Romance,ebook,GERMAN,stapled, adult ,NaN,Yes,1st,yes,no,top-100,18+,oceania,JAPAN,NaN,NaN,"19,887",-999,5044,9557,14843,13382,£8012,7182,16797
2023-08-16,history,Hardback, german ,sewn, Ya ,penguin,No,3rd,yes,yes,Long-Tail,0-5,Africa,JAPAN,no,3829,7631,4258,missing,17343,"16,625",14436,18191,,-999
08/08/2022,THRILLER,PAPERBACK, japanese ,Spiral,Children,macmillan,yes,3rd,,No,top-10,0-5,oceania,india,no,£17676,19285,-999,NaN,18358,NaN,£16480,19079,11141,6478
"Nov 26, 2023",NaN,paperback,NaN, Spiral ,children,Penguin,No,REVISED,no, Yes ,Top-100,13-17,oceania,india,no,2172,"15,827"," 6,600",1815,,3113,4601,,-999,£667
2022-03-10, thriller ,audiobook,Spanish,Spiral,Children,penguin,,NA,no,no,NaN,0-5,europe,CANADA,NaN,£13440,10093,16238,£7703,6169,17479,"11,433"," 1,894",19790,12157
2022-04-04,fantasy,paperback,JAPANESE,sewn,,Simon & Schuster,,3rd,yes,yes,top-10,18+,americas,uk,YES," 5,870",7263,"16,197",-999,7813,£2781,£7809,15606,"16,428",791
"Mar 19, 2021",thriller,,Japanese,spiral,adult,harpercollins,missing,2ND,Yes,NO,long-tail,0-5,africa,UK,missing,-999,10448,missing,8488,14219,£12220,1332,£15140,£6187,11269
14/05/2021,biography,paperback,Japanese,glue,Adult,Penguin,yes,1ST,YES,No,TOP-100,NA,Oceania,India,Yes,£14566,4331,NaN,£5657,£12715,2200,£8387,£14068,9342,5627
06/12/2023, history ,ebook,japanese,glue,Children,harpercollins,NO,3rd,yes,No,missing, 6-12 ,asia,Canada,No,"18,932","15,650",-999,9997,15448,701,missing,15003,2632,8107
"Aug 20, 2023",romance,Audiobook,English,Stapled,ya,,missing,revised,yes,yes,top-10,13-17,Asia,-999,no,,1525,11678,£8584,14965,7085,£19757,4653,NaN,12027
"Apr 24, 2022",Sci-Fi,hardback,japanese,SPIRAL,missing,harpercollins,NA,3rd,no,no, LONG-TAIL ,18+,africa,CANADA,yes,£2279,£18719,1643,£15933,11203,10984,19708,-999,17975,13979
2022-12-02,BIOGRAPHY,AUDIOBOOK,japanese,STAPLED,Adult, macmillan ,YES,3RD,no,yes,-999,13-17,oceania,Canada, yes ,£4470,NA,£9924,"17,262",14679,missing," 4,485",NA,3610,£8671
2021-11-27,-999,paperback,german,stapled,ya,PENGUIN,no,3rd,no,no,Top-100,0-5,AFRICA,canada,NA,5896,1588,£11090,missing,£2077,7054,-999," 9,325"," 7,664",-999
16/01/2024,History,HARDBACK,JAPANESE,Glue,Ya,HARPERCOLLINS,NO,3rd,no,no,top-10,13-17,americas,NA,yes,missing,£9377,19531,£9939,13335,£5495,15180,-999," 8,688",4319
06/10/2023,Fantasy,NA,french,spiral,Ya,harpercollins,-999,NA,YES,yes,long-Tail,0-5,Americas,Canada,missing,19878,17235,2216,10863,8885,5585,£9049,7813,16670,16957
15/12/2023, biography ,hardback,Japanese,Glue,NaN,penguin,no,1st,no,Yes,top-10,0-5,africa,canada,-999,1603,18096,£17904,2655,NaN,NA,-999,7169,8469,"12,695"
NaN, HISTORY ,NA,German,glue,ya,penguin,no,2ND,YES,yes,missing,6-12,Asia,Uk,no,3756,missing,missing,4998,11531,17200,18478,5533,3248,12575
"Apr 10, 2022",Sci-Fi,ebook,german,Sewn, adult ,harpercollins,-999,revised,NO,no,top-10,0-5, oceania ,INDIA,no,NA,"12,273",£1181,1178,1700,2254,NaN,15797,-999,5618
,HISTORY,EBOOK, french , stapled ,adult,simon_&_schuster,no,revised,missing,yes,Long-Tail,NaN,asia,Us,No,19878,15125,£11755,15885,,£11811,4552,NaN,£3139,"17,745"
02/12/2024,Sci-Fi, hardback ,french,NaN,Children,Macmillan,yes,,Yes,yes,TOP-10,0-5,europe,canada,No," 9,266",£7602,4744,NaN,2787," 8,793",500,"14,567",NA,18175
2023-08-19,Fantasy,hardback,french,Stapled,YA,Penguin,-999,3rd,missing,YES,top-10,,americas,CANADA, no ,£10701,5419,£15987," 6,841","12,359",NA,£17378,17835,13861,-999
2021-03-04,-999,hardback,English,Glue,adult,HARPERCOLLINS,Yes,NA,yes,no,Top-10,6-12,asia,NA,NO,£16958,7050,   546,-999,£16088,NaN,18391,-999,700,£3039
2024-02-02,biography,Ebook,japanese,spiral,ya,harpercollins,yes,3rd,yes,YES,top-10,0-5,americas,india,yes,"11,140",missing,"18,479",19443,5737,£695,-999,15262,   266," 2,002"
"Nov 25, 2023",sci-fi,Paperback,NA,sewn,ADULT,harpercollins,,1st,no,NO,top-100,18+,Oceania,japan,no," 7,544",£8477,-999,2340,"18,961","17,330",195,2920,£6880,19854
23/11/2021,SCI-FI,NA,NaN,,YA,missing, YES ,revised,no,yes,top-10,0-5,americas,uk,yes,7032,£8424,1095,10827," 8,277",14064,£18633,12249,NaN,NA
2021-02-25,Biography,Paperback,German,-999,adult, macmillan ,no, revised ,NO,No,TOP-100,,americas,Us,NO," 8,355","13,782",14720,"16,840",15612,14273,NaN,12729,18491,12053
2022-11-01,thriller,ebook,JAPANESE, STAPLED ,ya,simon&Schuster,YES,3rd,NaN,YES,top-100,0-5,europe,uk,YES,13210,"12,993",3711,9336,11067,8572,13049,17451,£19928," 5,134"
02/07/2024,romance,audiobook,JAPANESE,glue,children,macmillan,yes,2ND,-999, yes ,Long-Tail,13-17,Europe,india,yes,2922,"17,483",£1708,2444,5085,   921,14523," 9,346",   952,£6910
2024-07-06,FANTASY,NA,german,stapled,Ya,macmillan,no, 1ST ,NaN,no,top-10,13-17,Oceania,-999,yes,2235,170,1188,"11,444",11357,6000,11401,"12,056",17702,12768
2023-08-13,FANTASY,Paperback,japanese,stapled,ya, simon_&_schuster ,YES,2nd,yes,YES,,6-12,americas,japan,No,16589,4403,£6454," 7,645",12741,17292,£15339,"16,147",9687,8515
2024-08-28,fantasy,AUDIOBOOK,japanese,glue,ya,HARPERCOLLINS,yes,1st,yes,no,top-100,6-12,europe,india,Yes,8132,5083,-999,£29,7010,£2574,7732,,missing,19934
11/08/2021,Biography,NA,English,sewn,children,HARPERCOLLINS,no,2nd,Yes,YES,Long-Tail,missing,americas,canada,Yes,-999,NA,13071,16341,missing,5519,5069,missing,518,£17303
26/04/2022,romance,audiobook,german,glue,ya,harpercollins,YES,3rd,no, Yes ,top-10,13-17,AMERICAS,Japan,No,£6750,4109,"16,282",17634,6503,missing,13657,2119,11600,6854
2024-07-19,sci-fi, ebook ,french,stapled,adult,macmillan,no,1st,YES, yes ,top-100,6-12,americas,uk,Yes,missing,12229,1435,1199,6023," 7,519",NaN,18473,14990,5100
missing,history,audiobook,SPANISH,stapled,ya,simon & schuster,no,2ND,yes,Yes,-999,18+,asia,uk,yes,285," 5,113",£6205,13944,207,£19312,19611," 6,245",£17676,£1291
2021-06-11,fantasy,AUDIOBOOK,Spanish,Glue,ADULT,simon_&_schuster,yes,REVISED,yes,no,NaN,missing,ASIA,INDIA,YES,13398,"13,736",14464," 1,243",1499,16429,   375,NA,6057," 3,788"
2022-11-25,biography,ebook,french,missing,children,Harpercollins,,1st,No,no,TOP-100,13-17,africa,India,YES,£2760,£15866,10422,£15626,£3193,£18720,16056,16784,17801,13472
09/02/2021,HISTORY,ebook,french,stapled,YA,HARPERCOLLINS,YES,2nd,no,yes,top-100,18+,Asia,Canada,missing,NA,15471," 5,638",8164,   839,17046,"10,707",4113,"18,346",18957
2024-01-25,Romance,hardback,english,stapled,YA,Macmillan,no,2ND,yes,no, TOP-100 ,18+,Americas,-999,yes,5658,4581,   143,18796,3972,£162,17745,2789,NaN," 3,928"
27/10/2024,romance,audiobook,missing,sewn,ADULT,harpercollins,-999,missing,No,yes,top-100,18+,oceania,us,NO,£11238,17227,8626,9428,missing,-999,NA,12040,10613,NA
"Apr 28, 2022",Fantasy,Paperback,JAPANESE,spiral,children,Penguin,YES,3rd,yes,no, long-tail ,18+,europe,NaN,no,18632,18802,£13372,£794,"16,558",795,3433,"18,054",16565,£5921
2024-04-01, HISTORY ,audiobook,french,stapled,ADULT,simon & schuster,YES,REVISED,no,no,top-100,6-12,americas,india,No,4548,18338," 8,266",15538," 9,252",NaN,18557,£17868,13023,8134
2023-12-11,fantasy,AUDIOBOOK,english, glue ,,MACMILLAN,no,3rd,yes, No ,top-100,6-12,ASIA, uk ,No,13237,8712,13149,10236,18764,5568,NaN,10258,£18180,9151
2021-12-04,biography,audiobook,german,Spiral,children,macmillan,No,3rd, YES ,no, top-10 ,13-17,Africa,us,no,NA,7654,,£599,7141,10323,4674,18034,NaN,£15683
18/02/2024,THRILLER,Audiobook,missing,SPIRAL,Adult,penguin,no,NaN,missing,No,TOP-100,0-5,AMERICAS,Uk,yes,2195,NA,7020,14487,£17526,10692,10268,£17729,5468,7709
18/04/2021,Biography,missing,japanese, stapled ,Children,Simon & Schuster,no, 3rd , NO ,NO,top-10,0-5,,japan,yes,19771,£13064,17087,12648,19460,6233,,£12804,3333,NaN
"Sep 14, 2022",SCI-FI,ebook,japanese,NA, Adult ,NA, No ,3rd,no,Yes,NaN,18+, africa ,canada,yes,10117," 8,356",13844,missing,13083,5406,NaN,11640,5398,9910
09/02/2024,biography,paperback,german,-999,children,HARPERCOLLINS,No, 1st ,Yes, no ,top-100,13-17,Asia,INDIA,yes,6756,8911,NA,7665,,11310,1583,11390,5810,£13157
25/03/2023,biography,audiobook,japanese,sewn,-999,-999,No, 3RD ,yes,no,long-tail,18+,Europe,uk,No,missing,7375,17331,NA,£17084,1784,NaN,17303,10669,£8210
missing,sci-fi,EBOOK,japanese,SEWN,children,Simon & Schuster, no ,2nd,no,yes,NaN,18+,-999,Uk,no,   254,missing,1340,5459,£507," 6,358",257,11603,17628,3711
01/02/2021,sci-Fi,audiobook,french,spiral,Children,Harpercollins,yes,2nd, YES ,YES,NA,missing,europe,canada,No,3780,8620,2311,NaN,18922,18110,10164,2343," 1,767",15732
21/12/2022,biography,hardback,german,glue,adult,HARPERCOLLINS,no,2nd,yes,YES,top-10,6-12,missing,UK,yes,2891,5258," 4,521",,17428,-999,"16,237","15,423",18780,NaN
17/10/2023,sci-fi,paperback,japanese,stapled,children,harpercollins,No,2nd,YES,yes,long-Tail,18+,oceania,canada, YES ,-999," 1,830",-999,£11338,10,1456,17591,577,17036,13625
2022-07-01,romance,NaN,,NA,adult,MACMILLAN,No, 3RD ,no,-999,long-Tail,18+, OCEANIA ,japan,yes,8961,£9782,£5124,409,3007,12473,17774,19462,"13,738",3604
"Apr 26, 2021",history,hardback,ENGLISH,GLUE,adult,Harpercollins,no,1st,no,yes,Long-Tail,missing,, india ,yes,NaN,,2339,9215,10150,13564,£9112,,2333,9691
2021-09-03,-999,Ebook,ENGLISH,sewn,children, MACMILLAN , yes ,revised,yes,Yes,long-tail,-999,europe,uk,yes,15571,16270," 8,109",5037,4997,,7385,9610,missing,"19,514"
06/02/2022,missing,paperback,NA,spiral,adult,simon & schuster,NA,1ST,,yes,long-tail,13-17,oceania,missing,NO,8076,8138,18907,3896,5454,3308,18939,18973,18453,4422
20/04/2023,biography,paperback,-999,missing,children,simon_&_schuster,YES, 1st ,YES,NaN,Top-10,missing,asia,japan,no,"19,250",£18423," 2,314",6707,8734,10137,3978,£9481,8518,536
02/12/2021,history,paperback,german,Stapled,NA,missing,YES,1ST,yes,no,Long-Tail,NaN,oceania,India,NO,2610,6685,NaN,£19658,1117,NA,missing,£3351,13825,missing
08/03/2021,romance,paperback,japanese,NA, Children ,simon_&_schuster,NaN,2nd,YES,NO,long-tail,13-17,Americas,india,NO,3174,3256,10350,13524,18282,13642,15082,966,10186,NA
2024-08-27,biography,Hardback,english,Sewn,adult, Penguin , Yes ,1st,yes,yes,-999,6-12, AMERICAS ,Uk,NO," 7,160",3461,4579,3276,missing,"10,669",16690,£12690,£15000,"16,538"
2022-08-30,,Ebook, german ,GLUE,children,NA,no,REVISED,no,yes,top-10,,-999,us,NO,17454,2151,12677,£169,7806,18060,NaN,£18524,£6897,5024
2021-12-31,sci-fi, hardback ,Japanese,spiral,children,simon & schuster,YES,3rd,YES,yes,long-Tail,NA,asia,Uk,yes,13754,15922,1546,"14,344",4697,NA,£2552,"14,757",5030,£18187
22/10/2022,sci-Fi,Ebook,JAPANESE,stapled,ADULT,SIMON & SCHUSTER,missing,1st,no,NA,LONG-TAIL,0-5,europe,-999,No,missing,6987,"15,855",£8642,10783,16524,£12771,£14596,£10930,4851
2024-01-29,NaN,EBOOK,,Spiral,,PENGUIN,yes,Revised,no,NO,top-10,6-12,Asia, japan ,no,missing,£8866,7276,NA,57,missing,6864,7654,6257,
2024-01-02,NaN,HARDBACK,french,missing, ADULT ,simon_&_schuster,no,3rd,no,no,long-tail,0-5,Asia,uk,yes,16401,4827,2036,NA,£19627,494,393,£19067," 3,208",13092
2021-09-28,history,paperback,SPANISH,sewn,children,penguin,yes,revised,missing,no,top-10,6-12,Oceania,JAPAN,YES,3081,7614,£16757,13344,15136,2130,8845,," 4,247",3392
12/02/2022,Sci-Fi,ebook,english,spiral,children,penguin,No,3RD,NO,YES,top-100,13-17, ASIA ,Uk,No,£18638,8175,12837,-999,5607,14841,16733,16266,£991,"17,909"
"Feb 20, 2022",,,french, SPIRAL ,children,simon&Schuster,no,3RD, yes ,No,top-100,0-5,Asia,UK,Yes,16473,-999,11052,7952,£4136,£1707,£9096,5670,9411,18862
25/08/2023,History,-999,German,SEWN,ya,HARPERCOLLINS, yes ,REVISED,no,yes,top-10,NA,Americas,us,no," 3,782",14547,NaN,£13426,"10,227",18139,16573,"14,512",12310,713
missing,biography, ebook ,NA,stapled,ya, Harpercollins ,no,1st,no,yes,Long-Tail, 6-12 ,Americas,CANADA,yes,£8848,3570,£19703,£19943,10063,7175,12318,7250,15583," 6,488"
28/03/2024,ROMANCE,HARDBACK,Spanish,Spiral,Children,macmillan,NA, 1ST ,yes,no, top-100 ,6-12, europe ,Japan,Yes,16913,3600," 9,456",15271,£11163,16863,9890,18946,18995," 7,056"
NaN,biography,AUDIOBOOK,japanese,Sewn,ya,NaN,no,revised,-999,no,Top-100, 6-12 ,Africa,NA,No,NA,£2196,£12778,3461,," 8,309",9262,£9610,NaN,missing
06/12/2024,thriller,audiobook,german,SPIRAL,children,Simon & Schuster,yes,3RD, no ,yes,top-10,0-5, asia ,uk,Yes,"18,791",missing,18992,9260,12364,£19652,13033,14007,£1971,NA
"Sep 19, 2022",Biography,ebook,Spanish,sewn,adult,simon_&_schuster,No,NA,NO, yes ,long-tail,13-17,OCEANIA,us,yes,12356,£14403,missing," 9,216",4162,£7123,6493,8722,13686,-999
31/08/2021, fantasy ,audiobook,English, STAPLED , Ya ,MACMILLAN,no,1ST,NA,,Long-Tail,0-5,americas,canada, YES ,13822,NA,13185,£7871,18505,5514,NaN,6457,"19,229",£26
"Jan 13, 2023",sci-fi,ebook,FRENCH,NA,ADULT,simon & schuster,NaN,revised,no,yes,missing,0-5,missing,UK,NaN,"11,969",missing,"12,312",4263,16594,8248,NaN,missing,£16541,17540
03/02/2024,history,ebook,NaN, glue ,adult,macmillan,NO,NA,no,no,TOP-100,13-17,asia,Uk,yes,5833,10623,2298,16960," 8,197",,£3209,NA,11430,14632
2024-01-30,Thriller,ebook, German ,stapled,children,MACMILLAN,yes,1st,NO,no,long-tail,18+,Europe,missing,No,NaN,14968,10867,£5737,19901,7973,NaN,44,15458,10810
19/01/2023,SCI-FI,-999,japanese,Glue,ya,harpercollins,YES,3rd, no ,no,-999,13-17,OCEANIA,UK,Yes,1074,£1374,"15,637",16442,11219,15856,£9398,17712,"13,201",-999
29/01/2024,romance,,english,stapled,children,Harpercollins,yes,3RD,no,yes,long-tail,0-5,AFRICA, Canada ,NO,missing,"13,864",446,"12,619"," 7,211","10,690",3328,missing,£11595,NaN
2021-10-24,history,PAPERBACK,-999,Glue,ya,Penguin,no, 3rd ,no,no,long-tail,13-17,OCEANIA,japan,no,13702,NA,£10315,1543,6526,-999,8036,7957,17010,13957
2021-04-25,sci-fi,audiobook,SPANISH,-999,Children,missing,no,2nd,missing,no,NA,0-5,Europe,canada,NO,£9438," 1,184",10649,£17864,NaN," 1,986",NaN,NA,13513,missing
18/05/2024,HISTORY,ebook,French,sewn,adult,penguin,Yes,-999,No,NaN,, 13-17 ,ASIA,,,NaN,1248,£17726,17876,£11670,13748,18142,18886," 9,607"," 2,804"
31/05/2022,sci-Fi,AUDIOBOOK,japanese,glue,Adult,SIMON & SCHUSTER,yes,REVISED,no,yes,LONG-TAIL,0-5,ASIA,canada,missing,6579,£6760,3843,17079,,3622," 1,365",5147,7188,11389
2021-01-01, sci-fi ,ebook,english,GLUE,adult,penguin,no,3rd,yes,Yes,TOP-100,6-12,,canada,No,-999,4010,£7547," 1,456",missing,10378,2547,11733,16413,£8217
2021-07-04,Romance,Ebook, spanish ,SPIRAL,NA,penguin,yes,2nd,yes,Yes,long-Tail,6-12,oceania,japan,YES,£7002,"19,933",2371,6256,3539,£16137,£7810,NA,£18507,NaN
2024-12-26,Fantasy,Paperback, japanese ,spiral,NA,Harpercollins, yes ,1st,no,yes,NA,0-5,africa,Canada,no,£5324,£18663,£9457,11459,13772,5123,3515,5690,NaN,14830
2022-08-17,fantasy,Ebook,spanish,glue,ya,macmillan,yes,2nd,yes,no,top-100,13-17,Europe,JAPAN,yes,£16654,"13,843",13347,6868,NA,£5563,11546,17370,£7998,15056
05/08/2023,THRILLER,paperback,German, sewn ,CHILDREN,macmillan,No, 2nd ,no,-999,top-10,6-12,AMERICAS,US,No,12198,£11797,7710,4061,,6642,-999,5389,415," 7,729"
09/10/2022,biography,audiobook,japanese,Stapled,ya,simon_&_schuster,No,1st,No,NO,NaN,6-12,AMERICAS,UK,yes,19828,4951,6938,,11745,£13581,4725,"16,927",19120,15083
25/06/2023,NaN,PAPERBACK,GERMAN,NA,adult,,no,2nd,no,no,top-100,0-5,missing,india,No,missing,,11056,£1814,5756,2543,"14,484",7981,6134,12500
22/02/2021,Sci-Fi,Ebook,spanish,SPIRAL,ya,harpercollins,YES,missing,NO,yes,LONG-TAIL,0-5,oceania,CANADA,no,2368,3264,3842,17905," 7,850","12,218",14615,4733,1582," 6,204"
"Aug 22, 2023",-999,paperback,english,-999,ya, harpercollins ,NO,3rd,yes,NO,long-tail,13-17,EUROPE,-999,no,1169,£5025,3097,10561,18710,£11588,NaN,6159,9237," 6,920"
2024-01-11,THRILLER,missing,SPANISH,GLUE,YA, harpercollins ,yes,3RD,yes,no,Top-100,0-5,americas,CANADA,no,"16,781","17,722",,£2298,£7072,2613,14233,6459,11948,£7517
14/01/2022,NaN,audiobook,German,GLUE,Adult,HARPERCOLLINS,YES,-999,Yes,No,top-100,6-12,AFRICA,missing,-999,£18978,11464,10907,7853,1513,"12,532",2458," 2,636",7193,£8795
2021-01-30, romance ,hardback,english,NaN,YA,penguin,yes,3RD,No,NO,long-tail,0-5,africa,UK,no,4533,7476,492,£9729,£6187,"14,219","13,142",NaN,19165,16578
2022-12-12,history,Audiobook,english,stapled,CHILDREN,harpercollins,Yes, 3RD ,yes,no, Long-Tail ,0-5,Africa,JAPAN,no,2587,290,"15,643",41,226,4020,10444,14077,17216,£17969
2023-08-18,biography,paperback,french,STAPLED,ya,simon_&_schuster,No,2nd, No ,YES,top-100,0-5,africa,INDIA,NA,£3790," 9,613",17787,missing,," 3,411",£7098,£7531,"10,775",15874
NA,HISTORY,paperback,Spanish,GLUE,adult,simon&Schuster,YES,3RD,yes,Yes, long-Tail ,18+,americas,us,YES,16632,£7029,15430,NaN,2913,2428,   769,"19,452",11967,11211
04/04/2023,fantasy,paperback,spanish,Stapled,adult,missing, YES ,3rd,Yes,yes,Top-10,6-12,africa,UK,yes,16410,"19,522",8577,"15,959",,NA,4476,17841,£8134,NA
"Jan 17, 2022",fantasy,ebook,german,glue,children,Harpercollins,no,2ND,no,-999,top-100,NA,europe,uk,no,8540,5493,£13758,8428,7202,16618,8536,3992,2872,-999
2024-11-21,biography,paperback, french ,glue,children, simon & schuster ,No,revised,,yes,missing, 13-17 ,-999, Us ,No,6568,£11268,13265," 1,709",16081,4962,7081,16186,£9376,11460
