 date ,Device,OPERATING SYSTEM,Processor Brand,form factor, release yr band ,market_segment,manufacturer/,CONNECTIVITY,SCREEN TYPE,energy_rating,Warranty Length,Colour,price tier,user profile,UPGRADE ELIG,PRICE £,ramGb,Ssd Gb,Battery Mah,weightG, ports ,CPU GHZ,gpu tflops,launch_score,Units Sold K
15/08/2024,server,IOS,amd,ultrabook,2021-23,consumer,apple,Bluetooth,Oled,b,2y,black,FLAGSHIP,STUDENT,NO,344,    48,NA,13777,5914,16903,18407,-999,2409,NaN
"Mar 12, 2021",Tablet,WINDOWS,Amd,NA,2015-17,gaming, hp ,NA,lcd,B,NaN,Blue,MID-RANGE, Professional ,Yes,£11680,6466,12443,£4148,NaN,6747,10760,17353,£11992,"12,457"
18/12/2021,drone,ANDROID, amd ,missing,2015-17,education,,Bluetooth,e-ink,d,NaN,black,mid-Range,,NO,13773,"13,645",6886,17102,£6267,£13607,5696,£16883,£9956,£11943
25/04/2024,Laptop,Chromeos,,desktop,<2015,Education,dell,bluetooth,-999,a,1y,SILVER,budget,GAMER,Yes,11386,3597,£18975,   342,18674,-999,,missing,13379,£10203
missing,SMARTPHONE,-999,intel,ULTRABOOK,2024+,education,acer,BLUETOOTH,LCD,c,NO WARRANTY,silver,MID-RANGE,PROFESSIONAL,Yes,£1087,-999,-999,10218,810,£18107,£9276,9814,£1725,£10182
2024-09-17,Tablet,NaN,qualcomm,-999,2024+,consumer,dell,Bluetooth,Mini-Led,c,5y,NA,Budget,professional,No,NA,£6441,-999,19308,"19,017","11,633",2478,NA,£71,NaN
2021-10-06,DRONE,linux,-999,desktop,<2015,education,NA,BLUETOOTH,Mini-Led, d ,2y,Blue,premium,STUDENT,No,7155,missing,19782,missing,14056,19691,£16394,NaN,£14083,1797
28/01/2022,drone,Linux,NA,2-IN-1,2021-23,gaming,apple,5g, OLED ,B,3Y,silver,premium,CREATOR, yes ,3573," 1,274",12531,6460,missing,£13066,10971,£119,"15,170",11272
2021-04-13,Smartphone,Chromeos,APPLE,mini_pc,2015-17,enterprise,dell,Wi-Fi,-999, B ,NA,grey,Flagship,creator,no,"12,179",9865,14205,9899,5014," 9,262"," 4,574",-999,12077,£909
19/11/2024,Robot,NaN,apple,2-In-1, 2024+ ,GAMING,NaN,Bluetooth,E-Ink,,5Y,Black,,student,no,7202,13799,16,924,19161,NaN,missing,3467," 5,655",£11390
18/06/2023,smartphone,ANDROID,AMD, desktop ,<2015,gaming,Acer,wi-fi,Lcd,a,1Y,grey,flagship,creator, no ,8249,£7802,NaN,NaN,"14,909",10360,13834,9603,13559,13853
2022-03-14,server, linux ,Intel,Desktop,2015-17,consumer,asus,ETHERNET,lcd,D,missing,white,mid-Range,professional,missing,11491,11914,19343,18972,"17,583",NaN,18824,18199,NA,522
2021-11-15,SMARTPHONE,linux,NA,2-in-1, 2015-17 ,CONSUMER,lenovo,ETHERNET,LCD,c,NA,grey,flagship,student,yes,8142,£12033,13122," 1,439",5341," 9,721",missing," 5,603",£3871," 3,003"
13/09/2022,Robot,macos,intel,Ultrabook,2024+,enterprise,apple,bluetooth,oled,d, NO WARRANTY ,silver,BUDGET,gamer,no,£15548,NaN,£7220,8690,3578,£9018,5932,   654,£8592,482
2021-12-04,SMARTPHONE, android ,INTEL,2-in-1, 2024+ ,enterprise,ACER, ETHERNET ,LCD,A,NA,Silver,flagship,PROFESSIONAL,NA,1338,£4380,,1425,£329,16268,4217,11540,9335,11432
2022-10-19,TABLET,chromeos,qualcomm,DESKTOP,missing,education,lenovo,Wi-Fi,mini-Led, a ,3y,BLUE,mid-range,GAMER,yes,2976,13342,7643,NA," 7,091"," 8,535","15,157"," 7,420",£15336,12013
2023-07-13,smartphone,chromeos,Amd,2-In-1,2018-20,gaming,Hp,bluetooth,oled,c,2y,white,Budget,Professional,-999,£15590,18716,10638,12823,15437," 1,505",£8117,9545,15662,16064
"May 05, 2022",Tablet,chromeos,apple,DESKTOP,<2015,consumer,acer,5G,e-ink, B ,3y,blue,flagship,PROFESSIONAL,yes,5880,£11012,£9964,278,10097,19,"19,729",7425,NaN,£12454
23/03/2024,smartphone,linux,AMD,ULTRABOOK,2024+,Gaming,dell,Bluetooth,oled,-999,2y,white,-999,Creator,YES,9673,7763,,"14,041",3378,8148,"15,492",missing," 1,814",£8884
NaN,tablet,NA,Apple,missing, <2015 ,consumer,Hp,wi-Fi,LCD,B,2y,silver,premium,STUDENT,NaN,NaN," 5,281",4062,14888,12734,£13003,£15456,19608,"13,873",NA
2024-03-25,drone,windows,qualcomm,missing,2024+,-999, DELL ,BLUETOOTH,missing,c,-999,GREY,premium, Creator ,no,,-999,missing,missing,"16,732","12,999",NA,14243,7126,6302
2021-10-24,tablet,IOS,Amd, mini pc ,2018-20,consumer,Asus,ETHERNET, LCD ,B,noWarranty,silver,flagship,student,No,16303,,£13478,-999,5771,"14,700",NA,6856,missing,£1567
2023-09-29,server,android,Apple,NaN,2015-17,consumer,Asus,ethernet,oled,D,3y,SILVER,Mid-Range,professional,no,7838,6444,9403,,1634,,18022,502,,12419
2024-08-16,server,linux,Apple,ultrabook,2021-23,CONSUMER,asus,5g,missing, b ,1y, Blue ,-999,,no,,15996,4206,7617," 2,479",12150,3274,16097,9864,4067
10/12/2023,TABLET,android,apple,2-In-1,<2015, education ,asus,bluetooth,e-ink,B,5Y,WHITE,PREMIUM,PROFESSIONAL,yes,816,5171," 5,576",7933,£652,£444,"12,066",missing,3325,£7791
"Dec 29, 2022",Tablet,chromeos,apple,2-In-1,<2015,gaming,Apple,bluetooth,OLED,NaN,5y,GREY,premium,professional,no,15690," 3,568",6677," 5,780",,,-999,7788,"19,916",879
03/06/2024,smartphone,macos,missing,Ultrabook,2024+, Gaming ,-999,NA,e-Ink,,1y,SILVER,mid-Range,student,NA,missing,,4792,£1299," 5,239",13306,17432,£1631,10167,18920
2023-12-31,NA,Linux,apple,mini_pc,2018-20,education,Apple,NaN,mini-led,b,1y,BLACK,,Student,yes,£10111,9013,9545,"17,776"," 7,520",£18227,£5295,676,4780,£15310
03/07/2022,TABLET,missing,AMD,desktop,2018-20,enterprise,lenovo,bluetooth,E-INK,A,noWarranty,black,Budget,gamer,yes,16868,9786,NA,17163,NaN,4856,17538,16117,£3623,   900
2021-01-03,tablet, android ,AMD,2-in-1,2021-23,enterprise,APPLE,WI-FI,e-ink,a,NO WARRANTY,grey,budget,student, yes ,NaN,8711,missing,17870,15899,,15092,9437,"18,558",6025
05/06/2021,DRONE,linux,amd,ultrabook,2015-17,NaN, asus ,Ethernet,lcd,B,,GREY,mid-Range,professional,no," 4,717",13760,10113,11776,15782,,16781,16051,£19835,£19570
2021-09-11,smartphone,ios,intel,miniPc,,NaN,dell,5G,E-INK,C,5Y,blue,NA,student,No,£6647," 4,467",6161,16238,9356,18327,16488,"16,922",17113,3215
12/05/2023,NaN,WINDOWS,intel,desktop,2024+,ENTERPRISE,acer,Ethernet,Lcd,c,3y,BLUE,mid-range,STUDENT,NA,"17,573",2019,16315,£16086,"16,230",missing," 3,874","18,768",10934,£12635
08/10/2024,Tablet,chromeos,,ultrabook,2018-20,education,NA,-999,oled,A,5y,Silver,mid-Range, STUDENT ,missing,5597,16494,£14946,7345,£17886,£10518,11031," 9,146",15640,"18,503"
11/01/2021,robot,android,apple,mini pc,2015-17,GAMING,apple,5g,mini-led,C,2y,GREY,Premium,Gamer,NA,13830,-999," 5,164",NA,£4022,10111,1715,12176,18160,missing
19/03/2021,server, CHROMEOS ,NaN,mini pc,<2015,Gaming,Lenovo,Wi-Fi,mini-led,a,3y,black,budget,Professional,yes,NaN,7383,3343,12910,18386,missing,203,"15,941",11114," 2,605"
02/09/2021,-999,MACOS,apple,Desktop, <2015 ,NA,Asus,Ethernet, lcd ,b,2y,blue,budget,Professional,yes,£12599,15169,-999,6693," 5,835",8685,17667,missing,13823,NaN
09/08/2024,laptop,android,Amd,NaN, 2024+ ,enterprise,hp,5g,E-Ink,D,5y,silver, FLAGSHIP ,gamer, No ,NaN,£2010,704,13691,688,13498," 5,198",13158,521,£12765
15/10/2023,smartphone,macos, qualcomm ,mini_pc,2015-17,consumer,lenovo,Ethernet,e-ink,,,BLUE,premium,student,no,13746,2282,4069,16990,7091,£13253,£12949,,385,2659
30/06/2023,drone,Linux,APPLE,2-in-1,2015-17,gaming,lenovo,bluetooth,OLED,D,2y,blue,premium,CREATOR,yes,11275,4462,17683,8934,17567,£8470,3600,,11502," 7,978"
26/03/2024,robot,Windows,Amd,Ultrabook,<2015, consumer , dell ,5g,LCD,B,3y,,mid-range,Professional,yes,2524," 3,171"," 8,729"," 9,616",16241,NA,8187,NaN,5009,NA
08/12/2021,Smartphone,Windows,intel,NaN,2018-20,enterprise,hp,,oled,d,3y,NA,budget, professional ,,12874,10176,7325,1295,4643,2917,17163,£16628,"11,501",13517
,ROBOT,MACOS,amd,ULTRABOOK,2024+,,apple,Ethernet,,b,5y,silver,budget,student,no,£13106,£19664,701,£19722,£1752,"14,608",NaN,£11350,NaN,"16,157"
21/04/2024,-999,chromeos,AMD,desktop,2024+,enterprise,asus, 5g ,e-ink,a,NO WARRANTY,BLACK, FLAGSHIP ,professional,no,12389,"19,235",19151,7867,12871,£18866,3507,£18069,19656,
2023-09-27,smartphone,android,apple, desktop ,2024+, education ,APPLE,bluetooth,oled,c,1Y,-999,budget,gamer,no,9276,£14372,£4477,"17,356",1863,16899,1116,1740," 6,028",5287
30/11/2024,Robot,NaN,NaN,Desktop,2018-20,education,DELL,ethernet,oled,c,1y,white,premium,CREATOR,NaN,15147,973,16822,"14,908",missing,,£4482,£1321,987,11408
2023-05-08,SMARTPHONE,Linux,NA,Mini Pc,missing,gaming,hp,5g,oled,,2y,grey,MID-RANGE,,-999,£6650,12563,17034,NA,16102,5464,3316,12579,NA," 7,281"
09/12/2024,drone,NaN,NA,-999,2018-20,GAMING,Dell,Bluetooth,mini-led, D ,3y,grey,budget,professional,NO,£5517,12597,2822,1880,1155,12809," 5,223",1698,19688,4191
2021-12-11,Robot, chromeos ,qualcomm,Desktop,<2015,education,dell,ethernet,E-Ink,c,3y,White,budget,professional,YES,1775,6501,,17982,16299,5292,10854,£2010,"14,925",7304
13/01/2021,Drone,linux,intel,Mini Pc,2021-23,Gaming,Lenovo,ethernet,E-Ink,b,3y,silver,premium,gamer,yes," 6,121",5220,5665,18396,8825,15406,"19,708",-999,10284,
08/04/2024, tablet ,macos,amd,Mini Pc,2015-17,consumer,asus,-999,Lcd,c,noWarranty,white,flagship,student,NaN,18498,14886,-999,17573,10096,7096,£5208,£16444,£14475,12206
05/08/2021,server,android,Apple,missing,<2015,consumer,apple,ethernet,mini-led,A,No Warranty,white,premium,gamer,yes,17981,11099,4507,2388,15746,NA,£14937,3714," 7,840",19122
missing,SMARTPHONE,linux,qualcomm,2-in-1,<2015,NaN,Apple,bluetooth,lcd,a, 2y ,Grey,Mid-Range,creator,No,NaN,17444,8668,18831,NaN,1643,"14,600",17732,£16618,9066
08/03/2022,drone,-999,intel,mini_pc,2015-17,enterprise,ACER,5g,e-Ink,d,noWarranty,blue,mid-range,Creator,Yes,£15931,"17,166",missing," 1,324","18,390",£16578,£1382,15365,14886,19533
2024-03-13,tablet,CHROMEOS,INTEL,2-IN-1,2024+,-999,Hp,5G,lcd,b,2y,blue,Premium,PROFESSIONAL, no ,5891,9926,5718," 2,230",340,12251,913,2111,165," 8,175"
2023-09-30,laptop,NaN,intel,ultrabook,<2015,Gaming,asus,NaN, lcd ,d,1y,BLUE,premium,gamer,YES,2199,6680,6614,8129,16153,3063,728,16924,7411,£7792
07/06/2021,smartphone,macos,amd,ultrabook,2018-20,EDUCATION,asus,ETHERNET,Oled,c,3y,black,-999,gamer,yes,,29,"13,091",16354,8109,16805,8065,-999," 2,329",£17087
2024-01-24,tablet, Macos ,Amd,mini_pc,2024+,NaN,NaN,bluetooth,e-ink,NaN,5y,blue,PREMIUM,STUDENT,no,-999,14538,11476,"15,825",6603,12272,NA,missing,14142,"13,415"
01/06/2024,missing,ios,qualcomm,ultrabook,2024+,enterprise,DELL,bluetooth,mini-led,D,-999,NA,flagship,NaN, no ,8712,-999,9500,12098,£18222,11935,NaN,16535,£12926,10186
13/03/2021,tablet,ios, qualcomm ,missing,2021-23,GAMING,HP,bluetooth,oled,C,1Y,grey,budget,professional,,£8730,"12,752",13694,3403,18216,6716," 2,218",18136,   572," 4,319"
07/06/2021,DRONE,missing,qualcomm,mini_pc, 2021-23 ,EDUCATION,apple,ethernet,lcd,C,No Warranty,BLUE, flagship ,student,Yes,NA,14105,14752,,-999,13379,NaN,1353,16283,19787
2022-06-23, server ,WINDOWS,intel,mini_pc,2018-20,Consumer,ASUS,wi-fi,e-Ink,d,3y,silver,-999,PROFESSIONAL,yes,"17,489",£2766,16398,missing,£7740," 5,898",15532,"18,892",6657,NA
-999,LAPTOP,Linux,apple,MINI PC,<2015,Education,NA,5g,oled,NA,5y,Grey,flagship,NA,no,£2988,6565,£14429,12499," 3,334","13,113",2977,£19408,18133,18348
"Apr 21, 2022",TABLET,missing,Amd,Mini Pc,2015-17,EDUCATION,asus,5g,lcd,d,2Y,grey,mid-range,STUDENT,no,3599,2969,102,"19,584","12,004",NaN,17276,9642,916," 4,533"
17/04/2022,robot,Android,intel, ultrabook ,<2015,consumer,missing,bluetooth,mini-led,B,no warranty,grey,budget,NA,no,"14,775",3301,£1945,9405,12123,15845,6641,£11558,18169,14546
2023-11-24,Smartphone,android,intel,desktop,2018-20,consumer,apple,Wi-Fi,E-INK,c,2y,black,budget,PROFESSIONAL,yes,12744,£2343,"13,085",9831,13194,2297,3052,15676,8724," 8,859"
2023-01-25,DRONE,chromeos,INTEL,mini pc,2024+,consumer,dell,,mini-Led,d,2y,Silver, BUDGET ,missing,yes,18612,NA,"14,459",£17586,13068,14869,19221,NA," 5,723",2461
05/06/2024,laptop,android,qualcomm,ULTRABOOK,NaN,EDUCATION,DELL, 5G ,E-Ink, d ,missing,WHITE,Mid-Range,professional,No,15842,£12552,608,12284,,6874," 8,519",9086,3634,NA
missing,drone,linux,,ultrabook,missing,-999, Lenovo ,5G,mini-led,D,2y,BLACK,mid-Range,CREATOR,yes,18135,£6446,"13,515","17,204",8929,17949,3380,958,17793,"15,091"
09/05/2023,,,AMD,missing,2024+, Education ,Lenovo,-999,LCD,b,1y,Black, budget ,gamer, yes ," 2,877",£8621,"16,712",-999,786," 2,738",2741,18593,560,"10,974"
2022-02-18,robot,windows,-999, miniPc ,2024+,education,HP,WI-FI,oled,B,1Y,blue,budget,Student,no,6665,,missing,19302,16745,8996,NA,18755,3779,NaN
,-999,-999,QUALCOMM,ultrabook,2015-17,ENTERPRISE, APPLE ,WI-FI,oled,B,1y,white,budget,gamer,no," 3,461",-999,13196,£13587,-999,"16,869",12308,£14600,£3655,14742
26/10/2021,ROBOT,Chromeos,apple,Desktop,2015-17,Consumer,asus,missing,NaN,d,NA,grey,mid-Range,creator,Yes,11944,,6754,18632,£15715,£19607,"16,405",,missing,£12266
-999,SERVER,Android,apple,2-IN-1,2015-17,enterprise,Apple,Ethernet,e-ink,C, 5y ,blue, flagship ,Student,yes,£14747,9740,2557,1202,17949,8837,4746,missing,18817,NaN
NaN,ROBOT, WINDOWS ,intel,ultrabook,2018-20,Gaming,asus,bluetooth,Lcd,D,5Y,blue,mid-range,NA,no,5034,£6629,,17148,19655,13389,-999,13743,£8090,£9450
2024-05-12,tablet,android,amd,DESKTOP,2021-23,consumer,ASUS,5G,oled,-999,5y,Black,premium,creator,no,18567,9955,£9261,£6704,7798,1675,£16831," 6,445",5923,3545
"Jul 28, 2021",tablet,macos,Amd,2-in-1,2021-23,enterprise,apple,, e-ink ,c,1y,white, Flagship ,professional,yes,5255,5194,19872,15639,1020,5745,£17464,14197,12184,16927
NA,robot,ios,amd,desktop,2021-23,enterprise,asus,WI-FI,lcd,B,noWarranty,black,PREMIUM,-999,No,12964,13201,11073,13898,4161," 5,307",5713,"13,559","18,367",£13992
12/12/2023,smartphone,macos,INTEL,Mini Pc,NA,gaming,ACER,5g,oled,c, 2Y ,silver,flagship,Gamer,no,NA,5398,15694,9820,12516,6072,10737," 1,853",9718,
2024-05-23,tablet, linux ,QUALCOMM,ultrabook,2015-17,Education, acer ,5g,lcd, b ,3y,NaN,MID-RANGE,GAMER,yes,13532,,16805,£16378,10323,17262,9791,16494," 7,777",£16843
"Dec 03, 2022",-999,windows,Amd,desktop,2024+,CONSUMER,lenovo,5g,e-ink,a,3y,grey,mid-range, professional ,yes,,£12257,NA,8032,"15,088",7888,5507,14452,,17333
2021-07-03,tablet,Chromeos,Amd,Ultrabook, 2018-20 ,enterprise,HP,5G,oled,c,1y,blue,mid-Range, gamer , no ,11243," 2,635",£919,2845,582,£10214,£19291,4597,-999,£17612
06/01/2021,laptop,LINUX,NaN,2-In-1,2021-23,missing, APPLE ,WI-FI, lcd ,A,3y,grey,Premium,Gamer,yes,6942,,-999,8372,5502,£16190,-999,3774,NA,11020
17/12/2022,Tablet,chromeos,intel,miniPc, 2021-23 ,enterprise,DELL,wi-fi,mini-led,c,2y,NA,Flagship,Gamer,,4063,16263,,18909,," 6,280",NaN,10374,-999," 7,153"
07/06/2022, Smartphone ,linux,apple, mini_pc ,2024+,enterprise,lenovo,ethernet,e-ink,a,2y,White,NA,creator,yes,£6695,£6853,34,13877,5934,18117,2444," 7,156",£6861,£16765
2023-04-14,Server, Chromeos ,AMD,MINI PC,<2015,NA,dell,bluetooth,oled,NA,1y,,budget,Creator,yes," 7,485",£19567,6304,"15,328",5206,19213,16497,17536,13838,15551
14/02/2022,server,Android,amd,2-in-1,2024+,gaming,Acer,5g,mini-led,B,2y,blue,premium, creator ,yes,14844,19217,8984," 6,329",14209,15043," 5,656",9606," 5,222",5689
"Apr 13, 2023",Laptop,windows,apple,mini_pc,2018-20,ENTERPRISE,ASUS,ethernet,NA,d,5y,silver,BUDGET,creator,yes,19698,3846,£16269,2443,NA,-999,2909,£896,£16593,13425
05/07/2024,laptop,Chromeos,intel,ultrabook,-999,,Acer,5g,e-ink,B, noWarranty ,white,mid-Range,student,yes,"13,939",£19697,"16,493",£6462,4064,1213," 2,325",13949,7721,   501
2023-12-23,SMARTPHONE,ios,apple,Mini Pc, <2015 , GAMING ,hp,Wi-Fi,oled,D,1y,,budget,professional,missing,"11,514",9254,-999,4257,missing,12152,17017,13825,£627,£7265
2024-11-11,smartphone,Linux,qualcomm,mini pc, 2024+ ,consumer,Hp,bluetooth,e-ink,,NA,BLUE,mid-Range,STUDENT,No,15195,12555,£9520,14524,11238,£19777,2322,18597,1125,6020
2024-07-17,Drone,Chromeos,qualcomm,mini_pc,2015-17,gaming,apple,wi-fi,e-ink,c,3y,silver,budget,Gamer,yes,8808,3124,missing,£15273,17159,-999,£9614,15666,19062," 3,854"
26/02/2023,smartphone,ANDROID,qualcomm,miniPc, 2024+ ,consumer,ASUS,ethernet,,c,5y,BLACK,premium,gamer,yes,1021," 7,372",17671,-999,," 1,317","14,686",11554,7861,9883
2021-01-22,laptop,Chromeos,intel,DESKTOP,2024+,-999,lenovo,BLUETOOTH,e-Ink,D,3Y,Silver,Flagship,student,YES,2954,18336,9624,15257,£12475,£5851,17303,18773,5150,1895
06/06/2021,SERVER,macos,amd,NA,<2015,GAMING,dell,WI-FI,E-INK,C,No Warranty,Blue,mid-range,gamer,no,11808,£994,£12272,13719,£13030,9307,NA,"16,181",18176,NaN
2022-05-28,tablet,chromeos,intel,miniPc,2024+,missing,Hp,BLUETOOTH,mini-Led,b,5y,NaN,MID-RANGE,creator,no,9952,2744,NA,-999,NA,3952,1752,"19,607",-999,"15,565"
15/05/2021,-999,Windows,amd,ultrabook,NaN,enterprise,apple,bluetooth,mini-led,d,noWarranty,white,budget,gamer,NO,9869,£8385,-999,17264,,12309,"13,046",2409,18228,NA
missing,LAPTOP,linux, intel , 2-in-1 ,2021-23,Enterprise, acer ,Bluetooth,Oled,a,3Y,GREY,premium,creator,yes," 7,934",11200,15582,96,16378,13525,1281,£16247,18494,"16,949"
2024-07-17,laptop,chromeos,apple,2-in-1,2024+,missing,lenovo,ETHERNET,e-ink,D,-999,black,Flagship,gamer,no,NaN,16949,£3760,5965,missing,"16,869",NaN,3222,15596," 7,749"
2024-11-17,server,WINDOWS,qualcomm,ULTRABOOK,2024+, consumer ,lenovo,WI-FI,oled,d,2y,grey,budget,student,-999,£361,,3165,£19330,£19113,493,4671,15688,2450,19311
2024-07-20,drone,ios,,ultrabook,-999,Gaming,dell,wi-fi,MINI-LED,a,No Warranty,-999,mid-range,GAMER,No,4144,£1331,2128," 4,953",854,-999,11538,11691,£4196,£18802
2024-05-10,-999, ios ,intel,Ultrabook,2024+,gaming,asus,WI-FI,oled,C, 5y ,silver,mid-range,gamer,No,    85," 1,803",9837,£15675,988,NA,"16,535",13547," 1,673",£3328
2022-05-03,Robot,linux, QUALCOMM ,ultrabook,2021-23,EDUCATION,apple,ethernet,oled,b,-999,BLUE, budget ,professional,YES,8998,7124,2495,"10,619",11494,£7164,-999,8511,NaN,792
"Apr 29, 2022",tablet,NA,Intel,ultrabook,2018-20,GAMING,Asus,ethernet,Oled,a,5y,silver,premium,CREATOR, No ,£2261,"14,608",8990,£9852,9296,9152," 1,617",,5083,15555
"Feb 11, 2023",Laptop, linux ,Amd,2-in-1,2015-17,Consumer,apple,ethernet,E-Ink,-999,no_warranty,blue,Premium,student,no," 3,352",£5601,NA,NaN,missing,2243,,6689,NA,16249
23/02/2023,server,windows,Intel,MINI PC,<2015,Gaming,,BLUETOOTH,oled,A,5Y,silver,mid-range,Gamer,-999,missing,5831,£1809,NaN," 7,218",8634,3155,"16,751",3257,8209
2023-11-26,Tablet,ios,INTEL,ultrabook,<2015,Enterprise,ASUS,wi-Fi,, b ,2y,BLUE,FLAGSHIP,NA,no,5192,9240,4507,£14945,9318,,5352,5165,3638,10721
12/07/2024,SERVER,linux,intel,NaN,2015-17,consumer,Dell,Bluetooth,lcd,a,No Warranty, black ,mid-range, creator ,no,"17,252",£3303,17602,16685,18659,4361,£6387,5493,£2250,£15013
2022-10-31,NA,LINUX,Intel, ULTRABOOK ,<2015,enterprise, hp ,Bluetooth,,d,3Y,Black,Budget,gamer,YES," 3,687",missing,"15,808",NA,4759,-999,4425,-999,14875,£19893
"Jan 15, 2022",robot,linux,Qualcomm, ultrabook ,2015-17,GAMING,Dell,wi-fi,oled,C,3Y,NA,PREMIUM,Gamer,no,£19199,£3771,"17,316",1791,£6859,1723,15117,NaN,£11562,13080
2021-11-01,Tablet,LINUX,Apple,2-in-1,2024+,GAMING,Apple,5G,Lcd,D,2y,silver,MID-RANGE,student,No,19899,£4761,£13629,£7197,£7286,missing,7830,13659,NaN,£10882
17/11/2022,LAPTOP,chromeos,qualcomm,ultrabook,2024+,Education,dell,Ethernet, Lcd ,b,1y,grey,BUDGET,NaN,yes,missing,16238,8454,3642,NaN,-999,£17683,5293,9508,£8362
06/09/2022,robot,android,NaN,Desktop,<2015,consumer,acer, 5G ,lcd,,missing,white,premium,Creator,yes,12847,"10,573",missing,11667,18510,12941,2935,13677,16818,18395
2024-05-08,server,windows,amd,Desktop,NA,CONSUMER, acer ,Ethernet,lcd,d,3y,, mid-Range ,creator,No,11153,8962,15036,11615,13047,4345,,£4550,13274,£15704
2024-11-29,Smartphone,NaN,missing,ULTRABOOK,NaN,education,acer,wi-fi,missing,C,2y,grey,NaN,CREATOR,yes,7980,"16,622",3956," 6,244",19015,10178,986,"11,258",13899,15166
15/03/2021,Smartphone,linux,AMD,2-in-1,2024+,education,DELL,-999,lcd,c,5Y,GREY,budget,creator,YES,£15749,"17,152"," 4,670",£4800,11239,2872,,£10046,5608,15345
NA,Laptop,NA,intel,miniPc,2015-17,consumer,acer,wi-fi,Mini-Led,d,3y,silver, mid-Range ,professional,yes,7174,£3113,9337,7154,£3366,,6611,261,£2997,NA
2021-06-19, SMARTPHONE ,ios,amd,NA,2018-20,enterprise,HP,ethernet, oled ,missing,5y,Black,flagship,Professional,No,4255,10549,£2798,-999,£17826,8478,4099,15775,7161,4344
11/05/2023,smartphone, chromeos ,apple, 2-in-1 ,2015-17,consumer,apple,Wi-Fi,E-Ink,c,5y,Black,budget,PROFESSIONAL,no,428,19405,NA,-999,15836,17781,2543,NaN,13818,17192
2024-03-31,Server,NA,intel,MINI PC,<2015,enterprise,apple,Ethernet,E-INK,D,no_warranty,Black,mid-Range,gamer,Yes,2746,15916,£2052,333,£11076,5019,,2046,10111,
2023-07-24,-999,android,apple,-999,2015-17,Consumer,dell,wi-Fi,Lcd,C,1y, white ,premium,CREATOR,NaN,8294,"14,206",5975," 9,836",NA,£1008,13035,5137,5158,£8321
17/05/2023,robot,ios,QUALCOMM,Desktop,2015-17,education,Dell,5g,Oled,a,1y,WHITE,MID-RANGE,Gamer,NO,£14146," 4,371",-999,£19040,missing," 8,342",9221,16356,6546,4656
2023-07-29,ROBOT,CHROMEOS,intel, Ultrabook , 2018-20 ,consumer,NaN,5g,e-ink,,NO WARRANTY,Blue,premium,missing,no,11582,"18,566",10168,10211,NaN,8680,19986,-999,15592,£10476
NA,Drone,macos,-999,mini_pc,2015-17,enterprise,NaN,ethernet,MINI-LED,-999,, white ,premium, creator ,Yes,£8087,-999,"18,010",NaN,£4086,£10143,14474,4172,   389,NaN
14/04/2022,Server, ios ,apple,mini pc,-999, consumer ,asus,5g,LCD,d,5y,Silver,,gamer,NO,missing,4929,   362,£5512,13722,£6227,768,£8418,6565,£10697
2022-12-15,Server,NA,amd,ULTRABOOK,2021-23,gaming,dell,ethernet,,B,missing,SILVER,premium,NaN,yes," 6,027",6534,£9333,13686,6558,£12560,£10142,12908,17495,3993
missing,drone,Linux,amd,desktop,2021-23,consumer, Acer ,wi-Fi,Oled,b,no warranty,white,NaN, professional ,yes,£3894,missing,7800,£7788,18277,£11122,"19,184",17713,2389,17716
"Jul 09, 2024",Smartphone,,intel,miniPc,2024+,consumer,acer,bluetooth,NaN,a,5y,GREY,flagship,PROFESSIONAL,No," 5,745",NA,NA,18634,"17,335",8907,NaN,"17,848",£19571,15059
"Apr 05, 2023",SERVER,Chromeos, intel ,ULTRABOOK,2015-17,CONSUMER,apple,ethernet,E-INK, b ,3y,white,MID-RANGE, professional ,Yes,,£10016,259,missing,NA,13283,£13645,NA," 3,946",5203
15/12/2023,TABLET,android,apple,ultrabook,<2015,consumer,lenovo,wi-fi,lcd,NA,2Y,White,premium,creator,no,2731,NA,£1689,,9337,9800,4327,9162,5203,NA
2024-05-21,server,LINUX,-999,mini pc,2024+,consumer,dell,wi-Fi,oled,b,2y,Silver,mid-range,NA, YES ,NA,"17,224",,4195,,17713,14262,11491,12072,7084
2023-02-05,server,missing,Amd,Mini Pc,2015-17,enterprise,hp,5g,Mini-Led, B ,3y,NA,mid-Range,creator,no,£17425,17396,£17160,558,£11775,3244,£1824,2117,11682,£7787
2024-04-02,Robot,linux,QUALCOMM,DESKTOP,2024+,Education,asus,NaN,oled,NA,-999,Blue,flagship,Student,No,NA,1082,18390,2208,1437,£17606,15265,11261,   667,672
13/10/2022,laptop, Linux ,,2-in-1,, GAMING ,apple,wi-Fi,E-INK,a, 5y ,grey,FLAGSHIP,Creator,YES,12086,£15911,5570,£11314,£10258,,11524,NaN,2889,
"Jul 28, 2021",smartphone,ios,NA,NA,2015-17,gaming,Lenovo,NaN,lcd,B,2y,SILVER, budget ,NA,Yes,17094," 5,157",8479,," 6,801",18008,10888,-999,4904,10897
04/01/2022,,,QUALCOMM,2-in-1,2015-17,missing,acer,ethernet, mini-led ,d, NO WARRANTY ,silver,premium, CREATOR ,yes,£7496,£11,13371,3724,6597,13916,NA,1961,,£14939
