date, cuisine , MEAL TYPE , dietary tag ,course, Spice Level ,servingTemp, allergen ,Protein,cooking_method,Origin Country,Occasion,packaging,organic,Fairtrade,RESTAURANT CHAIN/,calories_kcal, fat g ,protein g,carbs g, sugarG ,Salt G,Cost £,serve size g?,PREP TIME MIN,Cook Time Min
2024-03-30,Italian,Lunch,keto,starter, Fiery ,room_temp, Gluten ,chicken,raw,france,birthday,glass,NA,NO,Street Food,1284,14701,15282,£7358,missing," 1,256"," 4,663",7357,"11,323","19,835"
04/07/2023, indian ,dinner,Halal,sweet,FIERY,hot,GLUTEN,Pork,Baked,italy,birthday,PAPER,No,YES,Fast Food,14643,"15,060",£9808,£16301,9439,£1513,6548,1836,missing,12750
04/08/2023,CHINESE, Lunch ,vegetarian,DRINK,fiery,Hot,none,beef, Grilled ,mexico,formal,paper,No,yes,street food,"11,198"," 1,082",£15890,18434,missing,£8933,1060,19873,4721,"11,834"
2023-02-07,Indian,breakfast,vegetarian, Sweet ,hot,cold,fish,PORK,raw,mexico,FORMAL, compostable ,no,no,missing,19701,5229,," 5,106",£4536,-999,"16,307",7360,£15910,18293
2021-10-24,missing,LUNCH,kosher,sweet,hot,NaN,SOY,beans,NA,france,casual,compostable,YES, YES ,fine dining,7106,£8151,16810,4108,11653,£7792,18904,NaN,15253,£17289
NA,INDIAN,Brunch,halal,sweet,Mild,HOT,EGG,beef,baked,france,casual,paper,yes,yes,franchise,15162,"16,167",14974,£9558,"18,314",£5006,NA,739,5626,£16865
"May 22, 2023",chinese,dessert,vegetarian,side,hot,missing,nuts,beef,Raw,greece,BIRTHDAY,glass,no,NA,FAST FOOD,"17,249",9375,"11,344",NaN,£12042," 4,336",£12312,19695,£8062," 2,028"
2022-06-15,missing,breakfast,Halal,Drink,FIERY,hot,fish,beans,fried,GREECE,Birthday,glass, NO ,no,FRANCHISE,1621,£18943,-999,NaN,16717,missing,1107,18263,,3683
"Sep 06, 2022",Mexican,NaN,gluten-Free,DRINK,fiery,COLD,egg,beans,baked,mexico,BIRTHDAY,glass,Yes,Yes, Fast Food ,£5996,8605,"16,031",10551,£10990,2657,4444,19744,13924,"17,882"
2021-10-28,greek,-999, keto ,drink,mild,hot,gluten,,Raw,Mexico,birthday,paper,NO,yes,street food,13064,NA,£1984,4813,7154,-999,15948,10546,1458,8722
2021-03-23,Indian,Snack,vegetarian,drink,hot,COLD,none,beef,Raw, France ,holiday, Glass , NO ,yes,FINE DINING,15379,10328,1180,2260,1219,16308,5279,NaN,4404,£19097
06/10/2022,Mexican,Breakfast,vegan,side,Hot,cold,dairy,BEEF,baked,mexico,holiday, paper , yes ,Yes,FAST FOOD,18246," 8,183",,17620,"17,232",missing,8406,4677,"19,961",1457
17/11/2023,chinese,snack,NA,, hot ,Hot,gluten,tofu,-999,italy,CASUAL,compostable,yes,No,Independent,8906,£4214,£1810,,£4106,14046,15682,£7033,NA,5534
2022-08-15,missing,snack,vegetarian,side,mild, roomTemp ,NONE,NA,Grilled,Mexico,casual,missing,NaN,no,FRANCHISE,£13645,£11756,6646,19926,18127,£10144,£11913,14819,12211,NA
16/01/2022,greek, dinner ,kosher,drink,hot,roomTemp,Gluten,chicken,-999,china,birthday, PAPER ,NO,no,fast food,16289,15023," 1,378","12,305",9982,4253,18993,,6949,2459
20/01/2021,indian,LUNCH,vegan,SWEET,Hot,cold, GLUTEN ,LAMB,NA,france, casual , metal ,-999,yes,Franchise,19356,NA,18820,1146,9434,14064,2232,7252,12813,1684
2023-06-30, french ,DESSERT,kosher,side,fiery,NaN,Egg,NA,steamed,India,-999, metal ,No,yes,street_food,"17,763",18864,16936,£788,"12,546",19999,7325,8717,8260,£19400
"Dec 06, 2021",indian,breakfast,vegetarian,Main,hot,Room Temp,egg,LAMB,Baked,italy,Birthday,paper,Yes,yes,Fast Food,11101,"13,779",1964,"15,416"," 8,358",£9578,2677,7325,7552,16079
2023-07-18,indian,lunch,Keto,drink,mild,room_temp,dairy,beef,STEAMED,france,Casual,plastic,no,no,independent,15939,1365,NaN,10272,11191," 6,517",15832,19030,295,£12664
15/01/2023,French,breakfast,keto,side,NA,-999,nuts,chicken,Baked,italy,Casual, Paper ,YES, Yes ,fine_dining,£19401,18141,1075,14853,8332,NaN,"17,477",9513,17173,6592
29/11/2021,italian,breakfast,VEGETARIAN, starter ,mild,cold,fish,LAMB,Fried,india,HOLIDAY,PLASTIC,Yes,no,independent,13804,2711,"12,920",16431,8976,9104,11605,"11,877",NaN,NA
2021-10-20,chinese,Dessert,gluten-Free,starter,hot,ROOM TEMP,None,chicken,-999,missing,BIRTHDAY,,missing,no,streetFood,655,£19757,16808,£68,£3088,19354,£8803,£10824,3826,5960
2022-09-28,Chinese,NA,halal,main,medium,hot,none,PORK,BAKED,MEXICO,Formal,GLASS,no,YES,fast_food," 3,103",11194,,-999,5590,14389,,"10,708",3529,£18962
2024-05-05,italian,snack,keto,Side,NaN,Cold,dairy,-999,Baked,,Holiday,Compostable,yes,NO,fine dining,NA,6280,7489,NA,"14,581",11269,£8289,125,£12844,18797
09/07/2024,french,lunch,Vegetarian,main,FIERY,hot,soy,LAMB,raw,Mexico,birthday, Compostable ,missing,no,fineDining," 4,589",17594,2940,2954,,£8973,£2847,16223,£8320,9487
14/01/2021,CHINESE,Dessert, vegetarian ,side, hot , COLD ,gluten,beef,steamed,CHINA,formal,plastic,NO,yes,street food,missing,17584,5081,13516,12040," 8,745",797,19945,1451,17650
NA,chinese,dessert,HALAL,starter,FIERY,Cold,FISH,pork,,mexico,holiday,Metal,yes,No,fineDining,"10,204","12,541","18,763",17731,10377,missing,4964,8642,"14,400",-999
"Aug 13, 2021", indian ,snack,vegan,Starter,Hot,cold,Egg,beef,NaN,FRANCE,birthday,metal,no,yes,Fine Dining,2801,NaN,2513,"19,309",1366,   147,£5216,17611,£4396,13010
2021-10-11,italian,DINNER,NA,starter, medium ,hot,GLUTEN,pork,BAKED,greece,casual,Paper,no,No,Street Food,-999,£16169,£1282,8059," 7,966"," 2,905",NA,15135,"13,510",5715
"Apr 24, 2021",indian, BRUNCH ,GLUTEN-FREE,SIDE,fiery,missing,NUTS,Beef,baked,France,Formal,GLASS,No,yes,,2492,£12104,10730,£15967,missing,,19246,-999,2419,9256
"Jul 06, 2023",french,Dessert, halal ,-999,missing,Room Temp,nuts,tofu,Fried,china,holiday,plastic,Yes,yes,streetFood,19247,NA,10904," 9,304",19176,9273,£8962,£335,missing,2580
05/08/2024,indian,-999,halal,sweet,medium,Hot,missing,TOFU,GRILLED,Italy,Birthday,glass,No,Yes,fine dining,"17,467",17935,9960,15780,NA,,"15,646",19171,11501,"13,555"
14/09/2021,INDIAN,lunch,kosher,STARTER,MILD,room temp,dairy,beef,fried,India,birthday,PLASTIC,yes,no,Street Food,14688,-999,1089,£1369,17849," 9,692",6992,7399,13382,-999
07/10/2022,french,lunch,GLUTEN-FREE, MAIN ,medium,room_temp,fish,chicken,Steamed,-999,Formal,paper,Yes,no,fineDining,£18632,9268,NA,4596,2507,17257,£160,6197,3873,16708
24/07/2022,CHINESE,breakfast,halal,Sweet,fiery,ROOM TEMP,fish,beans, RAW ,china,Casual,plastic,NO,No,independent,"19,335",NaN,17408,17673,£4253,17585," 5,085",14886,16625,£10972
23/07/2022, ITALIAN ,Snack,vegetarian,DRINK,Mild,hot,,Pork,STEAMED,italy,birthday,Metal,NO, yes ,Fine Dining,missing,NaN,11597,1757,-999,£17729,4654,,£4747,16864
,indian,DESSERT,vegetarian,STARTER, fiery ,hot,-999,NaN,raw,india, CASUAL ,plastic,No,yes,fine dining,4187,4558,11803,12164,,9906,8651,"10,635",NA,12081
23/07/2024,chinese,SNACK,gluten-free, sweet ,medium,hot,FISH,lamb, steamed ,greece,holiday,NA,NaN,NO,street_food,527,"14,848",5986,17588,£5495,9679,1685,5310,7586,15549
2022-08-08,mexican,Dinner,HALAL,MAIN,hot,room temp,soy,PORK, raw ,MEXICO,holiday,compostable,yes,-999,-999,10152,11126,6176,19076,£6128,17403,16145,NaN,436,"10,715"
"Nov 09, 2022",Indian,lunch,Keto,-999,Fiery,Hot,NaN,beans,RAW,mexico,Casual,PLASTIC,Yes,No,fineDining,90,£3894,19668,"14,446",13944,2357,19147,16762,5189,11683
03/11/2024,French,Breakfast, vegan ,Sweet,hot,missing,fish,beans,RAW,mexico,BIRTHDAY, glass ,yes,NaN, fine dining ,   987,12275,1579,8167," 5,453","14,737",1667,16898,NA,4753
2023-10-01,italian,Snack,Vegetarian,STARTER, hot ,cold,Nuts,lamb,RAW,China,Birthday,glass,Yes, Yes ,street_food,14278,-999,16282,16838,missing," 7,972",8800,£11254," 4,849",£4343
05/02/2023,NA,Dessert,NaN,starter,medium,COLD,-999, pork ,baked,MEXICO,casual,metal,NO,no,franchise,12967," 6,554",19164," 8,687",15016,4668,16211,NaN,18691,3362
"May 16, 2021",chinese,missing,vegan,sweet,hot,Room Temp,-999,chicken, grilled ,Mexico,casual,COMPOSTABLE,Yes,Yes,fastFood,-999,15480,,4897,4909,17722,17300,12665,7435,"19,743"
31/12/2022,mexican,Dinner,Halal,starter,medium,Hot,soy, lamb ,steamed,,HOLIDAY,metal,no,no,missing,9736,4278,10666,4229,6030,10743,£8645,12029," 5,877",13287
"Dec 17, 2022",italian,lunch,Kosher,main,hot,cold,nuts,beans,baked,india,formal,glass,yes,yes,FRANCHISE," 2,444",19894,19245,-999,missing,£15515,19706,4411,17594,18435
01/02/2021,Italian, brunch ,NaN,starter,medium,hot,Dairy,pork,BAKED,China,holiday,plastic,,No,streetFood,NaN,204,4415,15652,NA,"10,849",£11878,6763,"19,319",17038
2021-12-02,italian,brunch, GLUTEN-FREE ,side,fiery,Cold,NONE,beef,fried,india,CASUAL,METAL,,YES,independent,£10174,£2876,18646,   876,1833," 2,773",12182,£16660,£18846,17561
"Apr 04, 2022",indian,,Kosher,sweet,hot,hot,missing,NA, fried ,greece,Holiday,glass,Yes,no,franchise,7021,£8533,6422,NaN,-999,785,   384,NaN,17744,£13219
2022-08-10,chinese,SNACK,HALAL,DRINK,fiery,hot,NONE, beans ,NaN,India,casual,NA,YES,NO,STREET FOOD,£13514,11005,£4984," 1,649",8084," 5,029",12137,9036,4937,4326
2021-04-02,FRENCH,lunch,vegan,drink,Medium,Hot,fish,pork,fried,mexico,casual, glass ,Yes,YES,Franchise,19758,886,12040,4270,"13,688",9094,£6648,NaN,£19934,"10,724"
2024-05-04,chinese,Dinner,halal,main, hot , room_temp ,none,lamb,raw,india,casual,Metal,YES,yes,Fast Food,2017,8702,£3516,"17,890","16,031",4614,£19489,11643,7613,"19,251"
10/08/2021,NaN, SNACK ,,,Hot,cold,Egg,pork, raw ,france,,missing,Yes,yes,independent,8587,£3859,£4484,3384,missing,missing," 9,176",7436,£8615,£5379
2021-06-08,italian,lunch,Vegan,MAIN,Hot,COLD,soy,Beans,raw,CHINA,,paper,-999, no ,street_food,NaN,12081,,17363,14520,-999,-999,4122,3709," 7,505"
2022-08-23,mexican, DESSERT ,NaN,starter, hot ,NA,NUTS,CHICKEN,STEAMED,-999,casual,Plastic,yes,NaN,franchise,426,7371,18390,7031,NA,825,NA,,650,11715
"Jan 09, 2023", french ,DINNER,vegetarian,Drink,Fiery,Room Temp,NA,chicken,raw,india,casual,GLASS,NO,yes, FAST FOOD ,18970," 8,554",847,7060,19795,505,1993,£10652,2857,13440
2021-08-16,chinese,breakfast,,drink,mild,ROOM TEMP,NUTS,missing,baked,france,Formal,plastic,yes, YES ,fast food,NaN,585,NaN,12726,"16,760",19066,14764," 2,907",NA,£2976
2021-07-18,italian,,kosher, Drink , Hot ,Cold,Gluten,pork,fried,india, CASUAL ,missing,YES,Yes,fastFood,£12085," 9,449",£15627,12375,8061,6257,19429,-999,NA,10991
2022-04-19,Greek,brunch,kosher,Main,hot,cold,Dairy,missing,BAKED,missing,Casual,missing,yes, yes ,Franchise,1878,£1394,9583,5859,NaN,7612,£18197,£7252,6845,£5626
31/01/2022,french,lunch,keto,starter,medium,HOT,gluten,NaN,,mexico,formal, Paper ,NA,yes,INDEPENDENT,17849,16249,8594,2956,6319,6260,5839,382,"13,327",
2021-02-10, French ,NA,VEGAN,drink,fiery,roomTemp,DAIRY,Chicken,steamed,italy,BIRTHDAY,compostable,NO,Yes,INDEPENDENT,1853,1563,NaN,£875,19789,NA,9883,6320,14977," 8,046"
2022-01-15,mexican,LUNCH,vegan,Sweet,-999,cold,GLUTEN,tofu,Fried, italy ,BIRTHDAY,paper,yes,YES, independent ,NaN,14822,6190,11092," 1,637",7979,£1090,£19967,"11,765",13992
20/03/2022,indian,dessert,kosher,drink,fiery,HOT,none,-999,fried,mexico,HOLIDAY, PAPER ,no,yes,independent,3428,£16243,8799,missing,missing,"13,839",NaN,10372,   448,£4696
2023-02-09,french,SNACK,gluten-free,DRINK, Mild ,cold,soy,beef, Fried ,INDIA,HOLIDAY,Glass,no,yes,fineDining,963,4777,14050,missing," 5,173",11391," 3,803",-999,5414,NA
-999,french,DINNER,vegan,main,mild,HOT,egg,chicken, RAW ,India,holiday,METAL,no,no,Fine Dining,£10415,"15,732",£16764,19794,4032," 7,095",missing,2973," 1,490",19028
2022-01-12,indian,dinner,kosher,MAIN,MILD,cold,egg,NA,steamed, greece ,birthday,glass,NaN,-999,fast food,5910,2616,NA,3299,6459,12261,£19969,18013,1253,13799
19/04/2021,missing,BREAKFAST,KETO,sweet,HOT,roomTemp,soy,tofu,GRILLED,Mexico,holiday,METAL,no,no,fine_dining,£3690,£8886," 6,693",10727,15751,5295,NaN,NA," 8,750"," 5,766"
"Nov 08, 2023",-999,dessert,-999,drink,MEDIUM,Hot,Dairy,tofu,baked,greece, Casual ,paper,Yes,No,independent,11007,2289," 8,861",1237,9393,11485,19926,7030,£11545,£14313
01/12/2024,chinese, brunch ,gluten-free,NA,hot,roomTemp,NA,lamb,Baked,missing,formal,metal,yes,yes,fastFood,10345,£5354,£16916,15966,"11,410",16795,12623,5479,17581,5809
-999,Indian, dinner ,Kosher,sweet,NA,room_temp,egg,chicken,STEAMED,mexico,missing,glass,no,Yes,FAST FOOD,17207,5826,7297,273,16485,14164,1404," 8,872","12,986",10696
31/05/2023,Italian,Lunch,NaN,main,MILD,hot,fish,beans,raw,France,CASUAL,Glass,YES,Yes,NA,£352,£2557,9228,£1527,18279,15174,NaN,£15282,"19,671",£12711
2023-01-19,french,Dinner,gluten-Free,Drink,mild,ROOM TEMP,dairy, pork ,raw,INDIA,formal,PAPER,YES,no,Franchise,4141,11961," 9,653",17382,£7470,11449,11888,2263,7432,4826
13/04/2023,French,breakfast,kosher,side,MILD,cold,NaN,chicken,Raw,GREECE, Birthday ,compostable,yes,No,street_food,4610,6389,-999,7860,1513,16896,£5698,£12231,10191,10740
-999,Indian,DINNER,Gluten-Free,side,HOT,Cold,dairy,beans,steamed,MEXICO,holiday,plastic, YES ,yes,STREET FOOD,"10,479"," 6,945",-999,"10,427",16024,2594,11556,NA,£7164,£250
01/09/2021,indian,dessert,keto,STARTER,mild,hot,none,,baked,italy,holiday,metal,yes, no ,NaN,-999,706,NA,2234,14525,£3223,NaN,2740,£3153,"12,700"
2023-04-24,missing,snack,gluten-free,side,mild, cold , none ,Tofu,STEAMED,france,Birthday,missing,no,yes,Street Food,£12308,-999,2839,5131,10668," 4,113",2341,2560,," 9,126"
05/11/2021,INDIAN, Breakfast ,Halal,sweet,mild,HOT,NA,beans,grilled,india,birthday,GLASS,NO, no ,fine_dining,5497,£16115,"13,164",£10528,2219,£3936,-999,£14077,1242,9568
28/05/2022,,DINNER,,sweet,medium,room_temp,NONE,tofu,fried,china,casual,plastic,,NO,franchise," 2,980",missing,£14326,10263,£6096,10025,,£12337,11919,missing
31/10/2022,Chinese,lunch,halal,Main,Medium,HOT,-999,tofu,missing,mexico,NA,paper,no,NO,Franchise,2546,18629,£9803,4538," 2,559",6322,£17854,,12467,£18828
2023-02-14,Indian,lunch,vegetarian,side,MEDIUM,NA,soy,beans,Grilled,italy,holiday,NA,yes,Yes,Independent,£9454,NA,-999,18313,-999,"10,011","16,054",,£3044,15084
"Jul 12, 2022",NaN,dinner,Halal,-999,mild,COLD,FISH,pork, steamed ,FRANCE,birthday,glass,Yes,NO,INDEPENDENT,£1659,£2591,£6251," 3,727",17754,£19823,12921,4168,4327,-999
2021-11-08,french,NaN,GLUTEN-FREE,drink,mild,hot,EGG,pork,GRILLED,india,Birthday,paper,NaN,,franchise,8635,NaN,£16780,18848,£2672,17317,"15,965",12563,15008,7372
09/01/2022,GREEK,lunch,vegetarian,SWEET,Mild, cold ,nuts, CHICKEN ,baked,NA,casual,Plastic,no,yes,fine dining,2356,NA,"19,364",1975,12198,18286,12020,17346,missing,10707
18/02/2023,missing,Brunch,NaN,Sweet,missing,Cold,fish,tofu,Grilled,-999,Formal,GLASS,yes,no,street food,£1579,4432,12638,12413,18970,,16863,£14881,13293,14896
2024-02-25,INDIAN,snack,keto,missing,Medium,roomTemp,none,Pork, steamed ,india,Birthday,,YES,NO,fineDining,£5047,8185,519,,7088,15221,   984,NaN,4483,9776
18/10/2022, mexican ,-999,HALAL,Starter,fiery,NaN,Soy,chicken,Fried,india,Formal,glass,NO,no,FAST FOOD,£5024,19037,6124,"18,060"," 3,219",£16502,-999,18206,,3063
"Jul 08, 2022",FRENCH,dessert,Kosher,NA,Hot,room temp,gluten,TOFU,fried, greece ,,Paper,-999,Yes,NA,19871,NA,£9814,19010,NaN,9720,15091,11541,6739,6916
06/10/2021,chinese,breakfast,KOSHER,starter,medium,hot,none,beef,missing,greece,NaN,Glass,no,Yes,franchise," 6,105",-999,14102,£1083,19403,6953,"14,530",15243,11256,24
09/02/2022,Mexican,brunch,NaN,NaN, fiery ,cold,, pork ,raw,greece,birthday,COMPOSTABLE,NA,,FAST FOOD," 9,275",7942,8441,-999,13694,13008,18252,15817,10226,4942
2023-06-16,MEXICAN,brunch,keto,sweet, hot ,COLD,NUTS,tofu,Steamed,mexico,formal,glass,Yes,no,fine dining,"14,562","14,276"," 5,722",£10048,6598,NaN,2952,17136,5983,10674
2021-09-13,MEXICAN,dessert,halal,side,mild,hot,NONE,chicken,BAKED,italy,Casual,compostable,No,-999,Franchise,£10543,14563,£5342,NaN,2661,NaN,9888,4714,14198,£19088
28/01/2023,Italian,dessert,halal,main,fiery,NaN, EGG ,Beef,raw,greece,NaN,plastic,NO,YES,fine dining,16539,5937,15579,NaN,missing,£7715,19385,-999,missing,5410
20/05/2023,mexican,breakfast,KETO,starter,medium,Room Temp,Gluten,NA,RAW,greece,casual,metal,,no,NaN,£12878,10403," 5,708","11,355",1517,£7550," 7,245",£19409," 8,334",5371
19/09/2023,greek,lunch, KETO ,,fiery,cold,nuts,BEANS,Grilled,france,formal,Plastic,NO,YES,street food," 2,670",£11817," 4,052"," 3,024",11944,,15549,missing,£17816,3656
2022-04-03,-999,Snack,GLUTEN-FREE,NaN,missing,room temp,soy,chicken,GRILLED,india,holiday,PLASTIC,yes,no,street food,2753,10218,11226,"13,578",19880,£1144,15057,-999,"19,748",NaN
2021-06-23,Greek,brunch,vegetarian,main,NA,HOT,egg,beef,grilled,italy,holiday,plastic,NO, YES ,franchise,"14,292"," 2,708",11725,12271,£9578,£8868,15787," 1,657",17096,"16,116"
08/03/2021,italian,brunch,NA,side,FIERY, hot ,gluten,BEANS,raw,italy, casual ,paper,missing,YES,Fine Dining,8174,"14,807",10433,9014,11440,NA,4536,10979,NaN,£9669
"Aug 12, 2022",french,breakfast,kosher,main,medium,Cold,dairy,beans,baked,mexico,holiday,paper,yes, no ,franchise,18057,£14788,missing,19243,NaN,12064," 3,665",3116," 5,339",NaN
2024-03-07,-999,lunch,gluten-free,Sweet,NaN,cold,SOY,TOFU,steamed,,NaN,-999, No ,No,fast_food,£4313,£17144,14505,4551,19254," 9,971",17910,2400," 8,725",17275
08/08/2022,indian,NA,gluten-free,Side,Mild,hot,gluten,Chicken,STEAMED, mexico ,holiday, METAL ,yes,,franchise,11719,8859,NA,14312,16603,10497,10445,1001,13445,1701
28/12/2021,chinese,lunch,keto,main,fiery,HOT,fish,tofu,RAW,Mexico,HOLIDAY,GLASS,NaN,Yes,STREET FOOD,12675,7128,1170,£18006,18774,£3691,14557,7397,3989,10170
2023-04-30,italian,dessert,halal,starter,Hot,NA,dairy,beef,BAKED,CHINA,NaN,missing, No ,no,franchise,£14008,10412,£19868,2597,2672,14218,3196,15311,,"13,512"
2021-09-28,mexican, breakfast ,Vegetarian,drink,Hot,room temp,-999,beans,raw,greece,holiday,compostable,yes,yes,independent,missing,£4429,1044,13015,NA," 3,115",13151,£9520,16812,4079
10/08/2022,italian,Dessert,vegetarian,Drink,MEDIUM,ROOM TEMP, Gluten ,beef,fried,india, CASUAL ,PAPER,yes,no,fast_food,17156,"17,243",-999,missing,£12431,6929,1053,NaN,£4096," 2,811"
2024-09-07,indian, snack ,kosher,sweet,MEDIUM,-999,soy,BEEF,grilled,NA,missing,glass,yes,yes,-999,17494,NA,missing,3336,12162," 7,717","19,792",7189,,1377
2021-04-27, chinese ,dessert,-999,starter,NaN, room_temp ,egg,NaN,grilled,italy, Holiday ,compostable,yes,no,FINE DINING,7357,2220,   551,13586,12994," 3,107",3514," 7,106",£12672,"14,994"
19/10/2023,Indian,brunch,HALAL,SWEET,Hot,hot,-999,pork,steamed,france,Birthday,paper,No,NO,streetFood,16344,9532,£2909,"10,931",£11315,£18259,NaN,598,£16829,£2803
29/06/2024,italian,LUNCH,HALAL,main,HOT,hot,-999,tofu,fried, mexico ,casual,PLASTIC,No,NaN,Fast Food,5775,£5693,7526,16530,"12,706",992,"18,449",1027,5388,
01/07/2024,MEXICAN,snack,halal,main,HOT,Cold,NaN,chicken,Fried,NaN,birthday,paper,NO,NaN,Franchise,"14,203",£9333,"16,414","10,151",5107,9287,,£12619,£14352,£1763
20/05/2023,Mexican,lunch,GLUTEN-FREE,STARTER,missing,-999,FISH, Beans ,baked,china,,-999,NO,no,fine dining,17237,2535,£17005,£13125,14124,-999,NA,845,£18108,14284
07/08/2021,Chinese, Dinner ,KOSHER,sweet,mild,HOT,gluten,beans,fried,mexico,formal,glass,-999,no,franchise,18228,£5321,5595,NA,2631,£16962,NA,8691,1352," 8,225"
2024-09-05,greek,breakfast,vegan,-999,Fiery,NaN,SOY,-999,STEAMED,NA,birthday,METAL,,NA,INDEPENDENT,£10773,5770,NaN,,16220,15737,"14,341",£14752,-999,3140
17/06/2024,french,Dinner,GLUTEN-FREE,-999,MILD,Hot,soy,lamb,NA,china,birthday,,yes,yes,Independent,68,19914,3843,12026,£14696,10015,3962,6741,NA,£11220
07/10/2021,MEXICAN,Brunch,GLUTEN-FREE,side,mild,missing,fish,chicken,STEAMED,INDIA,Holiday,COMPOSTABLE, Yes , yes ,STREET FOOD,£6181,9243,£1358,6119,18165,£2292,10737,£4056,16290,15350
2021-03-17,indian, Brunch ,Keto,drink,fiery,hot,soy,,STEAMED,china,Casual,PLASTIC,no,no,Franchise,7048,£7137," 7,584",4272,10860,2819,£4819,6747,10946,"10,104"
2024-07-21,chinese,Brunch,gluten-free,drink,fiery,room_temp,fish,pork,raw,ITALY,HOLIDAY,COMPOSTABLE,No,no,STREET FOOD,9422,£11243,£13631,11643,3625,15880,£7607,15515,16335,19769
25/11/2023,,dinner,halal,sweet,hot,COLD,fish,beef,steamed,italy,Birthday,paper,no,yes,Street Food,-999,5514,14615,missing,1271,NA,-999,NaN,1847,£9407
06/08/2022,missing,Dessert,Halal, MAIN ,Medium,hot,-999,Tofu,baked,NA,casual,Glass,YES,-999,Independent,£17116,£7458,14480,2878,NA,6415,£19652,missing,6283,"18,867"
02/04/2021,italian,breakfast,keto,DRINK,Hot,hot,dairy,BEEF,NaN,CHINA,casual,compostable,NaN,no,fine dining,6206,12154,missing,9599," 8,068",£14674,9292,8854,15462,17795
10/05/2021,italian,Lunch,VEGETARIAN,Drink,hot,HOT, Nuts ,beef,steamed,france,holiday,Glass,yes,yes,franchise,13255,1860,19110,3166,NaN,4654,£8014,£3981,17718,16299
30/09/2021,mexican,brunch,KOSHER,Sweet,mild,hot,DAIRY,BEEF,Baked, mexico ,casual,PAPER,yes,no,fine dining,"18,970",missing,"11,452",£817,17073,16886," 8,681",18658,£5736,1806
02/11/2021,indian,breakfast,Vegan,NA,NA,ROOM TEMP,none,Tofu,BAKED,ITALY, Holiday ,METAL,, yes ,independent,1848,10735,13485,13164,13727," 9,171",,15190,£7511,7617
31/12/2023,chinese,dessert,gluten-free,Drink,Fiery,hot,NaN,beef,baked,missing,holiday,GLASS,NA,NO,franchise,11303,19724,15842,£12890,605,£13536,missing,15678,256,4750
2021-01-28,italian, Dessert ,vegetarian, SIDE ,mild,cold,soy, tofu ,steamed,Italy, FORMAL ,plastic,missing,no,street food,4196,"16,034",2017,899,5522,4351,£4080,19716,6991,£1315
2022-10-09,greek,-999,vegetarian,NA,mild,Cold,NaN,PORK,Steamed,FRANCE,Holiday, Paper ,YES,no,NA,£6637,5455,7439,2254,NA,17098,12914,£15806,13407,£9215
02/06/2024,indian,-999,vegetarian,side,mild,room_temp,fish,chicken,baked,india,birthday,compostable,yes,no,street food,9537,12122,9053,10763,11310," 8,695",14568,£10505,19701," 6,539"
missing, Italian ,dinner,Halal,Starter,hot,hot,gluten,Beans,raw,MEXICO,BIRTHDAY,compostable,No,no,FAST FOOD,13856,13669,£5632,856,£11365,12918,14274,6294,18281," 1,862"
2023-04-02,indian,dinner,keto,SIDE,Mild,room temp,fish,beans,RAW,Greece,NaN,metal,No,NO,Fine Dining,16670,13413,£13163,"11,990",9041,8947,NA,2104,11199,NA
NA,italian,snack,keto,, mild ,NA,soy,Pork,Grilled,France,casual,glass,YES,yes, independent ,"13,495",15134,,17524,10563," 5,510",7474,14770,NA,16908
2024-05-14,CHINESE,,Kosher,missing,medium,Room Temp, None ,LAMB,steamed,china,FORMAL,plastic,yes,NO,fastFood," 2,772",2258,1181,14809,£3386,6014,18197,3271,-999,"16,018"
17/06/2021,chinese,NaN,gluten-free,Sweet,Fiery,cold,soy,lamb,fried,greece,,Metal,,Yes,FAST FOOD,8805,8093,   253,"10,550",£16740,15841,6188,missing,15651,1329
2021-07-23,french,breakfast,-999,Starter,hot,hot,egg,BEEF,Steamed, MEXICO ,HOLIDAY,plastic,yes,no,franchise,-999,17134,10871,12830,"11,732",£12553,14741,NaN,"15,019",18655
06/04/2023,Greek,breakfast,gluten-free,starter,Fiery,cold,GLUTEN,TOFU,steamed,ITALY,FORMAL,compostable,Yes,YES,Independent," 5,899",13837,14509,5619," 3,949",£10770,,15773,£14516,11602
2023-06-24,-999,Breakfast,Keto, Side , hot ,HOT,soy,beef,-999,FRANCE,casual,glass,yes,no,fastFood,12616,13555,6975,8028,6737,£2351,£11985,-999,missing,"14,409"
-999,italian,dinner,Kosher,NaN,mild,cold,NaN,chicken,BAKED,italy,Casual,plastic,yes,YES,franchise,17906,15479,13594,8165,"12,938","15,341",16384,11591,3699,16007
2021-01-18,Indian,LUNCH, vegan ,NaN, Fiery ,Cold,Dairy,beef,steamed,greece,Casual,paper,No,Yes,streetFood,8827,7379,£3755,6059,9077,16559,16493,NaN,14387," 9,819"
"Apr 17, 2024",-999,lunch,vegan,SIDE,fiery,cold,Dairy,pork,BAKED,,-999,PLASTIC,no,no,fine_dining,4201,   451,£2659,NaN,NA,missing,4419,missing,NA,9182
25/11/2021,-999,Dessert,, STARTER ,fiery,roomTemp,fish,TOFU,baked,FRANCE,formal,metal,no,yes,streetFood,10217,," 7,434",NA,7642,262,18123,8009,3066,"13,193"
