DATE,sport, surface ,competition_level, Gender Cat ,SEASON,weatherCond,Venue Type,team_name,coach, League /,equipment brand, scoringMethod ,Time Slot,official count,broadcast net, attendance ,ticket £?,Game Time Min/,Possession %, Fouls ,shots,pass_accuracy_%,Yards,ERRORS,sponsorship £k/
2021-12-11,RUGBY,NaN,pro,mixed,regular,hot,OUTDOOR,EAGLES,veteran,C-LEAGUE,wilson,runs,MORNING,2,espn,17652,NA,"11,046",£2175,9093,NaN,£6980,NaN,2875,£2801
28/08/2024, BASKETBALL ,clay,semi-pro,Mixed,playoffs,-999,OUTDOOR,Bears,veteran,A-LEAGUE,nike,goals, night ,3,ESPN,9392,£13377,£11490,£13442,8834,11540," 6,858",10210,10415," 9,516"
2023-04-26,NaN,INDOOR,INTERNATIONAL,women,Playoffs,windy,outdoor,lions,missing, B-League ,puma,runs,afternoon,5,espn,NaN,13365,-999,£5138," 8,612",12246,4767,"19,757",19594,682
10/11/2023,missing,HARDCOURT, pro ,MEN, playoffs ,DRY,Indoor,lions,ROOKIE,NA,-999,runs,afternoon,3, SKY ,£13635,£8779,"17,860"," 8,319",891,12708,18211,,£1416,£11363
26/05/2023,tennis,-999,, Men ,Playoffs,WET,missing,Bears,veteran,b-league,Adidas,sets,AFTERNOON,4,nbc,"12,473",missing,10817," 6,135",19292," 9,132",7810,NA,11875,£3429
29/08/2021,Cricket,hardcourt,SEMI-PRO,men,Pre-Season,SNOWY,Outdoor,Sharks,rookie,b-league,nike,points,NA,1,nbc,9536,10765,NaN,18988," 6,111",missing,11614,8637,8263,11999
,football, grass ,semi-pro,missing,playoffs,snowy, indoor ,lions,interim,B-League,NA,Points, AFTERNOON ,4,sky,£9054,10527,15679,10396,£7130,5629,1565,14904,missing,16931
27/05/2023,BASKETBALL,GRASS,pro,men,Pre-Season,DRY,Outdoor,bears, veteran ,A-League,ADIDAS,points,morning,5,BBC,£2213,1560,5166,"19,041",15384,5956,13957,13316,18175,608
2024-09-27,RUGBY,Road,international,men,regular,wet,,Wolves,veteran,C-LEAGUE,WILSON,points,night,5,bbc,8407,"16,861",missing,-999,13323,£4443,5585,NaN,-999,6925
12/06/2022,basketball,road,amateur,women,NA,wet,missing,Tigers,VETERAN, c-league ,puma,points,Afternoon,3,nbc,£12878,"10,602"," 8,814",15917,7295,£1008,3401,£11084,10278,18529
07/09/2024,cricket,-999,amateur,-999,Regular,wet,indoor,-999,rookie, B-League ,adidas,Sets,-999,4,espn,"10,191"," 8,379",7453,NaN,7305,7387," 5,001",,13302,missing
"Jun 30, 2023", cricket ,grass,Pro,women,NaN,hot,INDOOR,tigers,interim,c-league,wilson,sets,NIGHT,2,NBC,11201,2555,17892,6742,19399,16611,   446," 6,163",£17782,14484
10/10/2021,running,Road,semi-pro,women,REGULAR,missing,INDOOR,tigers,INTERIM,b-league,PUMA,runs,night,5,bbc," 4,821",3641,4968,12673,8383,17985,19861,8456,5313,14825
"Dec 01, 2021",football,grass,INTERNATIONAL,men,REGULAR,wet,outdoor,tigers,NA,B-LEAGUE,nike,GOALS,EVENING,2,missing,9728,,12172,£1096,missing,16166,2095,NaN,10854,missing
31/12/2021,TENNIS,ROAD,international,-999,-999,SNOWY, OUTDOOR ,BEARS,rookie,a-League,nike, POINTS ,evening,2,Espn,12720,14186,"19,939",missing,10044,NA,8824,£5883,8158,2990
2023-10-12,Running,road,semi-pro,women,pre-season, hot ,outdoor,bears,-999,missing, wilson ,goals,NIGHT,-999,sky,13873,6615,£11184,3548,2571,£6148,2637,NaN,14067,18957
"Sep 28, 2024",Tennis,GRASS,amateur,MIXED,regular,snowy,outdoor,NaN,,a-league,puma,sets,Night,4,NaN,NA,"19,446"," 4,873",£5756,14077,18221,19305,13494,12318,16982
2022-07-18,BASKETBALL,,PRO,mixed,pre-Season,Snowy,indoor,sharks,INTERIM,C-League,NIKE,runs,Night,2,SKY,3827,missing,186,939,£2130,-999,3224,11649,£8875,-999
13/07/2024, basketball ,Synthetic,NaN,women,Playoffs,HOT,outdoor,wolves,,C-LEAGUE,wilson,Runs,morning,5,sky,12461,1713,19623,450,66,5204,725,16538,11966,5287
04/12/2022,running,indoor,amateur,MEN,PRE-SEASON,wet,indoor,Bears,rookie,a-league,NIKE,sets,afternoon,2,bbc,11355,7245,£7870,£6612,,8149,5035,£19104,18178,17729
2022-03-05,RUGBY,grass,International,Mixed,pre-season,WET, Indoor ,lions,Interim,b-League,Puma, Goals ,Evening,1,espn,missing,17281,,,£3231,18351,NA,£11998,17999,11827
2023-06-07,basketball,Hardcourt,amateur,women, PRE-SEASON ,hot,Outdoor,EAGLES, interim ,b-League,WILSON,POINTS,evening,2,bbc,8092,£8741,471,2024,"12,961",NA,8482," 9,169"," 4,870",
2021-03-20,RUGBY,indoor,International,mixed,NA,SNOWY,indoor,,rookie,a-league,adidas,Runs,afternoon,3,NBC," 8,287",5085,3992,£1355,£472,13673,£1104,6890,,6899
24/12/2023,football,GRASS,INTERNATIONAL,Men,pre-Season,hot,indoor,,INTERIM,-999,puma,runs,morning,1,espn,£10028," 1,722",10333,"15,369",2807,12089,19094,17708,17398,£19658
"May 20, 2023",missing,hardcourt,Amateur,women,pre-season,dry,NaN,wolves,veteran,missing,Adidas,Goals,evening,4,NBC,"16,743",8347,NaN,19238,17310,3459,17352,1064,4751,
25/10/2024,cricket,ROAD,semi-pro,women,REGULAR,wet,indoor, sharks ,ROOKIE,-999,nike,,afternoon,2, bbc ,19924,8747,5524,1100,18261,£7589,missing,4728,19402,7989
04/10/2024,,clay,amateur,WOMEN,pre-Season,wet,Indoor, Lions ,rookie,b-league,-999,RUNS,AFTERNOON,4,bbc,416,1316,10656,15605,,3043,4419,14618,5826,14950
NaN,cricket,Grass,semi-pro,MEN,Regular,hot,outdoor,Eagles,NA, c-League ,adidas,Sets,morning,1,bbc,265,7422,13982,15275,£15908,missing,missing,missing,6953,7242
09/06/2023,running,clay,international,men,pre-season,HOT,outdoor,Sharks,VETERAN,NA,nike,Runs,AFTERNOON,5,ESPN,,£10296,-999,18638,6515,NA,4263,missing," 1,481",1558
2021-05-16,BASKETBALL,Indoor,Pro,men, PLAYOFFS ,Dry,missing,Sharks,interim,a-league,adidas,GOALS,Night,1,nbc,16354,£10744,12591,£12834,9062,NaN," 7,046",£13568,14538," 8,555"
2022-09-11,Tennis,INDOOR,semi-pro,mixed,regular,HOT,INDOOR,eagles,ROOKIE,c-league,WILSON,goals,EVENING,-999,espn," 6,132",292,"14,406",6633,6830,£16056,"19,730",9575,11086,1226
07/07/2023,FOOTBALL, road ,pro,MIXED,playoffs, wet ,missing,wolves,interim,a-league,Adidas,RUNS,-999,5,NaN,1598,13244,7525,18970,"19,818",4599,5577,56,"19,072",19645
16/04/2023,BASKETBALL,Synthetic,Semi-Pro,MIXED,playoffs,dry,indoor, LIONS , rookie ,,puma,RUNS,MORNING,5,sky,£11282,£11475,1742,1769,5543,£12131,13837," 1,500",3624,"15,869"
21/12/2021,cricket,grass, semi-pro ,missing,playoffs,dry, OUTDOOR ,bears,-999,NA,-999,runs,-999, 1 ,NBC,missing,6835,14827,£2051,9320,,£10923,4574,6578,1714
2023-06-25,running,grass,international,Women,REGULAR,WINDY,outdoor,Wolves,veteran,b-league,puma,goals,evening,1,espn,,2628,NA,"17,022",8984,17378,11182,£19296,6618,-999
2024-01-28,tennis,HARDCOURT,semi-Pro,Women,playoffs,DRY, indoor ,wolves,veteran,a-league,PUMA,points,afternoon,5,bbc,£19212,18374,6350,£1126,3782,4022,£5453,617,3886,5190
2024-05-17,tennis,synthetic,Semi-Pro,Men,playoffs,hot,,Tigers,interim,B-League,wilson,runs,,3,BBC,£15036,"19,828",NaN,240," 9,733",NA,14846,"10,695",9727,8255
"Apr 17, 2024",,road,international,men,NA,Dry, INDOOR ,WOLVES, rookie ,c-league,,RUNS,Night,4,BBC,15855,6611,£4521," 7,625",3723,NA,,£11743,979,£15125
07/06/2022,RUNNING,clay,International,Mixed,regular,WET,indoor,lions,ROOKIE,B-League,NIKE,goals,night,1, espn ,1578,"18,147",1656," 9,770",NA,15637,11786,4772,9547,9300
23/09/2021,CRICKET,NaN,amateur,-999,pre-season,snowy,indoor,EAGLES,rookie,A-LEAGUE,Wilson,GOALS,night,NA,ESPN,£12402,10029,missing,6843,"13,544",5745,£12992,£12688,13729,£14449
10/05/2024,rugby,synthetic,AMATEUR,women,pre-Season,WINDY,Indoor,missing,interim,-999,adidas,GOALS,evening,3,espn,18070,19253,3514,111,,,NaN,15526,13581,£13942
31/08/2022,tennis,-999,amateur,Men,playoffs,windy,indoor,lions,ROOKIE,a-league,Nike,RUNS,night,1,-999,NA,13028,18145,£8270,14735,£1408,NA,10114,-999,19316
30/10/2023, Rugby ,road,,NaN,Playoffs,wet,Outdoor,Bears,rookie,A-League,adidas,runs,morning,3,ESPN,3534," 1,872",£19415,9001,£8294,13830,5696,7377,£16754," 4,552"
2021-01-21,Football,Clay,PRO,-999,pre-Season,snowy,indoor,BEARS,Interim,A-LEAGUE,PUMA,goals, morning ,4,bbc,1754,"10,890",18300,£3147,4817,£16254,8506,"14,304",,14192
21/07/2023,TENNIS,Grass,amateur,WOMEN,playoffs,Wet,Indoor,Tigers,Veteran,a-league,PUMA,runs,night,5,bbc,"18,832",9632,17018,4814,17885,399,13915,3613,£1754,8757
2021-09-08,football,road,international,women,Pre-Season,hot,outdoor,WOLVES,rookie,B-League,NIKE,SETS,evening,1,sky,9824,NaN,19213,5468,9416,11900,missing,10955,9181,424
2021-05-18,Basketball,synthetic,-999,men,pre-season,windy,outdoor,sharks,interim,,-999,goals,NIGHT,3,Bbc,17884,£12727," 8,876",£13241,11985,£3957,18528,9261,£10135,"18,481"
"Aug 21, 2024",basketball,GRASS,Pro, women ,regular,WINDY,INDOOR,bears,rookie,A-League,nike,goals,night,4,bbc,12262,NA,6240,£14708,10208,£4726,12545,NaN,9268,1473
"Apr 19, 2021",NaN,indoor,pro,men,regular, windy , Indoor ,eagles,rookie,b-league, adidas ,Runs,afternoon,5,missing,£17218,£5478," 2,698",-999,13378,8573,£18428,3259," 4,344",£18378
11/09/2024,Basketball,INDOOR,international,NA,Pre-Season,snowy,INDOOR,LIONS,INTERIM,-999,puma,sets,morning,5, espn ,6037,6996,8154,,14517,15843,13332,3976," 2,985",16975
19/07/2022,Running,Clay,Semi-Pro,MIXED,playoffs,NaN,outdoor,missing,Interim,b-league, nike ,goals,night, 1 ,espn,3,997,"11,420",NaN,16805,£17919,,£15542,11701,   340
2021-03-05,,grass, semi-Pro ,mixed,playoffs,hot,Outdoor,tigers,rookie,A-League,nike,goals,NaN,missing,BBC,£19697," 7,560","12,034",9536,£13830,13575,£6055,NaN,13480,7209
2022-09-13,NA,indoor,semi-pro,women,Playoffs,hot,indoor,Lions,interim,C-LEAGUE,nike,sets, afternoon ,2,sky,"15,348",11172,12017,2706,missing,£2003,NA,17762,"15,100",
23/05/2023,rugby,grass,INTERNATIONAL,men,pre-season,wet,outdoor,Bears, VETERAN ,A-League,adidas,sets,-999,missing,nbc,13037,-999,19055,15114,9,1019,5400," 4,787",NaN,1748
02/08/2024,Rugby,NA,-999,men,regular,WET,outdoor,bears,Interim,a-league,wilson,sets,Evening,NaN,Nbc,1956,11265,15121,"12,275",10631,,8983,£15666,,-999
28/05/2024, cricket ,ROAD,,, playoffs ,windy,OUTDOOR,LIONS,ROOKIE,-999,Adidas,goals,Evening,3,Sky,14665," 4,487",,5519,NA,8756,11999,14110,£7622,4224
19/09/2024,rugby,Synthetic,semi-Pro,women,,WET,outdoor, bears ,veteran,A-LEAGUE,adidas,Goals,night,2,Sky,£10513,12337,8478,14507,14697,,£17694,£12783,16511,£18651
2021-12-24,football,Clay,semi-Pro,men,regular,dry,indoor,lions,interim,C-LEAGUE,,Runs,night,NA,nbc," 6,698",5232,-999,£16853,NaN,£19591,£15853,18261,16502,5996
24/03/2021,CRICKET,Clay,pro,men,pre-Season,hot,indoor,tigers,-999,b-league,wilson,sets, morning ,1,-999,missing," 6,744",17300,9968,"10,955",12138,,"13,850",17539,£6378
2024-07-08,Football,-999,pro,-999,regular,windy,Indoor,bears,veteran,,Puma,goals,night,4,nbc,£12925,4991,11495,NaN,NaN,3679,1016,9128,£2593," 6,309"
07/02/2022, rugby ,grass,international,NA,pre-season,missing,indoor,TIGERS,interim,a-League,Wilson,NA,morning,5,nbc,14360,6239,16432,"13,860"," 7,801",missing,"17,083",18310,,15939
11/02/2021,missing,Indoor,Amateur,-999,regular,-999,OUTDOOR,EAGLES,Rookie,A-League,Nike,Sets,night,1,sky,"18,869","15,208",£10142,,£3376," 8,444",19563,11183,719,-999
2023-12-06,cricket,grass,pro,men,regular,hot,NaN,BEARS,rookie,c-league,Wilson,runs, morning ,NA,Nbc,18152," 1,506",£16961,"14,470"," 3,175",1385,14420,19713,£19420," 5,525"
2023-11-16,basketball,Clay,international,women, Playoffs ,Wet,missing,WOLVES,INTERIM,b-league,Nike,Goals,evening,1,ESPN," 1,850",missing,17627,£16109,9056,"18,812",5308,9360,8029,£9071
2022-04-04,running,NA,pro,mixed,PRE-SEASON,NaN,outdoor,Lions,interim,A-LEAGUE,NIKE,points,night,NaN,-999,7394,£19609,£1910,,"10,761",18686,19646,6936,11327," 3,690"
03/10/2022,cricket,clay,pro,men,NaN,Hot,indoor,eagles,Veteran,c-league,nike,goals,morning,4,,£6134,17854,6694,missing,19003," 5,278",2968,"10,645",£12166,14002
2024-07-02,NA,indoor, International ,women,playoffs,windy,indoor,TIGERS,Veteran,B-LEAGUE,adidas,Runs,Evening,5,Nbc,15890,£9503,786,"10,876",10392,missing,9901,"11,755",19946,18440
2024-12-10,cricket,INDOOR,amateur,mixed,regular,NaN,INDOOR,tigers,interim,,adidas,runs,Night,4,-999,NA,7297,6673,£18004,10312,NA,19726,missing,"14,677",missing
11/03/2024,running, SYNTHETIC ,semi-Pro,Mixed,Pre-Season,dry,NA, EAGLES ,interim,b-League,wilson,points,AFTERNOON,2,espn,4953," 1,799",18030,2717,16994,missing,7525," 1,777",13554,18802
06/08/2021,BASKETBALL,Indoor,semi-pro,mixed,playoffs, hot ,indoor,Bears,veteran,,wilson,Points,Evening,4,Bbc,7646,£7907,£8023,"16,910",,£17307,15111,14237,15833,12089
2022-01-29,football,indoor,International,missing,REGULAR,DRY,outdoor,TIGERS,-999,A-League,adidas,sets,AFTERNOON,1,,,1020,12667,19018,9290,11127,14142,17697,NA,10273
20/11/2021,FOOTBALL,road,Semi-Pro,men, pre-Season ,snowy,NA,wolves,NaN,b-League,PUMA,POINTS,Evening,1, espn ,6886,10198,"14,134",14484,10070,£10895,-999,3229,£17486,16372
16/07/2021,basketball,INDOOR,INTERNATIONAL,Mixed,pre-Season,,outdoor,Sharks,INTERIM,A-LEAGUE,wilson,NaN,evening,5,Espn,£1463,10665,NaN,2324,14556,2195,16729,4786,12044,8205
2024-08-29,Tennis,road,pro,women,regular,WINDY,outdoor,lions,VETERAN,NA,missing,points,Night,-999,bbc,"12,018",£6921,14234,4660,-999,NaN,   586,£5737,13624,11617
24/02/2021, running ,ROAD,AMATEUR,men, REGULAR ,Hot, outdoor ,,rookie,a-league,WILSON,RUNS,night,1,Nbc,13797,5031,2558,6866,5028,12170,679,6111," 7,849",1861
30/06/2022,NaN,road,pro,men,Pre-Season,SNOWY,indoor,SHARKS,missing,a-league,wilson,Goals,night,4,NA,   918,8074,11095,1595,15068,15564,16839,£16907,£13363,13255
31/12/2022,NaN,indoor,international,mixed,playoffs,dry, Indoor ,tigers,-999, b-league ,,missing,night,,Nbc,742,£2921,3908,18979,16204,12755,missing,£10111,£9286,£13347
2024-08-01,Basketball,synthetic,-999,women,REGULAR,-999,INDOOR,eagles,rookie,a-league,Nike,runs,Evening,3,bbc,4735,NaN,15272,£16878,"14,601",13692,3846,£3781,4143,14434
2023-02-01,tennis,hardcourt,INTERNATIONAL,women,pre-season,snowy,,-999,Interim,B-League,wilson,goals,Afternoon,1,nbc,15995," 7,005",missing,"11,080",18489,9841,17205,NA,13391,"18,370"
NaN,cricket,indoor,International,NaN,pre-Season,NaN,indoor,WOLVES,interim,b-League,wilson,Goals,Afternoon,missing,,"13,533",4566,   343,9721,10669,£2535,NA,18751," 3,185"," 9,621"
2021-05-31,cricket,GRASS,international,men,regular,WET,Outdoor,sharks,rookie, B-LEAGUE ,Nike,points,EVENING,5,missing,£5083,17644,7462,15569,16189,14865,missing," 7,497",,9309
2022-03-09,rugby,Indoor,Amateur,men,pre-season,missing,Outdoor,NaN,veteran,C-LEAGUE,puma,POINTS,NIGHT,2,SKY,3760,9110,NA," 1,633",£15270,18371,8732,,£19265,15665
16/11/2023,Rugby,hardcourt,Pro,mixed,missing,wet,INDOOR,lions,interim,C-League,puma,goals,-999,2,Sky,4696,947,657,5769,2997,9996,NaN," 4,296",£11725,12305
01/05/2024,tennis,indoor,amateur, Women ,pre-season,Dry,Indoor,wolves,veteran,c-League,wilson,Points,Night,-999,NaN,7005,13573,7608,missing,4912,11183,13475,"13,453",4121,993
2023-04-20,football,Hardcourt,AMATEUR,women,playoffs,snowy,outdoor,eagles,veteran,B-LEAGUE,,points,NaN,1,Sky,4914,2671,19084,7930,4885,missing,NaN,£17252,16343,17224
21/11/2021,TENNIS,-999,international,-999,REGULAR, DRY ,indoor,WOLVES,veteran,-999,wilson, goals ,AFTERNOON,5, sky ,10528,1260,2524,5217,17996," 6,055",missing,£5385,502,7059
24/07/2022,basketball,synthetic,semi-pro,women,regular,Wet,indoor,Wolves,interim,c-league,NaN,goals, evening ,3,espn,10270,7426,£13967,18767,7434,18341,9218,£17907,6157,£40
30/05/2021,Football,Indoor,amateur,mixed,PRE-SEASON,wet,INDOOR,sharks,interim,NaN, puma ,runs,evening,3,sky,missing,370,3638,£12458,1764,"10,480",7116,15087,18697,£18781
NA,tennis, grass ,missing,MEN, pre-season ,dry,missing,Eagles,Rookie,A-League, PUMA ,POINTS,NIGHT,1,Nbc,£3846,£2879,15161,NA,missing,14373,£814,£3013,18842,14850
09/12/2023,FOOTBALL,Clay, International ,Men,REGULAR,Dry,outdoor,sharks,interim,C-LEAGUE,WILSON,sets,NaN,5,espn,5193,12184,7812,11882,£6606,533," 8,054",1163,NaN,£19346
29/10/2022,rugby,grass,amateur,WOMEN,playoffs,snowy, indoor ,Tigers,rookie,C-League,nike,-999,evening,5,NBC,5655,1508,10271,£19043,1130,9620,NaN,18539,£7602," 1,577"
10/11/2023,NA,grass,semi-Pro,Women, Pre-Season ,NaN,indoor,WOLVES,rookie,-999,wilson,POINTS,AFTERNOON,5,SKY,£8907,missing,7125,1682,6073,5616,8739,"14,421",7873,15461
15/05/2024,basketball,clay,pro,WOMEN,pre-season,wet,outdoor,tigers,interim,a-league,nike,GOALS,night,1,bbc,964,6432,12537,11071,16174,6706,13817,14375,missing,NaN
2023-11-02,Football,synthetic,semi-pro,men,pre-season,DRY,Outdoor,eagles,,b-League,puma,points,NaN,2,Bbc,3375,NA,1847,13805,15523,missing,1577,"13,441"," 3,399",9592
2021-05-05,running, Road ,international,MEN,Playoffs,dry,Outdoor,NA,-999,C-LEAGUE,WILSON,goals,missing,4,NBC,1144,£18710,£12206,4172,7253,3445,3591,,10226,£1137
26/02/2022,cricket,Hardcourt,international,WOMEN, PLAYOFFS ,Windy,outdoor, Lions ,rookie,a-league,NIKE,Points,night,1,NBC,£17870,18868,"15,200",£670,missing,6090,17535,3049,17972,19722
2024-09-18,cricket,grass,semi-pro,Women,-999,windy,outdoor,NaN,interim,,adidas,sets,Evening,4,-999,8213,14718,15091,16534,8844," 5,071","17,428",£10673,"11,399",4396
2022-07-10,RUNNING, synthetic ,semi-pro,mixed,pre-season,Snowy,outdoor,tigers,Rookie,b-League,wilson,sets,NIGHT,5,ESPN,8053,3083,2501,3436,2951,"16,270",-999,£17167,17980,9616
11/04/2021,basketball,Clay,pro,Women,Regular,Windy, indoor ,tigers,interim,B-League,nike,Points,afternoon,NaN,nbc,13714,£11035,16275,-999,NA,£4419,19509,NA,"16,542",15175
2024-04-17,basketball,CLAY,PRO,WOMEN,playoffs,NA,indoor,eagles,rookie,C-LEAGUE, wilson ,Sets,NIGHT,5,SKY,£4,NA,18599,12322,£17001,12784,£10571,17163,13041,NaN
27/12/2022,running,CLAY,international,,regular,hot,indoor,tigers,rookie,NaN,Nike,Goals,NIGHT,5, nbc ,7497,£4453," 8,879",13631,13145,19010,missing,4343,"19,693","15,116"
,basketball,Indoor,Semi-Pro,men,regular,Dry,INDOOR,WOLVES,interim,c-League,Wilson,RUNS,Evening,1,sky,£14739,£18486,2712,£1428,7755,-999,£10760,missing,16689,9724
"Jul 19, 2021",rugby,Hardcourt,international,Mixed,playoffs,hot,outdoor,Wolves, interim ,b-League,Wilson,RUNS,MORNING,2,ESPN,"15,938",18896,NA,"14,077",17489,1369,£13501,-999,17556,8996
31/03/2022,tennis,road,Semi-Pro,WOMEN, regular ,Snowy,outdoor,TIGERS,rookie,c-League,wilson,points,Afternoon,1,missing,6010,£6274,10372,NA,17137,NaN,4218,16747,£11976,£18022
2022-10-14,TENNIS,grass,semi-pro,mixed,missing,Wet,outdoor,Tigers,rookie,a-league,Nike,goals,night,5,SKY,," 7,534",15771,"19,671","10,444",NaN,13320,£7573," 1,369",13598
"Aug 22, 2024", Running ,clay,semi-pro,Mixed,playoffs,Wet,outdoor,tigers,veteran,b-League,Adidas,points,missing,2,SKY," 2,925","10,338",17823,13095,19250,missing,3873,"17,244","17,603",6198
20/09/2022,tennis,hardcourt,NA,MEN,pre-season,windy,NaN,NaN,interim,B-League,NA,Points,MORNING,2,sky,£2952,£86,19223,7209,8197,13814," 1,143",19819,£3995,-999
NA,RUGBY, hardcourt ,AMATEUR,missing,playoffs,windy,Indoor,Eagles,interim,b-league, NIKE ,RUNS,NaN, 1 ,Espn,£3447,17113,1454,94,5602,14653,"10,205",12459,11917," 2,227"
2024-05-16,rugby,NA,semi-pro,mixed,pre-season, hot ,OUTDOOR,WOLVES,VETERAN,c-League,nike,Sets,morning,5,bbc,10841,3045,5839,£8920,£19708,£16244,9612," 8,759",2496,£4201
13/02/2022,CRICKET,Hardcourt,amateur,mixed,NA,,OUTDOOR,bears,veteran,a-League,ADIDAS,sets,Afternoon,1, nbc ,13484,15196,8539,"19,297","16,249",-999,missing,"12,322",£6273,17721
2024-07-03,cricket,synthetic,Pro,missing,regular,dry,OUTDOOR,sharks,VETERAN,c-league,Puma,runs,evening,2,NaN,-999,16267,NA,9572,1985,11488,14097,"16,310",2043,14733
2022-09-24,Tennis,synthetic,International,mixed,playoffs,snowy,outdoor,,Rookie,a-League,puma,Sets,night,1,SKY,NA,8471,£14606,8170,14184,"17,632",10885," 8,184",742,9443
06/11/2022,football, clay , pro ,mixed,pre-season,wet,indoor, LIONS ,rookie,NaN, nike ,POINTS,Evening,,bbc,17998,12466,5516,£3942,8775,15246,19251,2866,9570,10983
2023-09-11,Tennis,CLAY,pro,missing,pre-Season,wet,OUTDOOR,NaN,rookie,c-league,Adidas,runs,NIGHT,5,ESPN,£16418,796,2463,14773,5197,10814,9827,-999,£15472,17657
2022-03-28,TENNIS,missing,amateur,mixed,playoffs,DRY,Indoor, eagles ,Rookie,A-League,Nike,goals,Night,4,NaN,15935,6752," 7,256",16386,£6626,missing,75,8291,"12,052",2370
,running,road,NaN,mixed,regular,wet,indoor,LIONS,Rookie, C-League ,wilson,sets,evening,3,Sky,2691,"10,099",3714,12443," 7,261",8405,£18769,£15290," 5,010",NA
2023-12-07,football,grass,International,mixed,playoffs,dry,outdoor,WOLVES,Interim,A-League,WILSON,Sets,Morning,4,bbc,4936,£7031,£11509,"15,195",£7266,6661,£6679,15207,,14326
2023-05-14,basketball,NA,pro,men,PLAYOFFS,hot,outdoor,,interim,c-league,Nike,Sets,NA,1,nbc,9372,5462,5732,11044,   798,NaN,NaN,1065,   177,"11,055"
15/08/2023,tennis, ROAD ,amateur,men,playoffs,dry,INDOOR,Eagles,-999,,puma,points,afternoon,-999,SKY,3417,,16858,5589,£9828,12521,missing,8276,11122,£9150
-999,running,NA,semi-Pro,Mixed,regular,wet,Outdoor,Bears, rookie ,a-league,wilson,NaN,night, 5 , SKY ,£7253,-999,18336,14156,2149,£16332,£10834,£8068,7700,18641
2023-01-29,RUNNING,clay,-999,MIXED,-999,Snowy,OUTDOOR,missing,interim,a-league,wilson,POINTS,morning,2,nbc,14004,£2759,17891,17536,11974,£4047,NA,8693,794,£16561
NA,cricket, SYNTHETIC ,SEMI-PRO,NaN,PRE-SEASON,DRY,INDOOR,NaN,rookie,B-LEAGUE,nike,NaN,Morning,-999,Sky,13214,"11,528",£15561,584,17896,"10,851",15181,13231,91,missing
2023-04-12,FOOTBALL,synthetic,international,mixed,REGULAR,SNOWY,outdoor,EAGLES,interim,A-LEAGUE,wilson,runs,NIGHT,2,espn,11322,3073,missing,409,11118,2818,£11128,£11222,8997,£3030
16/11/2021,running,hardcourt,international,MEN,Regular,HOT,-999,NaN,rookie, B-League ,WILSON,GOALS,evening,5, sky ,17873,missing,16858,19599,5294,-999,3983,3113," 5,270",2777
2023-01-01,football, synthetic ,international,missing,PRE-SEASON,Windy,indoor,BEARS,VETERAN,B-LEAGUE,Adidas,points,afternoon,3,bbc,£390,missing,18419,16182,754,1300,4588,3247,NA,12522
12/01/2021,tennis,Road,amateur,NaN,regular,HOT,OUTDOOR,NaN, Veteran ,A-LEAGUE,NaN,runs,Evening,4,sky,8503,11372," 2,476","10,239",1620,7698,8451,6136,£7318,18398
2023-05-13,missing,-999,AMATEUR,women,missing, hot ,INDOOR,missing,interim,-999,puma, sets ,morning,1,NBC,NaN,£11174,-999,2181,NaN,£5230,£13991,£19617,   300,12907
missing,cricket,NaN,Semi-Pro,WOMEN,-999,WET,outdoor,Lions,VETERAN,a-League,nike,,NA,3,missing,£3230,£19419,20000,£13266,-999," 7,109",,£18504,£19938,19019
2021-01-25,-999,ROAD, semi-pro , women ,regular,HOT,OUTDOOR,lions,veteran, A-League ,puma,Points,,3,NBC,£4599,17741,3012,£1080,"14,279",3899,12737,18106,17909,6073
"Aug 23, 2023",basketball, clay ,semi-Pro,mixed,pre-season, wet ,indoor,SHARKS,veteran,a-League,puma,RUNS,Morning, 3 ,espn,7646,4481,19141,"13,310","17,801",NA,17496," 8,067",3308,3418
17/12/2023,football,indoor,international,mixed,REGULAR,dry,indoor,SHARKS,VETERAN,B-League,nike,sets, night ,3,missing,missing,8463,£3147,7392,£5622,9778,14764,£19821,5507,9045
29/10/2022,basketball,-999, pro ,mixed,pre-Season,dry,OUTDOOR,BEARS,veteran,,adidas,GOALS,Evening,4,bbc,8633,2899,£5283,10198,£13628,£14086,£14180,15005,NaN,missing
2022-09-19, tennis ,road, pro , Mixed ,pre-season,Snowy,outdoor,Lions,Interim,B-LEAGUE,Wilson,POINTS,night,4,bbc," 7,935",15595,"16,513",£12071,12131,£12295,18990,£2982,11300,16242
04/08/2021,tennis, GRASS ,Semi-Pro,MIXED,regular,Wet,Indoor,eagles,interim,c-League,adidas,Goals,-999,3,sky,NaN,8025,10581,13981,6101,1404,£14039,13433,13102,4839
21/05/2024,FOOTBALL,grass,AMATEUR,mixed,pre-Season,windy,indoor,bears,veteran,a-league,Puma,Points,night,missing,sky,,£7230,19385,£3179,12440,"12,895",17960,"10,844",2248,18699
17/02/2022,FOOTBALL,Hardcourt,Amateur,women,pre-season,wet,Outdoor,wolves,veteran,A-League,WILSON,SETS,AFTERNOON,2,bbc,17903,12146,15860,11398,15434,14249,NaN,18068,£16741,-999
11/07/2022,-999,hardcourt,semi-Pro,Women,pre-season,-999,outdoor,sharks,INTERIM,a-league,adidas,GOALS,missing,3,espn,9016,£19819,-999,5779,15351,13420,NaN," 3,130",£9664,"15,795"
